n przestawienia_quick porównania_quick
6 10 12
6 10 11
6 16 15
6 9 9
6 12 11
6 9 9
6 10 9
6 10 9
6 6 9
6 9 9
6 8 9
6 7 8
6 17 15
6 13 12
6 8 9
6 8 9
6 16 15
6 11 11
6 11 15
6 15 12
6 6 9
6 10 13
6 7 8
6 9 9
6 11 9
6 9 9
6 11 10
6 8 9
6 12 11
6 11 13
6 16 13
6 6 9
6 8 9
6 8 11
6 7 8
6 7 11
6 10 9
6 8 11
6 7 9
6 11 12
6 10 9
6 9 9
6 8 9
6 12 12
6 10 9
6 7 11
6 10 9
6 9 9
6 10 9
6 10 14
6 5 10
6 8 11
6 7 9
6 12 11
6 10 9
6 10 9
6 7 8
6 9 9
6 15 13
6 9 9
6 8 10
6 13 14
6 7 9
6 16 13
6 10 9
6 8 12
6 9 9
6 11 11
6 7 9
6 12 11
6 9 9
6 7 11
6 12 12
6 13 11
6 8 12
6 5 9
6 7 9
6 5 11
6 11 11
6 11 9
6 8 9
6 8 9
6 15 13
6 7 11
6 6 8
6 14 13
6 8 9
6 7 11
6 12 11
6 14 12
6 10 11
6 8 12
6 8 8
6 6 9
6 9 9
6 10 9
6 9 9
6 8 8
6 11 11
6 10 11
6 9 9
6 8 12
6 11 9
6 7 9
6 14 13
6 10 9
6 7 9
6 7 9
6 6 9
6 7 11
6 10 9
6 14 14
6 5 11
6 9 11
6 5 10
6 9 14
6 10 13
6 5 15
6 10 12
6 5 10
6 8 11
6 15 13
6 5 9
6 11 10
6 8 8
6 9 9
6 10 9
6 8 8
6 7 8
6 5 10
6 10 11
6 11 9
6 11 9
6 11 11
6 7 8
6 5 11
6 7 8
6 9 9
6 8 10
6 5 9
6 14 11
6 14 12
6 9 11
6 13 11
6 7 11
6 7 11
6 13 11
6 7 8
6 10 9
6 11 15
6 14 12
6 11 9
6 12 11
6 11 9
6 9 9
6 11 9
6 13 11
6 11 9
6 11 11
6 10 9
6 11 15
7 18 21
7 11 14
7 8 12
7 14 16
7 10 12
7 8 10
7 12 13
7 12 17
7 11 13
7 6 15
7 8 10
7 9 12
7 10 17
7 14 13
7 11 13
7 8 11
7 13 13
7 12 14
7 11 11
7 8 12
7 9 11
7 9 11
7 13 12
7 6 15
7 14 13
7 14 13
7 6 12
7 7 12
7 16 13
7 11 11
7 9 12
7 8 17
7 16 15
7 10 15
7 12 13
7 8 14
7 9 11
7 10 11
7 13 12
7 16 13
7 7 14
7 17 17
7 12 12
7 7 12
7 10 11
7 14 17
7 7 11
7 10 11
7 12 12
7 13 15
7 11 11
7 13 13
7 8 15
7 11 13
7 16 15
7 8 13
7 11 12
7 14 17
7 11 13
7 8 12
7 16 14
7 14 13
7 12 18
7 9 11
7 10 11
7 17 15
7 13 13
7 12 12
7 9 11
7 15 13
7 8 11
7 11 14
7 9 15
7 11 14
7 11 12
7 12 13
7 14 17
7 13 13
7 13 12
7 7 12
7 20 17
7 14 13
7 11 15
7 14 14
7 12 14
7 11 11
7 16 17
7 22 19
7 14 15
7 11 12
7 14 13
7 17 15
7 12 12
7 17 19
7 14 13
7 10 11
7 8 12
7 17 16
7 10 11
7 10 11
7 13 15
7 11 15
7 12 14
7 10 11
7 15 13
7 19 16
7 13 13
7 11 18
7 8 11
7 13 13
7 9 13
7 14 13
7 20 17
7 9 12
7 14 12
7 13 15
7 14 15
7 12 16
7 11 11
7 11 11
7 14 15
7 10 11
7 11 11
7 9 15
7 18 15
7 11 11
7 10 12
7 12 13
7 8 12
7 13 13
7 12 17
7 10 15
7 10 11
7 7 12
7 22 21
7 11 14
7 14 13
7 16 15
7 13 17
7 9 11
7 7 14
7 9 11
7 9 11
7 12 11
7 8 11
7 14 14
7 20 16
7 15 17
7 12 13
7 6 12
7 8 12
7 11 13
7 9 12
7 15 13
7 13 12
7 10 13
7 10 12
7 12 12
7 11 11
7 13 13
7 11 16
7 11 20
7 11 12
7 14 14
7 11 12
7 13 15
7 9 11
7 17 15
7 17 18
7 8 13
7 15 15
7 19 18
7 9 11
7 7 15
7 11 11
7 7 13
7 12 12
7 16 16
7 13 13
7 15 14
7 10 11
7 12 12
7 8 12
7 7 17
7 9 11
7 8 15
7 6 12
7 12 14
7 19 20
7 16 13
7 13 12
7 10 12
7 15 13
7 16 15
7 15 14
7 13 16
7 13 17
7 9 12
7 20 17
7 12 13
8 9 16
8 10 14
8 15 16
8 15 14
8 18 17
8 13 14
8 12 16
8 9 14
8 14 15
8 11 14
8 16 18
8 8 19
8 17 16
8 22 20
8 14 16
8 10 13
8 11 14
8 10 23
8 15 16
8 15 16
8 14 15
8 14 14
8 11 16
8 18 16
8 12 16
8 22 20
8 8 14
8 21 20
8 14 16
8 15 16
8 12 14
8 25 23
8 10 14
8 15 16
8 14 16
8 18 16
8 24 22
8 27 23
8 11 16
8 10 13
8 17 15
8 15 15
8 13 14
8 18 18
8 10 14
8 15 15
8 20 20
8 10 14
8 21 20
8 15 18
8 10 16
8 19 18
8 10 15
8 17 19
8 20 24
8 19 20
8 16 18
8 9 15
8 9 15
8 22 22
8 17 18
8 15 18
8 14 14
8 14 14
8 9 19
8 16 19
8 14 18
8 19 20
8 10 18
8 14 19
8 14 15
8 18 16
8 15 18
8 16 23
8 16 20
8 14 16
8 17 16
8 8 16
8 21 20
8 12 15
8 10 15
8 21 18
8 17 18
8 11 17
8 14 18
8 13 14
8 17 19
8 13 16
8 9 19
8 13 14
8 14 16
8 16 19
8 18 20
8 13 15
8 11 14
8 12 16
8 12 14
8 14 19
8 9 15
8 19 21
8 15 16
8 10 22
8 12 14
8 13 14
8 13 18
8 11 14
8 20 18
8 14 18
8 15 18
8 9 19
8 13 22
8 12 14
8 14 16
8 14 20
8 12 14
8 11 23
8 14 14
8 11 14
8 11 14
8 12 14
8 11 18
8 12 14
8 14 23
8 18 20
8 16 16
8 9 18
8 17 18
8 25 22
8 17 21
8 15 19
8 16 23
8 26 28
8 13 16
8 21 24
8 15 14
8 13 18
8 14 16
8 13 17
8 17 15
8 10 16
8 15 16
8 25 24
8 13 15
8 21 19
8 12 22
8 19 18
8 22 20
8 13 16
8 29 24
8 18 16
8 14 24
8 15 17
8 13 14
8 19 19
8 16 15
8 11 16
8 14 15
8 17 20
8 15 14
8 11 16
8 11 14
8 19 20
8 16 18
8 9 18
8 16 16
8 12 14
8 18 18
8 14 20
8 16 19
8 21 21
8 10 22
8 16 17
8 12 14
8 17 20
8 22 20
8 19 17
8 15 18
8 14 16
8 14 14
8 17 16
8 14 14
8 16 16
8 14 22
8 13 19
8 10 17
8 29 26
8 13 15
8 11 20
8 13 16
8 14 14
8 15 14
8 12 18
8 14 15
8 14 22
8 14 20
8 11 20
8 12 18
8 10 14
8 12 22
8 15 16
9 17 18
9 18 19
9 13 21
9 17 22
9 19 23
9 19 25
9 24 23
9 25 27
9 20 23
9 19 22
9 25 29
9 20 27
9 15 22
9 22 27
9 18 20
9 16 18
9 11 23
9 10 20
9 26 33
9 24 24
9 18 20
9 26 24
9 12 18
9 17 18
9 15 23
9 22 21
9 19 18
9 16 20
9 19 18
9 18 18
9 16 23
9 14 16
9 20 19
9 17 19
9 17 20
9 13 19
9 17 19
9 17 17
9 24 24
9 13 17
9 16 17
9 19 20
9 23 24
9 16 18
9 14 19
9 18 31
9 15 17
9 23 24
9 12 17
9 16 18
9 14 19
9 19 20
9 12 18
9 17 19
9 23 22
9 19 25
9 15 17
9 21 23
9 16 20
9 14 19
9 17 20
9 13 17
9 20 29
9 17 19
9 17 18
9 15 18
9 20 23
9 19 18
9 10 19
9 18 19
9 19 24
9 15 21
9 14 17
9 28 24
9 30 29
9 28 24
9 18 20
9 20 20
9 23 23
9 15 17
9 17 19
9 22 21
9 13 17
9 14 16
9 14 16
9 20 26
9 27 26
9 13 18
9 26 27
9 17 18
9 11 20
9 11 17
9 16 18
9 15 20
9 14 22
9 16 17
9 24 23
9 9 24
9 17 17
9 20 19
9 15 18
9 14 16
9 20 21
9 18 22
9 15 18
9 11 16
9 15 18
9 11 19
9 16 18
9 14 18
9 20 19
9 15 24
9 22 21
9 27 24
9 22 23
9 22 20
9 14 18
9 25 24
9 20 20
9 23 21
9 10 20
9 14 20
9 16 18
9 20 26
9 22 22
9 18 18
9 16 23
9 21 24
9 13 27
9 20 19
9 20 19
9 14 18
9 24 23
9 16 22
9 22 23
9 17 18
9 14 19
9 16 17
9 17 17
9 10 18
9 28 27
9 16 18
9 12 17
9 20 20
9 12 19
9 16 18
9 12 16
9 16 18
9 11 16
9 17 20
9 14 19
9 30 28
9 27 26
9 20 26
9 14 16
9 19 19
9 18 18
9 14 18
9 20 20
9 24 22
9 16 19
9 19 20
9 19 20
9 16 18
9 19 24
9 9 22
9 19 22
9 44 36
9 12 16
9 17 20
9 10 16
9 12 17
9 19 26
9 23 20
9 11 18
9 19 19
9 12 20
9 12 26
9 17 21
9 11 19
9 14 18
9 10 18
9 21 21
9 13 18
9 16 18
9 18 18
9 19 21
9 11 24
9 10 20
9 27 25
9 17 23
9 17 19
9 15 17
9 14 19
9 14 22
9 21 21
9 17 20
9 18 19
9 9 23
9 18 18
10 23 25
10 13 25
10 22 28
10 14 25
10 23 36
10 21 22
10 16 23
10 17 21
10 20 26
10 16 21
10 18 22
10 23 25
10 31 27
10 21 23
10 28 26
10 16 23
10 12 20
10 15 25
10 26 23
10 16 25
10 22 25
10 25 33
10 15 24
10 19 23
10 18 22
10 23 27
10 17 24
10 21 22
10 24 25
10 17 22
10 20 27
10 20 21
10 27 29
10 31 31
10 22 21
10 23 33
10 14 27
10 30 28
10 19 21
10 21 26
10 27 29
10 21 30
10 29 28
10 19 23
10 18 26
10 19 28
10 19 24
10 25 26
10 13 22
10 23 24
10 17 21
10 14 29
10 22 28
10 21 22
10 17 23
10 27 28
10 13 27
10 14 27
10 19 27
10 13 20
10 19 21
10 23 27
10 30 30
10 18 21
10 21 22
10 20 23
10 15 26
10 21 25
10 20 23
10 20 21
10 20 23
10 15 22
10 16 25
10 15 20
10 20 22
10 17 22
10 15 20
10 20 21
10 22 30
10 18 26
10 15 21
10 20 22
10 23 25
10 20 22
10 20 22
10 13 23
10 13 20
10 12 28
10 18 21
10 23 35
10 18 23
10 18 28
10 22 22
10 14 21
10 17 26
10 15 20
10 25 26
10 19 22
10 16 23
10 17 22
10 18 33
10 24 32
10 19 21
10 17 24
10 23 23
10 13 22
10 20 23
10 16 21
10 14 21
10 15 21
10 20 21
10 9 30
10 17 27
10 16 19
10 20 21
10 28 26
10 17 21
10 25 27
10 17 22
10 20 22
10 18 28
10 25 25
10 25 29
10 17 23
10 19 23
10 18 25
10 18 27
10 22 25
10 22 22
10 12 23
10 17 21
10 24 27
10 41 38
10 20 21
10 29 27
10 22 25
10 15 24
10 18 21
10 24 27
10 22 28
10 25 26
10 21 23
10 18 23
10 20 21
10 12 21
10 17 22
10 18 29
10 26 25
10 25 27
10 22 22
10 31 36
10 28 35
10 21 23
10 18 21
10 16 27
10 15 23
10 31 29
10 15 19
10 21 21
10 16 27
10 19 29
10 15 19
10 22 22
10 23 24
10 22 22
10 17 24
10 24 24
10 21 22
10 14 23
10 25 25
10 17 21
10 18 23
10 34 32
10 21 21
10 18 19
10 23 24
10 19 31
10 22 27
10 15 19
10 24 27
10 20 25
10 16 21
10 17 25
10 18 21
10 15 21
10 21 24
10 25 28
10 18 21
10 21 21
10 17 24
10 24 32
10 15 30
10 24 35
10 19 21
10 14 21
10 23 22
10 15 23
10 28 28
10 17 25
10 16 19
11 16 24
11 25 27
11 21 25
11 22 38
11 29 28
11 22 25
11 22 32
11 15 25
11 27 30
11 18 25
11 20 26
11 20 35
11 21 23
11 25 26
11 27 33
11 21 25
11 21 26
11 24 29
11 20 32
11 24 28
11 19 25
11 26 37
11 21 23
11 19 25
11 30 30
11 30 27
11 26 29
11 24 30
11 22 25
11 22 26
11 16 24
11 20 30
11 31 31
11 28 28
11 26 27
11 22 32
11 14 28
11 15 27
11 15 22
11 23 27
11 15 24
11 21 24
11 15 25
11 21 28
11 26 29
11 37 36
11 17 27
11 26 35
11 28 33
11 27 36
11 24 34
11 18 25
11 28 32
11 18 26
11 18 23
11 16 29
11 27 27
11 25 31
11 28 29
11 26 33
11 22 33
11 14 28
11 17 30
11 23 31
11 27 30
11 23 34
11 23 33
11 27 30
11 14 26
11 17 24
11 20 25
11 21 24
11 28 35
11 15 28
11 30 33
11 24 25
11 18 34
11 18 27
11 18 24
11 35 33
11 18 26
11 26 30
11 24 26
11 29 30
11 19 25
11 25 30
11 16 24
11 29 38
11 20 27
11 18 23
11 26 25
11 25 39
11 12 36
11 13 29
11 20 24
11 23 25
11 16 25
11 27 35
11 20 31
11 29 35
11 20 27
11 16 26
11 28 32
11 21 27
11 21 27
11 38 36
11 13 35
11 17 31
11 15 32
11 26 27
11 18 26
11 23 30
11 21 25
11 21 25
11 23 25
11 21 24
11 15 28
11 23 29
11 24 30
11 21 27
11 19 24
11 35 45
11 30 37
11 19 24
11 29 31
11 24 28
11 34 34
11 18 24
11 21 25
11 27 31
11 16 27
11 20 23
11 18 28
11 25 26
11 19 23
11 21 26
11 24 30
11 33 34
11 24 34
11 22 26
11 23 25
11 18 24
11 23 29
11 25 29
11 28 35
11 23 31
11 15 29
11 22 24
11 23 24
11 25 28
11 17 25
11 25 28
11 19 28
11 27 27
11 16 32
11 20 23
11 25 31
11 21 31
11 28 31
11 26 26
11 16 26
11 25 27
11 18 31
11 36 37
11 19 27
11 22 24
11 23 29
11 27 28
11 35 34
11 17 25
11 23 28
11 31 32
11 23 30
11 19 24
11 23 27
11 18 25
11 28 32
11 24 33
11 22 23
11 25 32
11 19 25
11 27 30
11 20 25
11 17 22
11 21 24
11 27 27
11 16 23
11 34 33
11 33 31
11 20 30
11 23 26
11 20 24
11 17 25
11 37 40
11 16 27
11 18 35
11 16 30
11 24 28
11 22 25
11 30 30
12 21 33
12 18 26
12 22 30
12 42 48
12 20 28
12 20 28
12 29 33
12 21 28
12 27 30
12 22 26
12 25 32
12 26 32
12 17 26
12 20 38
12 20 28
12 19 30
12 22 26
12 28 30
12 21 45
12 25 31
12 29 35
12 28 29
12 21 32
12 31 31
12 21 33
12 36 36
12 31 31
12 28 32
12 25 33
12 18 35
12 25 31
12 36 38
12 19 36
12 28 35
12 22 41
12 23 26
12 25 35
12 23 30
12 20 35
12 33 36
12 22 29
12 16 27
12 30 31
12 18 29
12 24 29
12 34 34
12 21 32
12 21 27
12 29 42
12 23 32
12 34 36
12 18 31
12 25 36
12 20 28
12 30 34
12 25 28
12 19 28
12 30 35
12 21 28
12 22 28
12 36 38
12 21 28
12 18 32
12 22 32
12 20 30
12 34 36
12 14 33
12 26 32
12 30 31
12 22 33
12 34 34
12 19 31
12 22 26
12 33 34
12 28 30
12 25 30
12 26 45
12 36 41
12 32 31
12 21 26
12 32 33
12 22 26
12 15 31
12 25 34
12 28 38
12 31 33
12 51 47
12 26 29
12 21 26
12 32 37
12 26 41
12 23 29
12 33 37
12 42 44
12 19 28
12 21 31
12 20 30
12 22 28
12 27 30
12 31 31
12 18 33
12 18 31
12 21 31
12 24 26
12 18 29
12 33 33
12 20 28
12 29 32
12 19 29
12 22 26
12 35 37
12 24 28
12 33 33
12 30 32
12 19 39
12 24 32
12 15 30
12 18 28
12 24 31
12 26 32
12 26 28
12 31 32
12 32 34
12 25 29
12 22 26
12 24 28
12 19 26
