n przestawienia_quick porównania_quick
12 23 26
12 22 29
12 22 32
12 22 28
12 23 33
12 28 46
12 29 36
12 16 29
12 31 32
12 29 40
12 20 32
12 18 31
12 31 46
12 18 29
12 13 38
12 20 28
12 35 39
12 18 26
12 22 30
12 26 38
12 36 38
12 32 40
12 25 30
12 28 33
12 25 33
12 25 39
12 29 41
12 16 32
12 29 41
12 22 38
12 19 27
12 31 37
12 36 37
12 20 41
12 22 28
12 31 37
12 24 37
12 23 29
12 29 29
12 20 33
12 25 34
12 21 31
12 20 33
12 27 39
12 29 33
12 22 33
12 35 39
12 19 28
12 22 30
12 27 33
12 33 40
12 22 26
12 20 40
12 23 28
12 23 29
12 31 34
12 21 28
12 20 31
12 18 27
12 21 31
12 21 28
12 21 29
12 26 33
12 28 40
12 21 32
12 30 34
12 22 26
12 20 26
12 31 43
12 33 36
12 28 32
12 20 39
12 21 29
13 30 34
13 31 34
13 19 34
13 26 30
13 27 36
13 26 34
13 18 40
13 35 48
13 29 33
13 33 34
13 29 37
13 25 33
13 25 31
13 19 33
13 26 32
13 25 31
13 35 39
13 39 41
13 19 34
13 25 42
13 43 47
13 29 33
13 39 48
13 32 36
13 23 40
13 45 46
13 23 30
13 18 42
13 22 34
13 34 40
13 28 42
13 44 44
13 22 29
13 16 33
13 25 35
13 25 29
13 31 35
13 37 40
13 27 42
13 25 35
13 23 33
13 39 40
13 30 32
13 32 39
13 27 32
13 21 31
13 32 41
13 17 32
13 27 43
13 40 42
13 24 33
13 39 41
13 40 42
13 29 33
13 35 45
13 24 31
13 21 31
13 40 48
13 21 40
13 32 39
13 38 41
13 31 42
13 30 33
13 15 36
13 34 40
13 30 35
13 33 38
13 23 33
13 35 34
13 38 43
13 17 35
13 25 30
13 28 33
13 36 43
13 38 42
13 35 36
13 27 34
13 23 35
13 36 38
13 34 35
13 27 39
13 29 32
13 48 49
13 30 33
13 30 35
13 26 34
13 33 38
13 26 37
13 29 35
13 30 46
13 23 34
13 31 39
13 27 33
13 20 34
13 34 50
13 21 41
13 26 35
13 18 35
13 25 37
13 37 39
13 29 35
13 36 37
13 31 40
13 32 43
13 25 32
13 37 55
13 25 33
13 16 40
13 20 37
13 19 37
13 31 39
13 31 34
13 36 36
13 35 52
13 38 39
13 32 42
13 35 46
13 33 35
13 34 39
13 39 48
13 30 39
13 21 35
13 23 35
13 29 53
13 27 31
13 35 41
13 25 31
13 27 47
13 25 42
13 34 36
13 37 54
13 24 32
13 24 33
13 37 35
13 32 47
13 27 31
13 23 34
13 24 42
13 26 35
13 22 30
13 22 50
13 31 36
13 31 33
13 22 33
13 29 41
13 39 38
13 21 49
13 17 33
13 22 37
13 30 35
13 31 38
13 24 32
13 32 34
13 29 40
13 38 38
13 18 37
13 15 41
13 18 43
13 24 33
13 24 34
13 33 43
13 34 37
13 28 36
13 36 53
13 30 42
13 35 38
13 23 36
13 31 34
13 18 40
13 22 31
13 20 46
13 30 36
13 40 40
13 25 35
13 25 35
13 24 33
13 41 42
13 26 32
13 30 36
13 29 33
13 31 42
13 24 38
13 20 34
13 28 44
13 22 31
13 28 38
13 25 32
13 26 31
13 22 30
13 31 33
13 31 34
13 28 31
13 24 30
13 29 47
13 35 37
13 23 31
13 35 38
13 40 44
13 34 35
13 39 40
14 27 38
14 35 49
14 30 48
14 22 40
14 40 47
14 41 53
14 24 37
14 33 39
14 32 41
14 27 38
14 24 37
14 42 53
14 37 40
14 25 35
14 35 37
14 27 40
14 27 40
14 29 45
14 24 36
14 50 49
14 28 35
14 26 38
14 25 40
14 28 41
14 35 37
14 29 39
14 25 32
14 25 43
14 26 33
14 39 48
14 32 47
14 29 39
14 43 48
14 21 42
14 38 40
14 20 45
14 28 35
14 24 35
14 36 43
14 23 44
14 34 50
14 24 38
14 26 50
14 36 45
14 32 38
14 34 41
14 32 37
14 29 34
14 34 40
14 25 34
14 29 37
14 25 39
14 29 50
14 43 46
14 33 45
14 31 39
14 33 44
14 27 36
14 30 40
14 23 39
14 38 39
14 25 47
14 25 37
14 20 36
14 25 34
14 26 35
14 30 41
14 41 44
14 28 33
14 30 38
14 30 38
14 41 45
14 38 42
14 34 38
14 37 49
14 36 40
14 39 43
14 45 47
14 38 48
14 42 41
14 39 52
14 30 41
14 22 41
14 31 38
14 48 54
14 22 40
14 23 42
14 24 40
14 29 33
14 30 55
14 53 59
14 27 51
14 23 41
14 30 35
14 23 42
14 38 42
14 21 36
14 27 33
14 29 54
14 32 43
14 28 41
14 27 43
14 32 37
14 16 46
14 24 39
14 33 36
14 25 39
14 40 45
14 30 39
14 28 37
14 18 44
14 32 40
14 26 38
14 23 36
14 44 67
14 32 36
14 29 35
14 29 38
14 37 41
14 32 39
14 27 39
14 39 59
14 29 37
14 22 35
14 36 43
14 49 48
14 28 37
14 28 39
14 49 57
14 44 45
14 29 43
14 38 43
14 32 35
14 31 48
14 29 47
14 24 40
14 24 49
14 28 33
14 39 55
14 21 43
14 35 38
14 22 38
14 23 37
14 25 43
14 28 38
14 31 45
14 24 33
14 27 41
14 33 35
14 30 38
14 35 51
14 30 37
14 31 38
14 26 43
14 49 53
14 29 36
14 29 33
14 37 42
14 34 40
14 33 41
14 28 40
14 38 52
14 43 49
14 39 47
14 46 55
14 23 34
14 43 49
14 49 51
14 38 44
14 51 53
14 37 55
14 29 41
14 28 41
14 30 69
14 22 39
14 40 46
14 46 55
14 27 43
14 24 42
14 36 43
14 35 37
14 28 43
14 38 38
14 27 39
14 24 45
14 33 39
14 34 48
14 38 52
14 30 43
14 39 55
14 43 43
14 25 40
14 23 39
14 44 47
14 35 46
14 43 49
14 40 43
14 31 40
14 30 37
14 38 38
15 28 36
15 38 48
15 43 52
15 43 46
15 42 45
15 33 45
15 26 43
15 28 55
15 29 38
15 24 62
15 45 47
15 29 37
15 35 51
15 33 46
15 27 37
15 43 50
15 32 39
15 42 43
15 42 47
15 40 49
15 28 43
15 29 39
15 37 44
15 41 52
15 35 40
15 40 56
15 32 45
15 32 51
15 30 37
15 23 47
15 37 63
15 25 39
15 33 44
15 36 43
15 36 41
15 41 48
15 43 53
15 56 56
15 28 46
15 27 35
15 35 47
15 38 73
15 31 48
15 32 43
15 22 36
15 44 47
15 38 43
15 25 49
15 27 60
15 36 40
15 49 54
15 35 53
15 29 49
15 34 55
15 26 38
15 28 49
15 20 40
15 33 46
15 30 39
15 30 38
15 26 43
15 25 44
15 35 42
15 24 40
15 39 54
15 36 41
15 35 45
15 29 39
15 38 55
15 31 39
15 26 41
15 34 41
15 44 50
15 36 40
15 26 41
15 23 41
15 22 48
15 44 49
15 35 51
15 43 52
15 50 50
15 36 43
15 25 39
15 38 43
15 30 39
15 45 48
15 37 48
15 41 53
15 26 38
15 50 54
15 47 53
15 28 47
15 32 46
15 25 41
15 31 42
15 52 56
15 38 52
15 42 54
15 33 51
15 40 44
15 29 43
15 34 41
15 51 59
15 30 37
15 36 53
15 43 59
15 22 43
15 35 39
15 27 47
15 26 40
15 61 63
15 37 47
15 46 60
15 32 43
15 40 45
15 29 48
15 33 47
15 29 37
15 35 49
15 43 47
15 31 49
15 36 55
15 34 42
15 31 40
15 44 50
15 29 51
15 31 49
15 34 43
15 44 45
15 50 59
15 36 49
15 31 39
15 34 44
15 21 41
15 27 41
15 26 46
15 38 47
15 26 39
15 33 39
15 40 54
15 57 68
15 33 40
15 62 62
15 29 36
15 29 39
15 35 48
15 26 40
15 38 45
15 33 51
15 35 46
15 40 45
15 34 40
15 36 55
15 36 44
15 38 41
15 47 50
15 43 44
15 26 39
15 25 39
15 25 42
15 33 50
15 46 49
15 26 41
15 29 54
15 35 41
15 57 65
15 40 56
15 36 41
15 34 44
15 24 43
15 25 40
15 35 42
15 30 54
15 32 39
15 42 56
15 34 46
15 33 53
15 36 40
15 26 43
15 41 43
15 40 53
15 36 50
15 33 42
15 21 57
15 34 40
15 27 51
15 37 40
15 39 42
15 25 41
15 41 56
15 28 42
15 35 42
15 33 39
15 38 47
15 32 42
15 46 57
15 27 39
15 42 53
15 36 45
15 32 43
16 35 47
16 29 52
16 34 46
16 31 45
16 33 43
16 29 50
16 37 45
16 41 50
16 25 47
16 34 45
16 44 46
16 31 46
16 48 58
16 46 50
16 29 52
16 38 54
16 27 48
16 57 68
16 45 48
16 35 43
16 40 52
16 39 44
16 31 41
16 28 53
16 32 43
16 46 52
16 50 50
16 31 41
16 41 47
16 28 60
16 68 74
16 37 54
16 36 45
16 32 43
16 30 53
16 37 53
16 47 58
16 36 60
16 47 52
16 40 47
16 33 50
16 37 47
16 27 42
16 42 48
16 31 40
16 36 50
16 34 59
16 35 41
16 43 48
16 22 47
16 34 49
16 34 57
16 32 48
16 54 60
16 40 54
16 54 56
16 57 60
16 38 48
16 34 47
16 37 44
16 55 68
16 38 51
16 31 43
16 50 62
16 27 46
16 33 50
16 33 47
16 30 49
16 34 63
16 41 49
16 41 43
16 36 48
16 44 50
16 29 44
16 45 48
16 32 45
16 33 46
16 37 46
16 35 49
16 44 55
16 39 47
16 34 47
16 31 43
16 53 55
16 31 50
16 35 41
16 55 57
16 44 62
16 36 42
16 43 53
16 33 46
16 44 49
16 39 52
16 57 60
16 49 56
16 28 49
16 39 64
16 53 56
16 29 43
16 35 41
16 38 48
16 38 45
16 41 53
16 28 44
16 46 51
16 33 46
16 43 49
16 46 62
16 38 50
16 31 42
16 39 46
16 30 55
16 38 44
16 30 47
16 33 44
16 36 50
16 42 46
16 41 62
16 38 55
16 46 52
16 32 41
16 45 52
16 46 56
16 33 49
16 30 44
16 45 51
16 38 43
16 42 49
16 34 45
16 29 52
16 38 47
16 25 41
16 29 47
16 33 46
16 33 44
16 33 42
16 35 52
16 54 57
16 45 50
16 36 52
16 37 45
16 39 52
16 39 46
16 35 43
16 29 46
16 50 58
16 37 49
16 32 47
16 35 48
16 43 52
16 25 47
16 43 49
16 29 57
16 39 48
16 31 54
16 38 48
16 37 51
16 50 61
16 31 48
16 44 61
16 38 47
16 30 49
16 40 47
16 30 47
16 33 43
16 61 73
16 47 50
16 32 50
16 50 56
16 28 41
16 27 46
16 35 49
16 46 72
16 35 50
16 33 42
16 46 67
16 42 60
16 36 54
16 29 43
16 46 56
16 32 56
16 43 57
16 27 46
16 32 45
16 47 60
16 39 60
16 35 53
16 31 48
16 32 51
16 32 51
16 37 44
16 28 56
16 30 42
16 29 42
16 44 57
16 53 61
16 39 53
16 51 50
16 41 50
16 38 43
17 34 53
17 29 67
17 38 56
17 34 57
17 39 61
17 30 57
17 41 47
17 37 50
17 39 54
17 36 45
17 33 56
17 58 67
17 39 53
17 33 50
17 40 52
17 42 52
17 40 62
17 43 55
17 42 55
17 50 59
17 43 53
17 41 46
17 39 51
17 42 51
17 43 56
17 41 54
17 36 49
17 59 62
17 60 60
17 36 49
17 43 49
17 23 54
17 47 66
17 42 48
17 41 63
17 36 48
17 38 50
17 44 48
17 53 64
17 48 59
17 34 49
17 45 53
17 39 51
17 49 60
17 41 49
17 37 61
17 28 52
17 58 61
17 30 52
17 36 46
17 69 69
17 32 51
17 53 58
17 34 49
17 46 52
17 63 65
17 45 54
17 39 56
17 35 74
17 28 53
17 53 60
17 33 49
17 46 58
17 41 59
17 34 47
17 38 47
17 35 53
17 44 62
17 38 50
17 51 61
17 30 52
17 37 53
17 33 51
17 39 48
17 33 46
17 44 64
17 55 67
17 37 50
17 54 76
17 40 57
17 40 49
17 28 45
17 45 65
17 51 55
17 29 51
17 52 65
17 29 60
17 47 62
17 44 55
17 32 54
17 35 65
17 38 56
17 39 53
17 36 52
17 33 60
17 55 58
17 36 57
17 35 50
17 46 57
17 29 53
17 39 49
17 45 52
17 46 53
17 39 47
17 49 63
17 34 43
17 37 45
17 38 49
17 27 48
17 35 45
17 34 45
17 38 66
17 28 48
17 37 49
17 43 55
17 36 45
17 38 51
17 50 55
17 29 46
17 50 56
17 58 60
17 33 45
17 26 59
17 33 48
17 43 49
17 48 62
17 27 49
17 48 52
17 47 64
17 41 47
17 50 72
17 29 51
17 46 67
17 33 48
17 32 59
17 32 55
17 49 57
17 51 59
17 48 75
17 30 58
17 29 48
17 38 53
17 48 55
17 38 55
17 32 43
17 46 54
17 50 60
17 35 64
17 34 58
17 33 50
17 47 58
17 31 45
17 49 55
17 26 53
17 43 58
17 45 52
17 47 63
17 51 54
17 42 76
17 39 54
17 32 44
17 36 45
17 40 57
17 39 55
17 38 63
17 36 47
17 42 51
17 32 46
17 31 53
17 39 66
17 42 66
17 34 46
17 35 46
17 28 50
17 29 45
17 38 63
17 45 60
17 51 57
17 40 48
17 57 60
17 41 58
17 34 47
17 36 58
17 44 54
17 42 52
17 40 64
17 27 55
17 30 47
17 37 47
17 50 64
17 38 57
17 52 64
17 36 54
17 36 47
17 50 76
17 61 63
17 54 70
17 30 43
17 64 65
17 39 63
18 49 72
18 54 76
18 38 62
18 37 51
18 61 74
18 34 70
18 49 66
18 38 52
18 44 58
18 71 89
18 33 49
18 40 68
18 50 59
18 48 63
18 54 65
18 55 62
18 36 49
18 40 62
18 48 62
18 31 61
18 37 53
18 36 71
18 51 64
18 26 70
18 37 48
18 41 52
18 52 58
18 48 63
18 36 54
18 51 83
18 60 84
18 40 58
18 32 55
18 59 76
18 47 54
18 29 54
18 35 49
18 37 56
18 37 69
18 45 60
18 33 48
18 43 52
18 58 64
18 41 65
18 50 59
18 47 56
18 36 53
18 43 77
18 41 53
18 43 58
18 34 55
18 38 50
18 39 55
18 51 59
18 42 67
18 43 54
18 37 51
18 37 55
18 44 66
18 52 64
18 48 52
18 37 67
18 34 62
18 46 62
18 74 76
18 37 54
18 31 57
18 40 59
18 38 60
18 63 65
18 54 63
18 35 53
18 40 66
18 65 95
18 39 52
18 70 78
18 59 71
18 47 56
18 40 59
18 34 53
18 52 70
18 45 55
18 64 71
18 46 70
18 63 72
18 33 53
18 42 55
18 50 67
18 41 60
18 51 67
18 76 83
18 60 77
18 53 56
18 42 52
18 36 51
18 34 59
18 39 55
18 53 82
18 27 55
18 46 61
18 46 76
18 45 61
18 39 53
18 52 69
18 31 59
18 49 60
18 53 67
18 66 75
18 41 59
18 65 71
18 53 72
18 48 53
18 47 63
18 44 57
18 39 54
18 35 63
18 40 53
18 38 49
18 44 58
18 35 51
18 45 59
18 32 51
18 34 51
18 31 51
18 43 65
18 45 56
18 49 65
18 36 60
18 40 57
18 38 56
18 60 68
18 48 56
18 73 87
18 36 57
18 43 61
18 54 75
18 31 61
18 37 51
18 52 56
18 50 95
18 32 58
18 46 62
18 46 62
18 31 57
18 40 53
18 36 52
18 55 63
18 43 54
18 36 50
18 55 56
18 34 54
18 61 70
18 33 52
18 62 82
18 34 51
18 43 56
18 60 67
18 32 66
18 35 56
18 44 57
18 49 70
18 51 57
18 40 56
18 41 50
18 56 75
18 36 50
18 44 60
18 41 50
18 51 59
18 52 69
18 46 56
18 42 61
18 34 57
18 59 63
18 41 60
18 31 56
18 53 69
18 60 74
18 55 63
18 50 64
18 55 67
18 45 64
18 35 64
18 45 67
18 46 59
18 39 58
18 53 59
18 41 56
18 63 66
18 74 76
18 39 52
18 50 63
18 55 61
18 54 63
18 40 51
18 33 54
18 33 60
18 37 54
18 35 57
18 47 54
19 56 79
19 48 68
19 55 75
19 42 56
19 44 63
19 51 64
19 52 65
19 49 61
19 55 61
19 48 59
19 60 82
19 45 63
19 68 80
19 39 62
19 59 67
19 46 63
19 41 55
19 52 59
19 41 53
19 44 61
19 55 69
19 39 71
19 77 82
19 48 75
19 44 61
19 45 65
19 30 65
19 43 60
19 44 78
19 37 70
19 40 57
19 43 57
19 39 54
19 56 61
19 58 64
19 42 56
19 38 65
19 55 68
19 32 73
19 40 54
19 41 54
19 54 65
19 54 74
19 40 66
19 45 61
19 56 63
19 43 59
19 37 80
19 32 62
19 44 62
19 41 61
19 50 58
19 51 73
19 41 70
19 39 54
19 48 67
19 46 72
19 55 61
19 33 54
19 56 71
19 43 66
19 51 58
19 55 65
19 38 57
19 37 59
19 50 71
19 40 53
19 37 68
19 36 55
19 44 59
19 39 52
19 48 57
19 52 60
19 43 60
19 55 72
19 36 59
19 40 58
19 43 55
19 47 65
19 42 64
19 47 59
19 38 61
19 47 63
19 51 57
19 38 52
19 48 65
19 44 58
19 40 67
19 34 62
19 40 73
19 60 63
19 43 52
19 32 61
19 33 76
19 42 79
19 43 53
19 35 60
19 65 77
19 53 62
19 55 72
19 49 62
19 41 63
19 49 57
19 39 62
19 54 79
19 43 54
19 59 65
19 39 53
19 38 60
19 52 68
19 56 76
19 48 76
19 43 55
19 43 67
19 58 63
19 42 57
19 51 66
19 51 61
19 50 57
19 44 58
19 50 73
19 53 64
19 47 66
19 53 76
19 44 64
19 43 56
19 46 61
19 34 64
19 48 57
19 51 71
19 60 69
19 49 67
19 38 57
19 38 61
19 62 66
19 46 62
19 54 69
19 45 59
19 52 68
19 55 69
19 36 52
19 43 56
19 46 72
19 40 60
19 42 72
19 44 56
19 32 57
19 42 60
19 42 61
19 40 54
19 62 68
19 65 71
19 36 53
19 34 53
19 50 61
19 71 77
19 40 82
19 57 89
19 47 61
19 44 61
19 43 58
19 53 61
19 58 69
19 43 59
19 35 59
19 38 59
19 41 59
19 59 94
19 40 56
19 42 61
19 75 78
19 48 68
19 73 84
19 45 56
19 59 73
19 37 59
19 52 78
19 50 60
19 57 63
19 35 58
19 55 65
19 56 60
19 38 66
19 36 59
19 35 54
19 56 72
19 37 63
19 42 64
19 35 67
19 33 75
19 30 72
19 45 59
19 39 55
19 35 97
19 49 58
19 45 70
19 36 61
19 47 64
19 39 74
19 54 65
20 68 77
20 50 78
20 46 75
20 60 72
20 40 66
20 48 62
20 56 74
20 43 59
20 57 68
20 43 63
20 53 64
20 55 93
20 42 62
20 42 60
20 92 93
20 68 85
20 36 69
20 30 84
20 43 76
20 55 81
20 45 62
20 55 63
20 50 71
20 47 61
20 62 86
20 43 66
20 45 74
20 44 71
20 50 60
20 47 60
20 59 69
20 35 79
20 48 63
20 42 64
20 63 82
20 45 69
20 51 77
20 71 105
20 37 61
20 54 66
20 33 72
20 48 74
20 66 72
20 54 68
20 56 70
20 39 55
20 49 82
20 56 70
20 39 72
20 60 69
20 44 61
20 53 61
20 52 78
20 43 80
20 59 70
20 52 72
20 64 69
20 48 64
20 40 62
20 40 55
20 47 60
20 55 71
20 41 67
20 63 78
20 67 74
20 53 68
20 85 87
20 58 74
20 37 57
20 53 85
20 59 66
20 45 63
20 55 64
20 46 81
20 38 63
20 55 61
20 47 70
20 44 61
20 53 74
20 41 83
20 34 63
20 59 72
20 55 75
20 47 70
20 59 73
20 40 58
20 42 62
20 40 60
20 41 81
20 46 71
20 37 73
20 30 71
20 51 71
20 52 87
20 48 73
20 44 62
20 52 68
20 52 76
20 74 76
20 54 86
20 49 63
20 43 66
20 51 80
20 50 63
20 54 76
20 45 61
20 52 71
20 51 76
20 49 63
20 44 62
20 54 71
20 44 67
20 37 70
20 45 58
20 77 86
20 47 85
20 41 63
20 67 76
20 74 85
20 54 70
20 45 65
20 72 86
20 34 63
20 54 67
20 77 85
20 38 58
20 51 67
20 47 69
20 74 80
20 53 66
20 48 70
20 52 60
20 51 62
20 69 90
20 36 70
20 54 66
20 57 80
20 47 67
20 58 71
20 60 84
20 42 69
20 46 57
20 39 86
20 45 66
20 61 73
20 47 68
20 42 67
20 40 61
20 46 73
20 68 75
20 39 65
20 63 68
20 76 87
20 48 72
20 53 65
20 42 58
20 80 80
20 34 76
20 50 68
20 38 66
20 34 59
20 44 56
20 51 61
20 33 73
20 46 66
20 46 88
20 70 86
20 44 72
20 51 64
20 51 65
20 63 75
20 56 80
20 84 90
20 62 88
20 46 64
20 67 82
20 61 72
20 47 65
20 39 62
20 55 81
20 59 100
20 56 80
20 33 63
20 63 86
20 68 74
20 49 68
20 44 61
20 57 81
20 80 98
20 49 72
20 45 82
20 46 64
20 44 60
20 57 83
20 45 64
20 59 74
20 63 75
20 44 67
20 48 65
20 49 62
