n przestawienia_quick porównania_quick
50 98 234
100 220 639
150 447 1052
200 839 1557
250 1025 2049
300 1047 2636
350 1630 3168
400 1704 3438
450 2227 4470
500 2150 4544
550 2424 5345
600 3118 6278
650 2736 6149
700 3059 7513
750 3538 8062
800 3321 8335
850 3497 8451
900 6141 11326
950 4801 10002
1000 4848 10845
