size_n, comp_avg,  comp_maks, reads_avg, reads_maks, h_avg,   h_final   h_maks \n
90000, 26.903756, 53088.000000, 69.635333, 159257.000000, 22514.958606, 40.000000, 89950.000000 
90000, 26.919650, 124029.000000, 69.695444, 372083.000000, 22512.467367, 37.000000, 89950.000000 
90000, 26.941006, 98412.000000, 69.738683, 295232.000000, 22513.335889, 46.000000, 89950.000000 
90000, 26.919750, 89332.000000, 69.699278, 267993.000000, 22512.778178, 52.000000, 89950.000000 
90000, 26.991939, 123027.000000, 69.880394, 369074.000000, 22512.656383, 41.000000, 89950.000000 
90000, 26.946972, 127791.000000, 69.778200, 383369.000000, 22515.395672, 42.000000, 89950.000000 
90000, 26.929444, 59863.000000, 69.713844, 179586.000000, 22514.556817, 40.000000, 89950.000000 
90000, 26.930617, 85090.000000, 69.719600, 255267.000000, 22513.226839, 40.000000, 89950.000000 
90000, 26.935933, 90993.000000, 69.750422, 272975.000000, 22514.089861, 39.000000, 89950.000000 
90000, 26.943322, 110124.000000, 69.759333, 330368.000000, 22513.267822, 42.000000, 89950.000000 
90000, 26.913806, 83613.000000, 69.681706, 250832.000000, 22517.621700, 41.000000, 89950.000000 
90000, 26.952489, 112174.000000, 69.776639, 336519.000000, 22516.583517, 43.000000, 89950.000000 
90000, 26.942800, 131596.000000, 69.747211, 394785.000000, 22512.694217, 47.000000, 89950.000000 
100000, 27.187860, 81540.000000, 70.433740, 244613.000000, 25014.153115, 41.000000, 99950.000000 
100000, 27.189580, 116502.000000, 70.432765, 349501.000000, 25016.331510, 42.000000, 99950.000000 
100000, 27.149840, 63477.000000, 70.318130, 190424.000000, 25015.916955, 42.000000, 99950.000000 
100000, 27.160155, 65469.000000, 70.341990, 196402.000000, 25019.405925, 41.000000, 99950.000000 
100000, 27.165225, 103302.000000, 70.373175, 309901.000000, 25014.954175, 41.000000, 99950.000000 
100000, 27.152540, 108600.000000, 70.323830, 325793.000000, 25011.923765, 44.000000, 99950.000000 
100000, 27.173670, 98734.000000, 70.391250, 296199.000000, 25017.032250, 45.000000, 99950.000000 
100000, 27.160955, 65868.000000, 70.363755, 197599.000000, 25012.383275, 42.000000, 99950.000000 
100000, 27.163005, 132967.000000, 70.364120, 398898.000000, 25012.828655, 39.000000, 99950.000000 
100000, 27.178895, 106395.000000, 70.410480, 319180.000000, 25013.049170, 45.000000, 99950.000000 
100000, 27.157445, 79537.000000, 70.340390, 238608.000000, 25016.116855, 42.000000, 99950.000000 
100000, 27.179875, 96339.000000, 70.399380, 289012.000000, 25014.318235, 41.000000, 99950.000000 
100000, 27.150570, 49627.000000, 70.330845, 148878.000000, 25015.284500, 43.000000, 99950.000000 
100000, 27.167785, 117916.000000, 70.378410, 353745.000000, 25015.249310, 42.000000, 99950.000000 
100000, 27.149410, 61452.000000, 70.331850, 184351.000000, 25013.791710, 44.000000, 99950.000000 
100000, 27.174485, 117699.000000, 70.404000, 353090.000000, 25013.813550, 41.000000, 99950.000000 
100000, 27.175060, 58950.000000, 70.406450, 176843.000000, 25012.752855, 37.000000, 99950.000000 
100000, 27.186895, 100164.000000, 70.416795, 300485.000000, 25013.610540, 43.000000, 99950.000000 
100000, 27.128370, 76081.000000, 70.281260, 228240.000000, 25016.389445, 41.000000, 99950.000000 
100000, 27.151825, 114205.000000, 70.332345, 342612.000000, 25015.034605, 42.000000, 99950.000000 
