size_n, comp_avg,  comp_maks, reads_avg, reads_maks, h_avg,   h_final   h_maks \n
70000, 43.993314, 112.000000, 116.382329, 284.000000, 43.821479, 43.000000, 48.000000 
70000, 43.957157, 112.000000, 116.292843, 275.000000, 43.648100, 39.000000, 47.000000 
70000, 43.957979, 120.000000, 116.296107, 312.000000, 43.728850, 42.000000, 51.000000 
70000, 44.005550, 115.000000, 116.436657, 301.000000, 43.628250, 38.000000, 43.000000 
70000, 43.979286, 115.000000, 116.348193, 291.000000, 43.815343, 39.000000, 46.000000 
70000, 44.002421, 118.000000, 116.389750, 305.000000, 43.815779, 37.000000, 45.000000 
70000, 43.991593, 117.000000, 116.395450, 308.000000, 43.619636, 38.000000, 49.000000 
70000, 43.994257, 121.000000, 116.393143, 308.000000, 43.482721, 42.000000, 52.000000 
70000, 44.018121, 117.000000, 116.440064, 302.000000, 43.573629, 43.000000, 52.000000 
70000, 43.937800, 114.000000, 116.247100, 293.000000, 43.670471, 39.000000, 50.000000 
70000, 44.036586, 115.000000, 116.492721, 304.000000, 43.654364, 40.000000, 57.000000 
70000, 43.982807, 117.000000, 116.346707, 295.000000, 43.512229, 39.000000, 45.000000 
70000, 43.968350, 110.000000, 116.323800, 289.000000, 43.545764, 41.000000, 46.000000 
70000, 43.962379, 118.000000, 116.306921, 313.000000, 43.752521, 40.000000, 46.000000 
70000, 44.000393, 115.000000, 116.405900, 302.000000, 43.665836, 35.000000, 44.000000 
70000, 44.000000, 114.000000, 116.410043, 290.000000, 43.742250, 38.000000, 47.000000 
80000, 44.580638, 117.000000, 118.010181, 300.000000, 44.478881, 42.000000, 52.000000 
80000, 44.584906, 114.000000, 118.023237, 299.000000, 44.333044, 39.000000, 51.000000 
80000, 44.577519, 114.000000, 117.992531, 293.000000, 44.398612, 41.000000, 51.000000 
80000, 44.580375, 122.000000, 118.005856, 312.000000, 44.436800, 41.000000, 53.000000 
80000, 44.609369, 121.000000, 118.083587, 314.000000, 44.504688, 37.000000, 51.000000 
80000, 44.577181, 112.000000, 117.993206, 287.000000, 44.682063, 44.000000, 55.000000 
80000, 44.575000, 124.000000, 117.982650, 322.000000, 44.564344, 40.000000, 54.000000 
80000, 44.592281, 117.000000, 118.035744, 303.000000, 44.509156, 41.000000, 53.000000 
80000, 44.586238, 121.000000, 118.027163, 306.000000, 44.565175, 40.000000, 47.000000 
80000, 44.597081, 116.000000, 118.060163, 298.000000, 44.373894, 40.000000, 53.000000 
80000, 44.566569, 115.000000, 117.980050, 299.000000, 44.274069, 39.000000, 50.000000 
80000, 44.609131, 116.000000, 118.097006, 304.000000, 44.367875, 40.000000, 56.000000 
80000, 44.606088, 113.000000, 118.078194, 300.000000, 44.314963, 39.000000, 53.000000 
80000, 44.603600, 121.000000, 118.071306, 308.000000, 44.522556, 41.000000, 55.000000 
80000, 44.549438, 119.000000, 117.930025, 286.000000, 44.379613, 42.000000, 46.000000 
80000, 44.572506, 121.000000, 118.005869, 313.000000, 44.400919, 39.000000, 45.000000 
80000, 44.590900, 117.000000, 118.044763, 308.000000, 44.443913, 45.000000, 53.000000 
80000, 44.596450, 119.000000, 118.048394, 301.000000, 44.447731, 37.000000, 48.000000 
80000, 44.550694, 120.000000, 117.920913, 305.000000, 44.348425, 37.000000, 47.000000 
