size_n, comp_avg,  comp_maks, reads_avg, reads_maks, h_avg,   h_final   h_maks \n
40000, 22.659350, 39.000000, 22.064800, 80.000000, 16.852287, 17.000000, 18.000000 
40000, 22.668675, 39.000000, 22.049412, 79.000000, 17.104600, 18.000000, 18.000000 
40000, 22.604100, 39.000000, 22.020488, 79.000000, 16.692338, 17.000000, 18.000000 
40000, 22.629900, 39.000000, 21.977113, 79.000000, 16.902787, 17.000000, 18.000000 
40000, 22.609337, 39.000000, 22.088562, 80.000000, 16.666812, 17.000000, 18.000000 
40000, 22.690550, 39.000000, 22.065250, 79.000000, 17.022075, 18.000000, 18.000000 
40000, 22.637712, 39.000000, 22.017937, 80.000000, 16.700225, 17.000000, 18.000000 
40000, 22.822750, 39.000000, 22.277413, 79.000000, 17.173112, 18.000000, 18.000000 
40000, 22.648350, 39.000000, 21.972213, 79.000000, 16.909300, 18.000000, 18.000000 
40000, 22.830738, 39.000000, 22.126000, 79.000000, 17.070650, 18.000000, 18.000000 
40000, 22.661600, 39.000000, 22.070788, 80.000000, 17.064475, 18.000000, 18.000000 
40000, 22.624987, 37.000000, 22.046875, 74.000000, 16.413775, 17.000000, 17.000000 
50000, 23.148390, 39.000000, 22.341450, 80.000000, 17.112030, 18.000000, 18.000000 
50000, 23.107810, 37.000000, 22.403850, 79.000000, 16.975970, 17.000000, 18.000000 
50000, 23.137930, 39.000000, 22.351590, 80.000000, 17.125630, 18.000000, 18.000000 
50000, 23.114080, 39.000000, 22.351270, 80.000000, 17.153740, 18.000000, 18.000000 
50000, 23.119750, 39.000000, 22.440920, 79.000000, 17.198460, 18.000000, 18.000000 
50000, 23.132960, 39.000000, 22.399740, 80.000000, 17.173770, 18.000000, 18.000000 
50000, 23.181710, 39.000000, 22.361930, 79.000000, 17.229960, 18.000000, 18.000000 
50000, 23.162370, 39.000000, 22.389060, 80.000000, 17.258000, 18.000000, 18.000000 
50000, 23.233160, 39.000000, 22.500310, 80.000000, 17.220760, 18.000000, 18.000000 
50000, 23.183790, 39.000000, 22.441330, 80.000000, 17.183100, 18.000000, 18.000000 
50000, 23.213050, 39.000000, 22.377620, 79.000000, 17.186380, 18.000000, 18.000000 
50000, 23.244120, 39.000000, 22.447890, 79.000000, 17.262410, 18.000000, 18.000000 
50000, 23.276680, 39.000000, 22.508670, 79.000000, 17.261610, 18.000000, 18.000000 
50000, 23.185270, 39.000000, 22.410970, 79.000000, 17.199520, 18.000000, 18.000000 
50000, 23.191790, 39.000000, 22.435410, 80.000000, 17.226330, 18.000000, 18.000000 
50000, 23.264980, 39.000000, 22.516550, 80.000000, 17.182060, 18.000000, 18.000000 
50000, 23.134100, 39.000000, 22.406680, 80.000000, 17.140030, 18.000000, 18.000000 
50000, 23.120620, 39.000000, 22.328100, 80.000000, 17.201770, 18.000000, 18.000000 
50000, 23.205010, 39.000000, 22.477110, 79.000000, 17.203150, 18.000000, 18.000000 
50000, 23.154060, 39.000000, 22.443680, 79.000000, 17.261150, 18.000000, 18.000000 
60000, 23.539817, 39.000000, 22.664775, 81.000000, 17.506025, 18.000000, 19.000000 
60000, 23.575992, 39.000000, 22.698792, 79.000000, 17.230225, 18.000000, 18.000000 
60000, 23.579033, 39.000000, 22.690275, 82.000000, 17.573875, 18.000000, 19.000000 
60000, 23.628667, 41.000000, 22.736517, 82.000000, 17.676708, 18.000000, 19.000000 
60000, 23.516867, 39.000000, 22.689583, 79.000000, 17.325008, 18.000000, 18.000000 
60000, 23.569750, 41.000000, 22.700817, 81.000000, 17.832433, 18.000000, 19.000000 
60000, 23.534467, 39.000000, 22.647008, 80.000000, 17.316525, 18.000000, 18.000000 
60000, 23.568625, 41.000000, 22.677192, 81.000000, 17.580350, 18.000000, 19.000000 
60000, 23.527167, 39.000000, 22.709183, 80.000000, 17.320225, 18.000000, 18.000000 
60000, 23.569775, 39.000000, 22.724050, 81.000000, 17.912725, 19.000000, 19.000000 
60000, 23.613075, 39.000000, 22.724833, 82.000000, 17.608792, 18.000000, 19.000000 
60000, 23.618992, 39.000000, 22.748367, 80.000000, 17.358592, 18.000000, 18.000000 
60000, 23.637900, 39.000000, 22.768550, 80.000000, 17.386342, 18.000000, 18.000000 
60000, 23.628017, 41.000000, 22.726500, 82.000000, 17.950150, 18.000000, 19.000000 
60000, 23.500342, 39.000000, 22.667158, 79.000000, 17.238942, 18.000000, 18.000000 
60000, 23.530442, 39.000000, 22.653900, 80.000000, 17.361000, 18.000000, 18.000000 
60000, 23.527567, 41.000000, 22.699033, 81.000000, 17.582933, 18.000000, 18.000000 
60000, 23.549467, 39.000000, 22.683983, 80.000000, 17.324717, 18.000000, 18.000000 
60000, 23.601342, 39.000000, 22.737967, 79.000000, 17.292200, 18.000000, 18.000000 
60000, 23.533083, 39.000000, 22.641108, 80.000000, 17.191375, 18.000000, 18.000000 
70000, 23.942993, 41.000000, 22.928229, 81.000000, 18.116664, 19.000000, 19.000000 
70000, 23.857557, 41.000000, 22.883736, 81.000000, 17.764836, 18.000000, 19.000000 
70000, 23.859343, 39.000000, 22.993393, 81.000000, 17.817357, 18.000000, 19.000000 
70000, 23.849500, 39.000000, 22.932664, 81.000000, 17.853393, 19.000000, 19.000000 
70000, 23.984186, 41.000000, 23.078336, 82.000000, 18.056071, 19.000000, 19.000000 
70000, 23.860421, 39.000000, 22.896579, 82.000000, 17.655393, 18.000000, 19.000000 
70000, 23.912371, 39.000000, 22.948857, 79.000000, 17.378093, 18.000000, 18.000000 
70000, 23.872143, 39.000000, 22.944793, 80.000000, 17.411443, 18.000000, 18.000000 
70000, 23.989914, 41.000000, 22.976293, 82.000000, 18.042043, 19.000000, 19.000000 
70000, 23.945357, 41.000000, 22.955357, 81.000000, 18.135729, 19.000000, 19.000000 
70000, 24.020350, 41.000000, 22.998150, 81.000000, 18.095636, 19.000000, 19.000000 
70000, 23.938671, 41.000000, 22.983486, 81.000000, 17.943064, 19.000000, 19.000000 
70000, 23.934807, 41.000000, 22.926614, 82.000000, 17.648171, 18.000000, 19.000000 
70000, 23.957836, 41.000000, 22.964029, 81.000000, 18.095307, 19.000000, 19.000000 
70000, 23.841357, 39.000000, 22.898236, 80.000000, 17.390857, 18.000000, 18.000000 
70000, 23.856500, 39.000000, 22.914893, 80.000000, 17.390114, 18.000000, 18.000000 
70000, 23.926964, 41.000000, 22.955379, 82.000000, 18.012636, 19.000000, 19.000000 
