n przestawienia porównania czas
400 3196 3322 0.041
400 3134 3088 0.046
400 3045 2951 0.036
400 2853 3017 0.038
400 3136 3216 0.048
400 3324 3355 0.044
400 3033 3250 0.042
400 3235 3398 0.039
400 3174 3025 0.039
400 3075 3150 0.04
400 3196 3367 0.038
400 3267 3291 0.037
400 3233 3323 0.038
400 3207 3238 0.034
400 3237 3342 0.036
500 3839 3750 0.048
500 4001 3976 0.051
500 3796 3654 0.053
500 3961 3947 0.05
500 3709 3821 0.047
500 3756 4072 0.062
500 4020 3915 0.062
500 3846 3987 0.048
500 3943 3687 0.042
500 3880 3993 0.046
500 4101 4151 0.048
500 4162 4421 0.049
500 3874 4161 0.055
500 3942 4178 0.064
500 3937 4307 0.06
500 3971 4113 0.055
500 3875 3974 0.044
500 4321 4393 0.052
500 3849 3979 0.049
500 3870 3668 0.043
500 3657 3730 0.047
500 3932 3905 0.056
500 3937 3830 0.047
500 3831 3767 0.049
500 3979 3941 0.055
500 3749 3681 0.061
500 3966 3930 0.044
500 3792 4151 0.059
500 3865 4057 0.049
500 3840 3681 0.048
500 3906 3921 0.044
500 4009 4067 0.043
500 3833 3612 0.04
500 3779 3795 0.039
500 4344 4587 0.046
500 3981 4216 0.043
500 3955 4068 0.052
500 3735 3708 0.055
500 3869 3814 0.054
500 4339 4627 0.06
500 4014 4174 0.079
500 3971 4212 0.049
500 4053 4270 0.063
500 3861 3763 0.056
500 3806 3802 0.057
500 3796 3803 0.06
500 3759 4086 0.07
500 3908 3990 0.048
500 3920 3970 0.049
500 3905 3755 0.063
500 4125 4123 0.052
500 3896 4210 0.06
500 3802 3703 0.045
500 3771 3951 0.046
500 4083 4447 0.05
500 3838 4223 0.056
500 3838 4120 0.058
500 3933 4198 0.049
500 3928 4000 0.05
500 3852 3912 0.06
500 3884 3830 0.048
500 4056 4506 0.048
500 4234 4182 0.06
500 3916 3961 0.049
500 3937 4051 0.045
500 4087 4081 0.047
500 4020 4243 0.047
500 4024 4289 0.048
500 4090 4355 0.065
500 4044 4158 0.047
500 3834 3923 0.043
500 3793 4097 0.044
500 3874 4226 0.043
500 4021 4410 0.044
500 4194 4234 0.043
500 4179 4192 0.041
500 3949 4151 0.044
500 3942 3793 0.047
500 3818 3629 0.044
500 3830 4007 0.043
500 4021 3895 0.05
500 3830 3717 0.049
500 3771 3817 0.058
500 4061 4166 0.051
500 3957 4152 0.06
500 3954 4284 0.077
500 3856 4239 0.06
500 3915 4224 0.063
500 4015 4355 0.073
500 4153 3883 0.063
500 3855 4105 0.056
500 4247 4612 0.076
500 3987 4243 0.05
500 3834 3651 0.048
500 4135 4218 0.054
500 3903 3958 0.05
500 4242 4400 0.06
500 3915 3767 0.061
500 3659 3643 0.045
500 3782 3940 0.043
600 4590 4562 0.057
600 4862 5071 0.051
600 4910 4800 0.049
600 4768 4988 0.05
600 4915 4985 0.057
600 4932 5278 0.055
600 4711 4780 0.05
600 4755 4853 0.048
600 4464 4727 0.047
600 4543 4772 0.046
600 4516 4911 0.05
600 4990 5362 0.049
600 4659 4975 0.046
600 4915 4853 0.049
600 4631 4605 0.05
600 5098 5092 0.049
600 4940 5233 0.052
600 4753 5000 0.051
600 4442 4709 0.046
600 4664 4473 0.048
600 4833 4873 0.052
600 4911 4906 0.052
600 4891 4746 0.052
600 4734 4853 0.048
600 5010 5024 0.059
600 4708 4798 0.07
600 4895 4624 0.048
600 4618 4893 0.049
600 5019 5198 0.049
600 4965 4818 0.051
600 4829 5169 0.049
600 4843 4581 0.049
600 5078 5096 0.052
600 4578 4923 0.048
600 4539 4580 0.047
600 4641 4658 0.047
600 4343 4380 0.044
600 4641 4612 0.056
600 4795 4947 0.051
600 4825 4832 0.047
600 4485 4345 0.069
600 5155 5344 0.054
600 4772 4755 0.064
600 4677 5029 0.05
600 4380 4724 0.048
600 5021 5520 0.05
600 4613 4424 0.048
600 4391 4939 0.049
600 4524 4596 0.048
600 4505 4740 0.046
600 4833 5187 0.052
600 4727 4606 0.052
600 5213 5065 0.062
600 4696 4732 0.051
600 4617 4727 0.05
600 4937 5034 0.051
600 4946 5138 0.049
600 4508 4638 0.049
600 4976 5103 0.051
600 4681 4755 0.049
600 4758 4978 0.05
600 4853 5029 0.05
600 4509 4881 0.048
600 4550 4665 0.056
600 4740 4855 0.052
600 4980 5176 0.049
600 4775 4780 0.049
600 4585 4945 0.05
600 4535 4647 0.047
600 4570 4749 0.048
600 4835 4993 0.051
600 4695 5123 0.05
600 4723 4809 0.05
600 4843 5398 0.051
600 4204 4070 0.043
600 4743 4778 0.046
600 4620 4888 0.049
600 4703 4821 0.049
600 4754 5117 0.05
600 4667 4830 0.048
600 4732 4419 0.049
600 4845 5094 0.05
600 4929 5233 0.049
600 4345 4727 0.051
600 4749 4876 0.05
600 4731 4857 0.055
600 4643 4702 0.049
600 4718 4782 0.05
600 4871 4844 0.048
600 4816 4841 0.049
600 4756 4699 0.049
600 4758 4810 0.052
600 4352 4413 0.047
600 4560 5208 0.052
600 4795 4539 0.047
600 5110 5483 0.069
600 4806 4722 0.049
600 4871 5443 0.075
600 4876 4916 0.05
600 4654 4775 0.05
700 5518 6018 0.081
700 5255 5460 0.059
700 5592 5663 0.066
700 5240 5728 0.06
700 5462 5332 0.057
700 5451 5248 0.057
700 5382 5549 0.057
700 5301 5556 0.054
700 5887 6346 0.058
700 5268 5669 0.06
700 6022 6311 0.061
700 5823 6066 0.058
700 5707 5693 0.066
700 5394 5697 0.074
700 5622 5760 0.055
700 5327 5530 0.055
700 5796 5952 0.077
700 5303 5378 0.059
700 5445 5810 0.057
700 5362 5508 0.057
700 5755 5853 0.056
700 5691 6181 0.066
700 5657 6016 0.058
700 5664 5706 0.055
700 5960 5981 0.058
700 5486 5769 0.058
700 5645 5760 0.056
700 5225 5648 0.056
700 5465 5217 0.056
700 5539 5971 0.059
700 5500 5721 0.066
700 5396 5688 0.078
700 5821 6260 0.059
700 5866 5708 0.059
700 5216 5715 0.058
700 5705 5936 0.057
700 5496 5535 0.054
700 5299 5368 0.057
700 5748 5545 0.056
700 5450 5546 0.058
700 5617 5506 0.059
700 5766 6253 0.057
700 5398 5283 0.055
700 5782 6413 0.061
700 5779 5568 0.056
700 5802 6013 0.061
700 5506 5578 0.058
700 5502 5441 0.057
700 5498 5327 0.054
700 5617 5582 0.056
700 5243 5694 0.052
700 5378 5921 0.058
700 5645 5390 0.069
700 5301 5710 0.055
700 5688 5532 0.056
700 5372 5414 0.056
700 5432 5959 0.056
700 5598 5916 0.056
700 5471 5846 0.059
700 5144 4749 0.052
700 5707 6090 0.059
700 5926 6018 0.058
700 5250 5360 0.056
700 5710 6063 0.057
700 5472 5476 0.057
700 5717 5704 0.075
700 5583 5271 0.054
700 5851 6345 0.059
700 5789 5741 0.058
700 5732 5903 0.056
700 5442 5747 0.058
700 5727 5815 0.058
700 5955 5855 0.057
700 5484 5796 0.063
700 5390 5360 0.056
700 5440 5275 0.063
700 5607 5605 0.058
700 5371 5503 0.055
700 5963 6499 0.085
700 5764 5842 0.058
700 5660 6073 0.058
700 5463 5616 0.053
700 5549 5310 0.055
700 5265 5439 0.081
700 5863 5952 0.066
700 5336 5337 0.056
700 5446 5604 0.06
700 5081 4897 0.053
700 5720 5644 0.055
700 5616 5829 0.057
700 5926 6131 0.061
700 5402 5642 0.054
700 5713 5736 0.055
700 5610 6425 0.064
700 5461 6052 0.057
700 5806 6122 0.059
700 5481 5739 0.056
700 5339 5380 0.054
700 5551 6095 0.059
700 5622 5397 0.058
800 6000 5737 0.067
800 5950 6073 0.064
800 6619 6342 0.066
800 6613 7007 0.069
800 6319 6075 0.069
800 6284 6533 0.062
800 6210 6351 0.064
800 6548 6666 0.065
800 6337 6574 0.061
800 6197 6782 0.068
800 6183 6406 0.064
800 6476 6547 0.065
800 6316 6744 0.063
800 5988 5836 0.064
800 6438 6186 0.064
800 6476 6625 0.079
800 6788 6480 0.065
800 6150 6236 0.065
800 6317 6813 0.064
800 6034 5821 0.063
800 6592 7042 0.065
800 6186 5958 0.075
800 6286 6391 0.061
800 6272 6587 0.091
800 6233 6315 0.062
800 5757 5601 0.056
800 6187 6406 0.066
800 6474 6642 0.065
800 6422 6692 0.087
800 6396 6666 0.066
800 6511 6885 0.066
800 6273 6480 0.107
800 6071 6329 0.062
800 6443 6355 0.063
800 6488 6366 0.065
800 6326 6450 0.066
800 6558 6310 0.066
800 6160 6204 0.073
800 6553 7007 0.097
800 6268 6413 0.064
800 5989 6087 0.064
800 6349 7022 0.066
800 6557 6801 0.063
800 6242 6252 0.077
800 6321 6146 0.065
800 5906 5769 0.059
800 6513 6904 0.095
800 6415 6639 0.067
800 6569 6793 0.101
800 6597 6417 0.065
800 6161 6090 0.069
800 6430 6455 0.066
800 6328 6470 0.063
800 6351 6303 0.065
800 6331 6846 0.067
800 6217 6118 0.065
800 6215 6546 0.064
800 5843 6051 0.061
800 5968 5980 0.062
800 6597 6499 0.09
800 6366 6398 0.064
800 6612 6481 0.073
800 6621 6941 0.077
800 6612 6395 0.086
800 6346 6401 0.066
800 6319 6393 0.077
800 6596 6699 0.066
800 6624 7124 0.066
800 6732 6760 0.067
800 6082 6184 0.072
800 6648 7245 0.071
800 6302 6113 0.064
800 6014 6488 0.061
800 6326 6569 0.062
800 6443 6557 0.069
800 6320 6110 0.064
800 6797 7209 0.067
800 6740 6907 0.073
800 6413 6366 0.072
800 6384 6951 0.066
800 6602 7241 0.067
800 6146 6479 0.066
800 6295 6076 0.064
800 6457 6682 0.063
800 6310 6911 0.068
800 6343 6880 0.065
800 6297 6431 0.062
800 6290 6559 0.065
800 6443 6739 0.063
800 6380 6364 0.063
800 6407 6527 0.063
800 6128 6234 0.078
800 6805 7024 0.068
800 6637 7120 0.069
800 6174 6416 0.073
800 6464 6693 0.073
800 6554 6708 0.071
800 6176 6823 0.066
800 6530 6520 0.064
800 6681 6622 0.066
900 7614 7464 0.081
900 7165 7523 0.082
900 7269 7432 0.079
900 6992 6833 0.069
900 6605 6881 0.066
900 7140 7267 0.073
900 6798 6739 0.066
900 7095 6868 0.069
900 7170 7306 0.08
900 7040 7211 0.07
900 7173 7206 0.073
900 6961 6939 0.07
900 7114 7738 0.074
900 6962 6729 0.073
900 7199 6888 0.07
900 7355 8097 0.076
900 7124 6946 0.072
900 7151 7709 0.067
900 7197 7060 0.068
900 7245 7569 0.08
900 7072 6774 0.075
900 7307 7514 0.076
900 7563 7667 0.075
900 7012 7296 0.072
900 7222 7114 0.073
900 7322 7788 0.073
900 7300 7201 0.069
900 6505 6262 0.062
900 7038 6991 0.072
900 6906 7456 0.073
900 7112 7586 0.07
900 7057 7095 0.072
900 6963 7588 0.071
900 6799 6631 0.064
900 7552 7930 0.075
900 7099 7662 0.074
900 6867 7477 0.069
900 7301 7185 0.075
900 7401 7792 0.073
900 7260 8058 0.083
900 7097 7467 0.074
900 7039 7720 0.072
900 7576 7388 0.074
900 7048 6844 0.068
900 7149 7002 0.088
900 7003 7223 0.073
900 7580 8060 0.074
900 6383 6745 0.066
900 7609 7531 0.075
900 7403 7575 0.074
900 7442 7707 0.091
900 7192 7663 0.074
900 7124 7617 0.082
900 6895 7356 0.068
900 7396 7749 0.073
900 7246 7332 0.077
900 6715 7059 0.087
900 6975 7174 0.105
900 7304 7576 0.082
900 6951 7211 0.078
900 6830 6902 0.102
900 6973 7229 0.079
900 7026 6809 0.071
900 6867 6709 0.067
900 7029 7361 0.068
900 6921 6566 0.069
900 7190 6942 0.077
900 7183 7439 0.07
900 7222 6934 0.085
900 7165 7657 0.077
900 6858 6642 0.068
900 6984 7155 0.081
900 7447 8351 0.086
900 7803 7511 0.074
900 7367 7714 0.076
900 7015 7496 0.071
900 7025 7662 0.071
900 7367 7000 0.077
900 7081 7535 0.08
900 7529 8167 0.094
900 7294 7179 0.097
900 7167 7080 0.079
900 6806 6337 0.094
900 7102 7652 0.079
900 7000 7599 0.08
900 7497 7543 0.082
900 7102 7424 0.077
900 7259 6973 0.077
900 6838 7459 0.075
900 7283 7492 0.081
900 7067 6811 0.078
900 6963 7069 0.079
900 7078 6780 0.077
900 7201 7218 0.095
900 6955 6952 0.102
900 6901 7177 0.074
900 7090 7430 0.075
900 7320 7358 0.08
900 7050 7057 0.075
900 7019 6878 0.073
1000 8408 8350 0.097
1000 7840 7876 0.087
1000 8180 7914 0.092
1000 7733 7355 0.12
1000 8032 7999 0.086
1000 8078 8256 0.086
1000 7848 7426 0.102
1000 8116 8130 0.079
1000 7570 7426 0.074
1000 8077 7664 0.086
1000 7610 7903 0.079
1000 8520 9086 0.083
1000 8280 8057 0.077
1000 8215 8358 0.101
1000 7653 7263 0.076
1000 7918 7874 0.076
1000 8207 8197 0.079
1000 8075 8723 0.082
1000 8409 8957 0.086
1000 8103 8050 0.078
1000 8026 7742 0.08
1000 7399 7915 0.073
1000 8035 8277 0.079
1000 8092 8686 0.082
1000 7322 7081 0.073
1000 7923 7886 0.079
1000 7819 7899 0.091
1000 8197 8037 0.084
1000 7422 7067 0.074
1000 7709 7952 0.077
1000 7601 8146 0.081
1000 7747 7980 0.076
1000 8438 8255 0.121
1000 8110 8129 0.089
1000 7838 8294 0.082
1000 8015 7944 0.082
1000 7784 7894 0.086
1000 8468 8534 0.083
1000 8025 8949 0.084
1000 7688 8070 0.08
1000 7748 8372 0.08
1000 8303 8379 0.081
1000 7878 7837 0.076
1000 7873 7798 0.087
1000 7774 8033 0.081
1000 8285 8572 0.078
1000 7524 7915 0.073
1000 8254 8865 0.079
1000 8072 7998 0.078
1000 8164 8674 0.081
1000 8016 7888 0.077
1000 8021 7709 0.085
1000 7480 7652 0.076
1000 8270 8364 0.082
1000 8060 8125 0.08
1000 7452 7025 0.073
1000 7959 8389 0.08
1000 8148 8555 0.092
1000 8522 8996 0.078
1000 8075 8425 0.081
1000 7766 8062 0.077
1000 8444 9083 0.078
1000 8193 8349 0.08
1000 7962 8082 0.078
1000 7983 8233 0.077
1000 8247 8180 0.079
1000 7910 7826 0.087
1000 8045 7895 0.077
1000 7922 7669 0.089
1000 7752 7484 0.101
1000 8010 8846 0.084
1000 8134 8561 0.077
1000 7342 7148 0.07
1000 7654 7500 0.075
1000 8015 7991 0.075
1000 8039 7682 0.078
1000 7627 7858 0.076
1000 8355 8243 0.078
1000 7710 8117 0.076
1000 7879 8116 0.079
1000 8183 8439 0.094
1000 7480 8047 0.076
1000 7800 7708 0.078
1000 7619 7248 0.075
1000 8220 8318 0.087
1000 7881 7755 0.076
1000 7766 8127 0.094
1000 8097 7996 0.109
1000 7952 7829 0.081
1000 7647 7532 0.084
1000 7239 7381 0.075
1000 8235 8457 0.081
1000 8336 8284 0.079
1000 8274 8429 0.083
1000 7754 7961 0.078
1000 8128 7723 0.113
1000 7554 7686 0.076
1000 7966 8434 0.118
1000 8447 8233 0.08
1000 7647 8169 0.079
1100 9231 9452 0.109
1100 8719 8509 0.094
1100 8906 8624 0.088
1100 8662 8412 0.086
1100 8222 8250 0.082
1100 8910 9712 0.088
1100 9183 9766 0.085
1100 8401 8414 0.084
1100 8612 9572 0.086
1100 9253 9357 0.088
1100 8786 9804 0.09
1100 8637 8866 0.085
1100 8821 9386 0.086
1100 9207 9042 0.087
1100 8475 8246 0.083
1100 8909 8698 0.084
1100 8528 8477 0.087
1100 8652 8618 0.086
1100 8329 8713 0.081
1100 8678 8892 0.084
1100 8235 8674 0.084
1100 9043 8999 0.088
1100 8719 8707 0.092
1100 8638 9192 0.089
1100 8758 9379 0.088
1100 8684 8931 0.087
1100 8545 8309 0.089
1100 8978 9164 0.088
1100 8617 8505 0.088
1100 9130 8976 0.091
1100 8424 8776 0.084
1100 8846 9293 0.084
1100 8779 8159 0.095
1100 8499 8889 0.085
1100 8825 8805 0.082
1100 8563 8353 0.087
1100 8665 9058 0.092
1100 8030 8126 0.078
1100 8875 8814 0.085
1100 8783 9380 0.089
1100 9165 9199 0.087
1100 8753 9593 0.086
1100 9036 9041 0.086
1100 8898 9598 0.087
1100 8630 8902 0.086
1100 9380 9186 0.103
1100 8824 8673 0.087
1100 8860 9257 0.114
1100 8401 9434 0.088
1100 8454 8392 0.083
1100 8564 8900 0.09
1100 9078 9295 0.089
1100 8797 8904 0.089
1100 8934 9170 0.088
1100 8568 8945 0.112
1100 8521 8821 0.087
1100 8489 9290 0.087
1100 8494 8916 0.1
1100 8385 8657 0.089
1100 8897 9233 0.125
1100 8511 8303 0.082
1100 8127 8852 0.08
1100 8944 9646 0.091
1100 9051 8886 0.087
1100 9247 9710 0.091
1100 8646 8605 0.083
1100 8579 8943 0.084
1100 9063 8579 0.09
1100 8504 8652 0.082
1100 9100 9715 0.091
1100 8591 8513 0.093
1100 8799 8941 0.088
1100 8687 8722 0.082
1100 9016 8830 0.083
1100 8894 9465 0.103
1100 8389 8840 0.082
1100 8474 8858 0.086
1100 8941 9008 0.09
1100 8768 8848 0.091
1100 8487 8762 0.081
1100 8499 8861 0.091
1100 8157 7744 0.082
1100 8892 9554 0.108
1100 8844 8562 0.081
1100 8652 9535 0.097
1100 8752 8735 0.086
1100 8617 9037 0.122
1100 8441 8702 0.083
1100 8806 8718 0.098
1100 9011 9580 0.101
1100 8724 8756 0.084
1100 8711 8949 0.085
1100 8987 8881 0.095
1100 9039 8839 0.109
1100 8874 8382 0.085
1100 9116 8755 0.095
1100 9037 9167 0.087
1100 8519 8138 0.094
1100 9263 9365 0.093
1100 9239 9943 0.098
1200 8990 9209 0.1
1200 9230 9552 0.109
1200 9177 9377 0.091
1200 9576 9417 0.093
1200 9607 9906 0.094
1200 9540 9066 0.128
1200 9506 9525 0.09
1200 10113 9854 0.093
1200 9469 9400 0.095
1200 9275 8972 0.091
1200 9479 9349 0.088
1200 9886 9645 0.091
1200 9275 9684 0.097
1200 9635 9449 0.09
1200 9302 9633 0.091
1200 9112 8961 0.108
1200 9648 9992 0.092
1200 9571 9557 0.092
1200 9430 8992 0.09
1200 9700 9583 0.135
1200 10131 9582 0.123
1200 9394 9890 0.095
1200 9210 8723 0.101
1200 9618 10598 0.097
1200 9825 10467 0.094
1200 9549 9652 0.092
1200 9676 10004 0.096
1200 9638 9794 0.109
1200 9364 9987 0.125
1200 9379 9729 0.093
1200 9929 10780 0.093
1200 8974 9025 0.089
1200 9587 9363 0.103
1200 9892 9935 0.097
1200 9329 10144 0.094
1200 9696 10122 0.1
1200 9564 9478 0.094
1200 9506 9862 0.092
1200 9799 10603 0.101
1200 9227 9079 0.089
1200 9606 10197 0.096
1200 9774 9809 0.094
1200 9342 9886 0.092
1200 9631 10096 0.095
1200 9775 9719 0.158
1200 9706 9770 0.101
1200 10111 10083 0.098
1200 10145 9691 0.093
1200 9633 9571 0.096
1200 9474 9876 0.098
1200 9868 10034 0.102
1200 10025 10067 0.097
1200 9817 9788 0.103
1200 9362 10446 0.099
1200 9419 9840 0.094
1200 9551 9891 0.093
1200 10212 10277 0.093
1200 9763 9408 0.095
1200 9121 8769 0.094
