n przestawienia porównania
1800 1973 5955
1800 1955 5734
1800 1984 3999
1800 3361 8047
1800 1884 4473
1800 4838 9783
1800 3489 7043
1800 2216 3813
1800 1932 3784
1800 3172 5386
1800 4048 5956
1800 2881 6504
1800 2406 3830
1800 3492 7074
1800 2790 5535
1800 2662 5997
1800 2938 5112
1800 6187 8602
1800 2996 5899
1800 3001 7602
1800 4149 8748
1800 1812 4814
1800 1634 7215
1800 2533 6644
1800 3909 6853
1800 2227 4619
1800 4275 7645
1800 1974 4584
1800 2440 4463
1800 2005 3031
1800 3290 7336
1800 4363 7136
1800 5271 6968
1800 2086 4303
1800 1750 4088
1800 1687 5010
1800 4137 6681
1800 3160 7142
1800 2408 4886
1800 2544 4115
1800 1181 5119
1800 3114 5149
1800 2379 4862
1800 3294 7040
1800 2800 5517
1800 3474 6323
1800 978 2865
1800 3960 10101
1800 3380 8858
1800 4088 5329
1900 3753 6602
1900 2698 6736
1900 2911 4274
1900 3619 6227
1900 2083 3995
1900 5508 7603
1900 2982 5698
1900 2653 4593
1900 3429 6671
1900 5626 9292
1900 4675 8574
1900 2772 5232
1900 4930 7429
1900 2358 4312
1900 3674 9004
1900 1730 4201
1900 3181 4910
1900 2791 4694
1900 3955 6549
1900 4897 8565
1900 1534 5349
1900 4080 9059
1900 3482 5947
1900 2311 6106
1900 2231 4489
1900 3768 6928
1900 5097 8930
1900 2779 7074
1900 2976 7597
1900 1918 4378
1900 3335 5316
1900 3696 7205
1900 2600 5336
1900 3620 7644
1900 1988 8748
1900 1875 7254
1900 3531 8039
1900 2078 4326
1900 3516 6915
1900 4981 8859
1900 3287 4680
1900 5532 7557
1900 2690 6347
1900 1853 4660
1900 2045 3272
1900 3526 7200
1900 3707 7262
1900 3600 5497
1900 1357 6509
1900 2954 5788
1900 2659 6310
1900 4947 8984
1900 5080 8620
1900 1512 6575
1900 4976 7211
1900 4283 7169
1900 2729 9100
1900 2919 7685
1900 2434 6748
1900 3677 6427
1900 4614 7144
1900 2037 5590
1900 2450 5364
1900 1931 4174
1900 2666 7254
1900 4021 6793
1900 1432 3579
1900 5961 11109
1900 2383 7410
1900 2500 7292
1900 3493 6625
1900 3963 6641
1900 2921 5094
1900 2849 6266
1900 6911 8401
1900 4260 5799
1900 2988 6012
1900 9138 14084
1900 4163 7166
1900 2248 3745
1900 2694 6096
1900 2952 6484
1900 3984 7514
1900 2726 4038
1900 4540 6797
1900 2341 5967
1900 4251 7824
1900 1896 6179
1900 5203 7804
1900 2879 6695
1900 3215 8510
1900 3376 5424
1900 2606 4898
1900 2586 8503
1900 6048 10083
1900 3646 6302
1900 3958 5450
1900 2317 3696
1900 2305 4020
1900 3392 6892
2000 3825 6667
2000 3118 4925
2000 2117 4384
2000 2775 9381
2000 5142 9376
2000 2619 4640
2000 2016 4794
2000 5549 8573
2000 3208 7252
2000 3808 7192
2000 5196 7360
2000 1515 3793
2000 3840 5959
2000 1948 5079
2000 3336 5922
2000 3430 10076
2000 2316 3711
2000 3921 7787
2000 3575 7376
2000 3398 6144
2000 6655 10994
2000 3935 9485
2000 3557 5370
2000 3253 5978
2000 4369 9068
2000 2701 4374
2000 3652 6932
2000 3773 5838
2000 4674 8633
2000 2466 4968
2000 1089 3148
2000 1745 4073
2000 1823 6717
2000 4676 8817
2000 2062 5965
2000 4165 5552
2000 1079 4730
2000 3023 6956
2000 4385 7602
2000 2429 4749
2000 2405 4414
2000 7068 8879
2000 4566 11027
2000 4003 9712
2000 2541 4050
2000 1847 4295
2000 2020 5967
2000 2038 7183
2000 3251 7690
2000 4485 5488
2000 4286 6606
2000 2541 5154
2000 2620 5253
2000 2187 4420
2000 3757 6426
2000 4442 6589
2000 3919 5735
2000 2097 4153
2000 2775 6417
2000 3506 6368
2000 2536 6437
2000 2302 4735
2000 3092 6737
2000 2918 6988
2000 2066 5241
2000 2721 4472
2000 4462 6871
2000 4358 7547
2000 4137 10519
2000 4427 8505
2000 4093 7427
2000 2786 4632
2000 4927 7835
2000 3318 6067
2000 1492 4090
2000 2339 5758
2000 1736 5932
2000 6351 9558
2000 5641 7863
2000 3839 6560
2000 3026 4917
2000 2572 6118
2000 2091 5340
2000 3877 14361
2000 2178 10144
2000 8525 12369
2000 2995 5913
2000 3473 5876
2000 2448 3784
2000 2929 8680
2000 3400 8379
2000 3978 6901
2000 2526 6719
2000 5196 6439
2000 3478 7317
2000 2637 6062
2000 4661 7007
2000 2851 6873
2000 3266 6239
2000 6822 11217
2100 2692 4169
2100 1978 5331
2100 1984 4239
2100 8263 10817
2100 5364 9685
2100 5452 10142
2100 4728 6688
2100 3403 6663
2100 3947 7723
2100 3257 5554
2100 2310 4322
2100 5596 11021
2100 5140 7007
2100 2590 7066
2100 3038 4607
2100 2900 4513
2100 2437 5488
2100 3025 6089
2100 4240 7282
2100 3569 6264
2100 3755 5452
2100 1964 6053
2100 1622 6717
2100 2278 5667
2100 2849 7722
2100 3809 6956
2100 3920 7683
2100 4372 9222
2100 3249 9204
2100 3470 10444
2100 3605 5331
2100 2388 5245
2100 1737 4252
2100 4360 8236
2100 4076 5154
2100 3362 6524
2100 2998 6615
2100 2711 5189
2100 3455 6035
2100 2628 4756
2100 8291 13272
2100 5526 10832
2100 2739 5521
2100 3839 5295
2100 6892 9518
2100 1734 5712
2100 2713 4884
2100 4060 8405
2100 3314 8362
2100 1775 7492
2100 4058 7052
2100 4279 7374
2100 4510 6749
2100 1957 4155
2100 1623 5785
2100 4354 8905
2100 4172 6725
2100 4195 6760
2100 7006 11229
2100 4286 8082
2100 3454 7276
2100 4112 7619
2100 4930 7351
2100 1597 5382
2100 2294 5976
2100 4240 8709
2100 2663 4216
2100 2538 6508
2100 6436 12361
2100 4023 8799
2100 4982 7660
2100 8768 13207
2100 3353 4995
2100 3954 11921
2100 3684 6192
2100 5551 9637
2100 6230 10538
2100 3613 7364
2100 3159 6927
2100 3577 5483
2100 2357 5169
2100 2139 5216
2100 3287 6483
2100 6588 12094
2100 2493 4751
2100 3775 6259
2100 4498 7670
2100 3481 8142
2100 2514 12605
2100 2140 5855
2100 5897 10412
2100 3272 10802
2100 3070 7487
2100 7407 12418
2100 4388 8316
2100 4567 8438
2100 1377 3527
2100 4453 8169
2100 4020 9887
2100 2566 6110
2200 3123 5910
2200 6166 12273
2200 6442 8143
2200 2438 5982
2200 2017 6885
2200 1644 6958
2200 2844 4953
2200 2997 6641
2200 4757 8739
2200 2216 5243
2200 1995 5268
2200 3672 8883
2200 2304 4534
2200 4976 7551
2200 5634 7189
2200 4124 7116
2200 2531 7612
2200 3512 5645
2200 4757 8805
2200 1701 4959
2200 1530 3815
2200 3814 7484
2200 3790 7208
2200 3003 5042
2200 3238 9908
2200 2186 7784
2200 3042 7422
2200 6640 13197
2200 4673 10165
2200 6032 10846
2200 2966 5964
2200 5362 9631
2200 3610 5779
2200 3451 7798
2200 4450 9615
2200 2078 4338
2200 1842 5363
2200 2207 5865
2200 5422 10163
2200 3891 7933
2200 6395 9416
2200 1674 4417
2200 4332 9323
2200 2797 7136
2200 3504 9501
2200 3970 9628
2200 3737 8632
2200 7688 10386
2200 7843 12035
2200 4143 11731
2200 3762 6980
2200 5044 6714
2200 5084 10679
2200 2803 6049
2200 3616 7493
2200 3800 8516
2200 3724 6363
2200 1933 4336
2200 2506 4413
2200 3469 8340
2200 2829 8372
2200 2254 3676
2200 3194 8427
2200 3345 8869
2200 3399 5686
2200 2211 5086
2200 7373 11862
2200 2637 8137
2200 2893 7370
2200 2997 7767
2200 7149 11435
2200 3661 5195
2200 4088 11758
2200 2626 5635
2200 2628 5285
2200 2020 6408
2200 4981 12682
2200 2972 7000
2200 4170 6512
2200 6024 13589
2200 3110 6354
2200 3960 7386
2200 2488 6945
2200 3331 6744
2200 2497 6943
2200 4238 6281
2200 2600 5751
2200 3909 6333
2200 1438 3954
2200 4674 6780
2200 3189 6811
2200 2460 6554
2200 2980 7950
2200 2780 4763
2200 3275 4953
2200 2824 4710
2200 2997 6097
2200 2425 7120
2200 5832 9787
2200 3925 10013
2300 4816 7512
2300 5147 9355
2300 9541 13320
2300 3738 7762
2300 5016 7565
2300 3481 8499
2300 5090 8651
2300 1657 4290
2300 2658 7940
2300 3848 7952
2300 2698 6138
2300 4599 6218
2300 3485 6746
2300 2402 7110
2300 2588 5184
2300 4583 8597
2300 5813 8733
2300 3522 5822
2300 6618 8680
2300 4910 10110
2300 5877 10528
2300 6047 8385
2300 3595 8362
2300 3146 5832
2300 3848 7749
2300 3498 5561
2300 2123 7762
2300 3149 6970
2300 4886 12146
2300 3264 6341
2300 1450 3771
2300 5758 9359
2300 3841 7309
2300 3051 9721
2300 3451 5449
2300 2874 5795
2300 4771 7535
2300 2197 9408
2300 2666 6192
2300 2081 6733
2300 2771 6769
2300 2388 3801
2300 3683 7334
2300 5084 8791
2300 4448 7705
2300 2135 5438
2300 4109 9033
2300 2094 5967
2300 4040 8595
2300 4960 8496
2300 4540 9691
2300 5931 9424
2300 4172 8096
2300 2663 6087
2300 3883 7918
2300 2621 4606
2300 1719 4339
2300 6367 10593
2300 2976 8419
2300 7195 12543
2300 5199 7877
2300 4498 9053
2300 1982 5622
2300 3843 5866
2300 1723 5068
2300 3689 6028
2300 2358 5908
2300 4299 6333
2300 6844 9786
2300 3305 8520
2300 3143 5780
2300 2385 6474
2300 2625 4451
2300 2484 5037
2300 4983 8995
2300 4806 10220
2300 7866 11719
2300 6951 14060
2300 3925 8611
2300 5939 12087
2300 2026 6163
2300 2054 5778
2300 3100 8648
2300 3174 9056
2300 2410 5474
2300 3111 5362
2300 3657 4855
2300 5799 7616
2300 5833 12103
2300 2123 5098
2300 3735 7788
2300 5288 10950
2300 5849 9981
2300 4937 8206
2300 3883 6511
2300 1606 4343
2300 4445 8550
2300 4029 7465
2300 2358 7870
2300 2518 5983
2400 2635 10100
2400 5643 10383
2400 2616 6584
2400 6845 10343
2400 1899 4327
2400 4150 10593
2400 4166 8580
2400 1895 4401
2400 3013 6582
2400 5161 10000
2400 6948 10770
2400 2883 5771
2400 5344 10061
2400 5711 9327
2400 4864 8957
2400 4052 5494
2400 4628 9821
2400 2451 4194
2400 4717 8265
2400 2321 6074
2400 4768 7253
2400 3672 6994
2400 5521 7916
2400 4500 7819
2400 3433 7459
2400 4621 10583
2400 3400 7581
2400 5779 9669
2400 2264 8154
2400 5028 10267
2400 4327 7045
2400 7232 10428
2400 3418 6804
2400 4625 11087
2400 4069 7896
2400 2749 4655
2400 4596 9968
2400 4693 10718
2400 3136 7884
2400 3624 9018
2400 2732 7729
2400 2355 6123
2400 3838 6668
2400 2536 5232
2400 4286 7906
2400 4088 8735
2400 9563 16322
2400 5518 9319
2400 8299 12261
2400 5456 12054
2400 1922 5272
2400 2752 4669
2400 2856 4350
2400 3235 8829
2400 2433 6462
2400 4920 10165
2400 1614 8196
2400 5365 11207
2400 5871 9503
2400 4474 7881
2400 3558 8304
2400 1698 7750
2400 7287 13602
2400 1387 3799
2400 4733 8869
2400 4353 8305
2400 2278 7028
2400 5382 11081
2400 4557 8477
2400 3441 6705
2400 5098 8373
2400 1792 4238
2400 2933 7990
2400 6361 9956
2400 4203 9128
2400 5243 8584
2400 3369 7451
2400 2304 6118
2400 3046 9307
2400 5023 8244
2400 2986 5411
2400 3548 6013
2400 2047 7992
2400 8380 12531
2400 4687 10806
2400 4172 9910
2400 4039 9325
2400 6143 8630
2400 2938 6426
2400 4051 8159
2400 4365 8197
2400 5954 9033
2400 4109 8226
2400 2563 8417
2400 3059 4916
2400 3281 6616
2400 3366 6315
2400 7534 9349
2400 6754 11841
2400 2234 5099
2500 4266 8802
2500 4589 14946
2500 2467 6734
2500 3215 6762
2500 3990 10165
2500 2284 6635
2500 5525 12645
2500 4388 7673
2500 3319 6890
2500 4857 10426
2500 4635 7192
2500 7778 11526
2500 4908 8468
2500 4741 7199
2500 3819 9220
2500 3808 7529
2500 4891 8206
2500 3777 7555
2500 4109 8199
2500 2272 6233
2500 5633 9859
2500 6846 12006
2500 2618 7176
2500 1613 4567
2500 1696 4533
2500 2222 5818
2500 4441 5968
2500 4696 9806
2500 1741 4504
2500 4559 11371
2500 4043 6854
2500 6289 8966
2500 5665 13575
2500 3726 6859
2500 2828 11214
2500 2132 5529
2500 1782 5853
2500 4113 7959
2500 2423 8096
2500 4242 9259
2500 7029 15836
2500 4725 8013
2500 7775 11025
2500 5516 11356
2500 4813 8821
2500 7121 11515
2500 3214 8478
2500 3313 6271
2500 3713 7012
2500 3179 6112
2500 1686 4201
2500 3510 7591
2500 6767 10266
2500 2832 4697
2500 3832 10957
2500 5667 10118
2500 5513 9546
2500 4192 8080
2500 5019 9017
2500 7878 11473
2500 4854 7922
2500 2963 7588
2500 5269 8874
2500 7690 10984
2500 3737 5820
2500 5076 7902
2500 2480 8708
2500 7720 11233
2500 4820 7882
2500 5331 8586
2500 2202 5645
2500 6284 12681
2500 2231 8706
2500 3679 8149
2500 3001 8509
2500 3580 8692
2500 1822 4547
2500 4652 9674
2500 5653 8189
2500 5985 9282
2500 6047 8599
2500 5254 13631
2500 1622 4548
2500 5634 10077
2500 4519 9018
2500 1494 4355
2500 4971 8380
2500 1922 6478
2500 3235 6854
2500 1507 6343
2500 3598 6136
2500 3553 9148
2500 4261 9345
2500 2041 10444
2500 4169 7281
2500 2100 8661
2500 3816 6278
2500 6741 12203
2500 4455 9930
2500 3482 5871
2600 6794 10587
2600 3504 7542
2600 4889 7479
2600 4841 9340
2600 2340 6841
2600 4259 9098
2600 2035 7441
2600 3373 7604
2600 3045 4801
2600 7235 13755
2600 2700 6581
2600 5670 15469
2600 3245 6984
2600 3952 6739
2600 4002 10983
2600 3155 6188
2600 5312 9820
2600 3101 8675
2600 2961 6316
2600 3758 8009
2600 5351 9112
2600 2908 7318
2600 3711 10828
2600 4450 9464
2600 3350 6912
2600 8587 15181
2600 4166 9719
2600 3176 7539
2600 6900 16668
2600 3183 6095
2600 4557 9420
2600 4548 7852
2600 3267 6094
2600 4298 6565
2600 6692 8147
2600 2799 5221
2600 2814 9792
2600 2940 8717
2600 5764 14212
2600 9156 15425
2600 3137 6409
2600 5403 8916
2600 4529 7452
2600 3736 6281
2600 9336 14801
2600 3301 7405
2600 4392 9449
2600 3180 8787
2600 6100 11872
2600 4464 6909
2600 5026 6788
2600 4737 7265
2600 3377 9050
2600 3700 5973
2600 3548 7996
2600 4629 10574
2600 4541 6363
2600 5896 10382
2600 3238 6511
2600 2623 5297
2600 6446 10894
2600 3347 6064
2600 5468 9985
2600 7580 12196
2600 3342 6587
2600 6647 10849
2600 5207 7011
2600 6231 10062
2600 6788 10101
2600 6316 10383
2600 2331 5991
2600 4898 9032
2600 5555 8767
2600 3705 6827
2600 3972 8332
2600 2878 5452
2600 4952 10849
2600 3651 7014
2600 3081 8128
2600 3809 8746
2600 1831 4523
2600 5054 9823
2600 3103 10884
2600 4714 6949
2600 4701 10421
2600 3996 8742
2600 3512 8691
2600 4521 9006
2600 3533 9983
2600 3862 10379
2600 5860 9251
2600 5117 11500
2600 2877 5615
2600 3062 8557
2600 6032 11065
2600 4224 11478
2600 2527 7237
2600 5275 8241
2600 4041 7038
2600 4253 11718
2700 5637 11993
2700 5258 8395
2700 9531 15529
2700 2179 5771
2700 3421 7759
2700 3284 7068
2700 4585 9710
2700 5137 7435
2700 4006 6877
2700 4268 9705
2700 2920 6306
2700 5645 7351
2700 4976 8337
2700 4605 8809
2700 8201 14008
2700 5643 9626
2700 3036 6854
2700 5506 8310
2700 5020 8011
2700 4338 6895
2700 5316 8422
2700 4529 7289
2700 2041 5298
2700 2848 8169
2700 3259 5182
2700 4155 6201
2700 4314 9197
2700 2903 4547
2700 5033 8135
2700 2435 6439
2700 5167 15117
2700 2584 7592
2700 4261 8458
2700 5883 9888
2700 3338 7981
2700 1577 6521
2700 6414 14941
2700 8986 14988
2700 5117 8748
2700 2029 7943
2700 3478 8061
2700 4158 7699
2700 3053 6515
2700 5711 10724
2700 5227 13980
2700 4180 7119
2700 3932 8680
2700 3542 8125
2700 7114 10822
2700 3199 5799
2700 4515 7698
2700 5856 8394
2700 7137 12238
2700 3282 6593
2700 4960 9019
2700 6828 12010
2700 5345 8349
2700 3744 7028
2700 5017 7863
2700 6934 12374
2700 5151 11058
2700 4104 5906
2700 1825 5193
2700 3283 6092
2700 5116 10797
2700 4938 9787
2700 2955 7486
2700 4288 6882
2700 4972 10574
2700 5374 10297
2700 3371 5873
2700 4370 7231
2700 3959 8197
2700 8186 13092
2700 4036 9858
2700 3328 5565
2700 4213 7624
2700 2734 4505
2700 2722 5812
2700 2614 7975
2700 6327 10959
2700 6002 11912
2700 6997 11044
2700 4089 7050
2700 4692 13205
2700 3096 4637
2700 3201 5039
2700 2868 6030
2700 8091 16883
2700 2893 5677
2700 2565 9788
2700 3265 10112
2700 2524 8320
2700 3333 6477
2700 3917 8507
2700 7781 9793
2700 2850 5717
2700 6329 14329
2700 3664 7806
2700 4918 9510
2800 3449 8498
2800 8350 13545
2800 4392 9133
2800 3573 7120
2800 3892 7249
2800 4808 8683
2800 3149 4739
2800 3161 6185
2800 7284 12315
2800 5001 7799
2800 2583 6823
2800 4552 10388
2800 4256 8204
2800 2674 6566
2800 3288 6919
2800 5189 8193
2800 3287 6150
2800 4962 7810
2800 4861 9832
2800 6229 15086
2800 4261 6712
2800 4793 10593
2800 2189 6332
2800 2261 6385
2800 4229 8659
2800 5854 12504
2800 6577 11173
2800 3723 7587
2800 3137 12682
2800 7404 13106
2800 5045 8413
2800 3518 6578
2800 5032 8571
2800 3185 5528
2800 7598 10432
2800 8345 13589
2800 6464 11670
2800 4168 13782
2800 6144 9018
2800 8903 18154
2800 5818 12363
2800 3908 7765
2800 5167 11802
2800 7951 14905
2800 5834 10594
2800 5156 12009
2800 4862 8466
2800 5229 13782
2800 3742 7068
2800 7312 15985
2800 3352 8460
2800 5994 13063
2800 5207 8904
2800 5156 11774
2800 5448 9124
2800 4458 9691
2800 4592 10359
2800 5209 10216
2800 5835 11188
2800 3876 6559
2800 4642 10673
2800 7435 12981
2800 4155 9464
2800 3059 5964
2800 3151 7903
2800 7499 12741
2800 5028 9126
2800 4207 6363
2800 3933 8139
2800 3025 8542
2800 6695 9365
2800 3237 7734
2800 3944 9972
2800 3589 10812
2800 3486 7442
2800 4185 8282
2800 3602 5888
2800 3029 8972
2800 2944 8243
2800 7187 10579
2800 4789 8416
2800 3234 6282
2800 6029 9177
2800 8515 12766
2800 3035 8650
2800 6041 8214
2800 8791 19299
2800 4367 7159
2800 8853 15131
2800 4958 11753
2800 2200 5844
2800 3209 7970
2800 3832 6210
2800 3614 10427
2800 6376 11366
2800 6348 11177
2800 2153 7843
2800 4532 8090
2800 4599 6801
2800 5677 10785
2900 3816 10097
2900 11258 16504
2900 1935 5141
2900 3079 8043
2900 2869 10238
2900 4068 7987
2900 3985 8721
2900 5080 7012
2900 4619 12451
2900 2493 7053
2900 4694 8636
2900 4764 10567
2900 4475 8435
2900 3868 10933
2900 3546 8077
2900 5716 9611
2900 4906 7653
2900 3197 7554
2900 4846 9243
2900 3567 8456
2900 1832 5163
2900 2973 9953
2900 4976 7632
2900 5387 7498
2900 5793 11628
2900 10496 14868
2900 3210 6036
2900 4410 7913
2900 3605 7156
2900 4986 8786
2900 2613 6092
2900 3369 7570
2900 1867 7691
2900 9839 16091
2900 3603 7631
2900 4542 7148
2900 4675 10430
2900 3517 8092
2900 6703 13502
2900 4974 8504
2900 3077 10683
2900 3542 7435
2900 5885 10079
2900 3076 8522
2900 5812 10675
2900 7385 13202
2900 2351 8266
2900 3155 5193
2900 5486 10309
2900 5398 9471
2900 5636 11356
2900 8499 12085
2900 8152 12138
2900 4594 9214
2900 2304 6166
2900 1995 5244
2900 5840 9808
2900 3672 10991
2900 2343 8613
2900 4859 7496
2900 6969 9184
2900 2200 6067
2900 3633 7757
2900 3079 7300
2900 2812 6330
2900 6986 13173
2900 7096 13790
2900 5419 11950
2900 3566 6369
2900 6347 13773
2900 6884 12517
2900 5443 12790
2900 7305 10687
2900 7715 18151
2900 5169 9033
2900 4195 7293
2900 5524 10650
2900 4228 11983
2900 5113 11290
2900 3769 7302
2900 2767 9525
2900 4875 10446
2900 6663 11902
2900 4298 7247
2900 4703 7443
2900 2306 5696
2900 4026 7058
2900 5038 7713
2900 9886 16011
2900 4785 12697
2900 3806 6778
2900 5952 10615
2900 2790 6586
2900 3596 6071
2900 8153 12102
2900 4491 7118
2900 4446 11241
2900 3947 9264
2900 3115 6078
2900 8077 10050
3000 3428 6902
3000 8135 14937
3000 3834 7626
3000 3768 8118
3000 4241 11404
3000 4210 7136
3000 4295 10452
3000 4062 7425
3000 6891 15464
3000 4620 11671
3000 6817 11203
3000 4680 7901
3000 4695 12026
3000 8088 12991
3000 5810 12593
3000 6155 13834
3000 3523 8263
3000 5438 15354
3000 6079 9992
3000 2444 9367
3000 3561 8026
3000 4756 9608
3000 5185 9759
3000 6269 9100
3000 3212 8918
3000 6765 11635
3000 6536 12112
3000 8251 11621
3000 6781 11318
3000 2077 11072
3000 5476 10167
3000 2511 14122
3000 6979 10931
3000 4504 9849
3000 2955 9957
3000 6628 13032
3000 4255 13362
3000 4019 10176
3000 4850 7206
3000 6119 8270
3000 3276 6552
3000 5226 10158
3000 3170 9996
3000 5349 9348
3000 8405 13394
3000 2395 6753
3000 4082 8269
3000 2784 12106
3000 3540 9241
3000 7716 14913
3000 3211 6340
3000 10977 17695
3000 6808 11515
3000 3016 6208
3000 5222 11197
3000 6351 9974
3000 2666 6132
3000 6777 11316
3000 11012 14695
3000 3855 7631
3000 3509 10069
3000 8123 13145
3000 2663 6173
3000 13502 17641
3000 6004 14088
3000 4382 9478
3000 7908 16143
3000 5444 9795
3000 4907 9330
3000 3466 6817
3000 3608 6630
3000 4590 10824
3000 5504 8111
3000 6299 14722
3000 3677 10405
3000 3483 9667
3000 4428 8255
3000 3930 7239
3000 4913 7997
3000 9854 15148
3000 10589 19467
3000 2066 7664
3000 4416 11635
3000 7294 13815
3000 2582 12129
3000 3830 8605
3000 5645 7458
3000 6352 12707
3000 3723 6157
3000 1790 5014
3000 2877 6350
3000 5916 10525
3000 9484 17105
3000 6190 12188
3000 4376 7955
3000 8245 13635
3000 4478 7341
3000 4218 9603
3000 6735 11361
3000 5072 7306
3100 7204 12421
3100 4486 8926
3100 4433 8557
3100 3325 7121
3100 5298 9894
3100 7365 13478
3100 3243 6505
3100 8215 11897
3100 5800 14582
3100 7763 11835
3100 5602 9385
3100 5824 9378
3100 6704 12619
3100 3978 8958
3100 5833 10697
3100 7605 15782
3100 5167 10363
3100 3517 10200
3100 4060 9668
3100 4435 8671
3100 3865 10319
3100 4863 12069
3100 4271 11214
3100 3986 7765
3100 2598 6626
3100 4888 8202
3100 3681 9522
3100 2325 5953
3100 5914 11208
3100 3873 5921
3100 2530 7396
3100 5141 10362
3100 3604 5401
3100 8027 9680
3100 6748 10897
3100 8219 13861
3100 7790 12179
3100 4223 7655
3100 6515 10672
3100 7139 11007
3100 6754 12368
3100 5528 10851
3100 4652 14718
3100 5505 16313
3100 6112 8361
3100 3798 11121
3100 6762 13040
3100 2878 6926
3100 6356 13544
3100 8951 15585
3100 8812 14345
3100 3354 9573
3100 7872 16404
3100 2411 6918
3100 5160 11600
3100 6229 12712
3100 4581 7877
3100 6118 9861
3100 4392 7862
3100 5987 15962
3100 8893 14265
3100 4852 8318
3100 3433 5386
3100 3491 7734
3100 6030 12096
3100 4200 6589
3100 3562 10571
3100 3545 7364
3100 7127 11586
3100 2679 8184
3100 2688 7138
3100 7215 13536
3100 4273 6956
3100 3515 9038
3100 8928 13869
3100 4824 8440
3100 2021 5934
3100 4551 10531
3100 2697 11262
3100 4397 9113
3100 8936 13552
3100 3980 9681
3100 2993 6618
3100 5295 10688
3100 2808 6106
3100 3720 6507
3100 5190 9087
3100 4116 8329
3100 3657 12643
3100 8381 12798
3100 4194 7766
3100 4927 9037
3100 4501 8051
3100 5465 12861
3100 2338 6235
3100 7611 13768
3100 10303 16150
3100 5376 8576
3100 7134 15670
3100 4715 9787
3200 3778 8476
3200 4829 7705
3200 6011 9598
3200 5252 9120
3200 4951 8279
3200 5295 8310
3200 9885 18290
3200 5282 7845
3200 5915 9650
3200 3143 8425
3200 4513 9288
3200 3406 5195
3200 9151 11143
3200 4667 16507
3200 4666 7420
3200 5062 10631
3200 8328 14450
3200 8069 11485
3200 4191 10004
3200 5044 9394
3200 6413 9650
3200 5377 10954
3200 2978 6865
3200 5187 8825
3200 4091 9885
3200 3290 12981
3200 4422 9745
3200 3733 6741
3200 5226 10655
3200 2759 7265
3200 4823 7753
3200 5238 10391
3200 6811 10142
3200 4523 7457
3200 4728 9299
3200 3943 9312
3200 4223 8426
3200 5563 9476
3200 8770 12232
3200 6881 10829
3200 3067 8782
3200 2877 6553
3200 5761 12111
3200 5916 9952
3200 3091 8682
3200 3783 10394
3200 5148 14216
3200 6787 13136
3200 7585 16892
3200 4002 8255
3200 12606 19135
3200 3868 8364
3200 1945 8548
3200 3501 6938
3200 6623 10885
3200 6167 9371
3200 4416 13524
3200 3168 8519
3200 2782 9122
3200 6942 11978
3200 4407 10492
3200 7276 15369
3200 9142 12909
3200 5353 10577
3200 6593 18428
3200 6581 10553
3200 3210 8346
3200 4906 9128
3200 4386 10087
3200 3621 12150
3200 3802 6763
3200 3744 9948
3200 5866 14818
3200 5672 9881
3200 3286 8701
3200 3039 9448
3200 6930 10092
3200 7209 13196
3200 6033 11606
3200 6082 11742
3200 9499 14034
3200 7086 13893
3200 7252 10575
3200 5458 12390
3200 5809 12328
3200 2349 5614
3200 4068 9864
3200 5614 11517
3200 7911 15772
3200 6595 16089
3200 4610 7516
3200 6357 11660
3200 7264 14609
3200 4794 10701
3200 3304 9583
3200 9759 15703
3200 5935 9289
3200 2595 6198
3200 3103 8390
3200 6560 13312
3300 4671 9262
3300 6842 14775
3300 4203 6391
3300 5710 11818
3300 4530 8629
3300 3979 7372
3300 5119 8108
3300 4063 10342
3300 9854 17096
3300 5605 14096
3300 5146 12886
3300 4331 12120
3300 4709 8413
3300 2185 9334
3300 3326 5227
3300 3734 5859
3300 2747 6507
3300 6621 11826
3300 5459 9262
3300 4066 9689
3300 10527 15138
3300 4353 9007
3300 3674 7236
3300 4619 9995
3300 3325 6379
3300 5822 9608
3300 3324 5219
3300 5269 14047
3300 3389 11668
3300 6266 11976
3300 7365 11735
3300 2315 11363
3300 5455 16038
3300 3929 9361
3300 7744 17776
3300 5611 10671
3300 2322 5771
3300 5848 10966
3300 2530 11889
3300 3481 12832
3300 4995 10344
3300 4920 9305
3300 6875 14202
3300 7070 11246
3300 4838 7426
3300 5398 10373
3300 6930 10515
3300 3667 11332
3300 4169 8627
3300 3995 11937
3300 7251 11092
3300 4546 10392
3300 6124 10765
3300 6039 12061
3300 4210 8865
3300 2805 6724
3300 4945 10152
3300 8520 12361
3300 4552 9209
3300 5675 11977
3300 5668 9397
3300 3146 6530
3300 4356 8315
3300 3651 7719
3300 5570 14191
3300 5218 8121
3300 7313 11989
3300 7437 11716
3300 11226 17547
3300 12785 16850
3300 5456 12481
3300 4803 8135
3300 4025 7808
3300 4052 10859
3300 4359 8207
3300 7039 13451
3300 5462 9418
3300 4501 7231
3300 7841 12532
3300 9752 18983
3300 3620 13270
3300 4997 11714
3300 6017 9540
3300 5891 11068
3300 5925 9177
3300 3343 8401
3300 5457 11093
3300 7808 22118
3300 3472 6084
3300 6262 11596
3300 7260 11700
3300 4453 10987
3300 6550 9906
3300 6429 11523
3300 9095 16469
3300 4007 9273
3300 4675 7323
3300 2227 8351
3300 9134 15648
3300 7137 14721
3400 4461 9846
3400 3239 12334
3400 7247 11308
3400 4116 14533
