n przestawienia porównania
1900 2150 4054
1900 1590 3502
1900 2111 4018
1900 837 2747
1900 489 2397
1900 1447 3353
1900 2022 3930
1900 923 2831
1900 2020 3924
1900 3037 4944
1900 5724 7638
1900 608 2515
1900 772 2682
1900 2762 4671
1900 481 2389
1900 2785 4697
1900 3586 5496
1900 553 2459
1900 2504 4415
1900 1495 3403
1900 41 1946
1900 3068 4974
1900 1271 3180
1900 4136 6051
1900 3364 5273
1900 97 2000
1900 2224 4133
1900 221 2127
1900 2928 4835
1900 2773 4678
1900 775 2682
1900 569 2476
1900 1880 3790
1900 398 2304
1900 1117 3026
1900 1276 3182
1900 2071 3979
1900 890 2797
1900 233 2136
1900 1540 3448
1900 740 2645
1900 1342 3249
1900 1543 3450
1900 7374 9284
1900 4251 6160
1900 2786 4694
1900 4115 6022
1900 3585 5494
1900 2342 4251
1900 2046 3956
1900 733 2640
1900 351 2256
1900 2621 4529
1900 2893 4802
1900 1352 3263
1900 993 2901
1900 218 2123
1900 3852 5762
1900 1520 3428
1900 223 2132
1900 2731 4639
1900 1015 2920
1900 1086 2996
1900 1059 2965
1900 2490 4400
1900 4627 6540
1900 2981 4891
1900 1786 3692
1900 1438 3344
2000 2715 4724
2000 2457 4465
2000 2238 4247
2000 395 2401
2000 287 2293
2000 1843 3850
2000 1286 3295
2000 3005 5014
2000 1569 3577
2000 2810 4816
2000 3907 5921
2000 1377 3388
2000 3361 5369
2000 771 2776
2000 2511 4519
2000 169 2175
2000 4639 6651
2000 1573 3578
2000 493 2499
2000 2604 4611
2000 3095 5102
2000 1789 3798
2000 4355 6365
2000 1515 3522
2000 968 2978
2000 4686 6696
2000 392 2397
2000 3329 5336
2000 865 2871
2000 1919 3925
2000 3023 5035
2000 1119 3125
2000 47 2052
2000 3051 5059
2000 264 2272
2000 4481 6488
2000 764 2771
2000 174 2179
2000 3947 5955
2000 2582 4594
2000 1852 3857
2000 7248 9260
2000 2419 4425
2000 187 2193
2000 4455 6467
2000 2880 4890
2000 223 2228
2000 1092 3100
2000 1123 3132
2000 5477 7485
2000 3457 5467
2000 1159 3165
2000 2352 4359
2000 1861 3865
2000 1649 3655
2000 3731 5741
2000 4605 6620
2000 2331 4339
2000 896 2903
2000 2526 4531
2000 720 2727
2000 2103 4112
2000 649 2656
2000 1640 3645
2000 1063 3068
2000 2368 4376
2000 3751 5760
2000 3875 5884
2000 478 2489
2000 2341 4351
2000 1211 3215
2000 4699 6711
2000 2283 4289
2000 2814 4820
2000 687 2695
2000 551 2561
2000 546 2551
2000 3590 5595
2000 5001 7011
2000 5029 7042
2000 2172 4177
2000 848 2855
2000 804 2811
2000 1921 3929
2000 508 2515
2000 5991 7997
2000 473 2480
2000 1448 3454
2000 2952 4960
2000 110 2115
2000 732 2740
2000 439 2444
2000 2712 4725
2000 5153 7164
2000 2142 4151
2000 2591 4604
2000 4366 6376
2000 449 2458
2000 2157 4168
2000 5298 7307
2100 3560 5670
2100 1257 3366
2100 2225 4335
2100 6447 8559
2100 550 2657
2100 1797 3904
2100 4874 6985
2100 1974 4084
2100 501 2608
2100 3725 5840
2100 3079 5190
2100 471 2581
2100 3106 5217
2100 449 2556
2100 3176 5286
2100 3273 5383
2100 2558 4667
2100 2479 4589
2100 789 2894
2100 3074 5184
2100 5741 7851
2100 602 2706
2100 1167 3275
2100 1533 3642
2100 984 3092
2100 2743 4849
2100 366 2470
2100 3266 5377
2100 1762 3869
2100 907 3016
2100 3386 5494
2100 1750 3859
2100 1260 3366
2100 1408 3518
2100 4777 6884
2100 4478 6589
2100 1927 4035
2100 2925 5036
2100 929 3033
2100 2211 4321
2100 914 3018
2100 4882 6992
2100 1164 3274
2100 4697 6807
2100 6045 8155
2100 1130 3234
2100 3166 5274
2100 2191 4299
2100 65 2171
2100 481 2587
2100 1550 3661
2100 4766 6880
2100 2438 4543
2100 1542 3652
2100 971 3080
2100 3072 5177
2100 4515 6626
2100 3151 5258
2100 2904 5010
2100 3115 5227
2100 2382 4489
2100 2841 4949
2100 3908 6016
2100 1471 3578
2100 1917 4027
2100 912 3023
2100 3708 5821
2100 548 2653
2100 1597 3703
2100 1524 3628
2100 5448 7561
2100 3837 5947
2100 3011 5115
2100 715 2824
2100 3222 5334
2100 2064 4172
2100 5238 7348
2100 777 2885
2100 2546 4652
2100 3906 6015
2100 1711 3821
2100 681 2786
2100 2196 4305
2100 633 2740
2100 1175 3283
2100 3441 5552
2100 2465 4577
2100 1537 3647
2100 314 2421
2100 291 2398
2100 114 2218
2100 68 2172
2100 70 2172
2100 3146 5257
2100 816 2926
2100 709 2815
2100 2768 4879
2100 1686 3791
2100 14 2117
2100 9 2112
2200 3235 5446
2200 2290 4498
2200 5712 7923
2200 1298 3501
2200 1134 3344
2200 560 2767
2200 2168 4378
2200 2836 5049
2200 2868 5074
2200 1482 3690
2200 853 3060
2200 1986 4195
2200 1741 3948
2200 5246 7455
2200 6242 8457
2200 2406 4613
2200 564 2769
2200 3707 5914
2200 882 3091
2200 1344 3550
2200 3367 5579
2200 1304 3511
2200 1912 4115
2200 2608 4818
2200 93 2299
2200 452 2658
2200 1607 3817
2200 2917 5128
2200 1154 3360
2200 2171 4373
2200 1623 3832
2200 1995 4200
2200 3772 5982
2200 1378 3585
2200 3120 5330
2200 1432 3641
2200 2147 4354
2200 1111 3316
2200 446 2653
2200 1267 3478
2200 5570 7782
2200 1216 3422
2200 391 2597
2200 577 2781
2200 288 2492
2200 1906 4111
2200 2066 4273
2200 6057 8265
2200 6071 8282
2200 51 2253
2200 2889 5099
2200 4251 6458
2200 2797 5006
2200 861 3067
2200 496 2704
2200 383 2589
2200 2641 4850
2200 2029 4240
2200 2211 4419
2200 1742 3953
2200 1412 3618
2200 2249 4457
2200 102 2308
2200 951 3161
2200 3345 5557
2200 2947 5156
2200 99 2305
2200 816 3021
2200 550 2756
2200 985 3194
2200 2354 4560
2200 3737 5948
2200 487 2694
2200 1790 3997
2200 2195 4403
2200 550 2759
2200 2088 4292
2200 1044 3250
2200 1757 3967
2200 1633 3841
2200 2395 4605
2200 1227 3434
2200 609 2818
2200 1846 4056
2200 773 2980
2200 2976 5184
2200 834 3040
2200 3819 6027
2200 2025 4231
2200 4264 6474
2200 1953 4159
2200 700 2910
2200 552 2757
2200 2468 4675
2200 4033 6242
2200 3155 5367
2200 2731 4941
2200 607 2812
2200 2121 4327
2200 478 2686
2300 3698 6006
2300 2967 5277
2300 8855 11170
2300 693 3001
2300 3752 6060
2300 162 2468
2300 1457 3763
2300 1324 3630
2300 935 3243
2300 1715 4024
2300 1560 3872
2300 4599 6906
2300 1390 3697
2300 483 2793
2300 1444 3752
2300 2532 4844
2300 3586 5892
2300 4709 7019
2300 5113 7423
2300 2712 5020
2300 2045 4352
2300 4073 6381
2300 41 2345
2300 2355 4662
2300 1993 4299
2300 3768 6076
2300 848 3158
2300 1278 3583
2300 196 2501
2300 3055 5365
2300 3055 5365
2300 4669 6976
2300 1906 4212
2300 286 2591
2300 4300 6613
2300 2351 4661
2300 3832 6143
2300 288 2596
2300 2077 4384
2300 1767 4075
2300 450 2756
2300 3561 5875
2300 1953 4260
2300 3107 5414
2300 1655 3962
2300 564 2871
2300 2633 4939
2300 1746 4051
2300 907 3214
2300 499 2805
2300 419 2725
2300 4454 6765
2300 1250 3559
2300 1891 4197
2300 1952 4258
2300 2329 4637
2300 2662 4971
2300 819 3125
2300 85 2392
2300 5267 7577
2300 4589 6900
2300 2900 5206
2300 974 3279
2300 4584 6898
2300 2703 5014
2300 2178 4489
2300 1797 4105
2300 4588 6897
2300 5398 7706
2300 1090 3396
2300 1877 4182
2300 498 2801
2300 2937 5243
2300 2164 4474
2300 3819 6128
2300 2471 4779
2300 859 3165
2300 2708 5018
2300 1134 3442
2300 34 2336
2300 1413 3720
2300 845 3151
2300 911 3219
2300 528 2832
2300 1520 3829
2300 2492 4796
2300 4434 6746
2300 5996 8308
2300 882 3188
2300 1880 4188
2300 2995 5302
2300 2447 4756
2300 771 3082
2300 3492 5800
2300 3951 6259
2300 2253 4566
2300 707 3013
2300 917 3227
2300 1213 3517
2300 2530 4838
2400 122 2526
2400 741 3148
2400 1048 3455
2400 6627 9041
2400 2373 4784
2400 12 2414
2400 3053 5461
2400 4346 6759
2400 1986 4391
2400 49 2454
2400 5196 7609
2400 2422 4834
2400 167 2576
2400 2116 4525
2400 3181 5594
2400 4990 7396
2400 2823 5234
2400 4758 7172
2400 4102 6510
2400 632 3038
2400 5522 7932
2400 1163 3571
2400 5037 7445
2400 3529 5940
2400 2856 5267
2400 10 2413
2400 932 3337
2400 3652 6062
2400 276 2684
2400 2889 5295
2400 1374 3785
2400 6527 8940
2400 2959 5370
2400 3205 5614
2400 3186 5596
2400 2533 4939
2400 1106 3512
2400 2175 4581
2400 1379 3786
2400 1013 3419
2400 781 3189
2400 1149 3555
2400 3206 5618
2400 1927 4335
2400 4256 6670
2400 967 3376
2400 2241 4646
2400 1876 4285
2400 5776 8184
2400 1368 3778
2400 986 3393
2400 2619 5027
2400 2990 5400
2400 1892 4303
2400 854 3261
2400 971 3379
2400 470 2876
2400 2140 4548
2400 5684 8098
2400 1262 3669
2400 290 2695
2400 1027 3434
2400 3972 6382
2400 1994 4402
2400 4051 6461
2400 690 3101
2400 1557 3967
2400 2353 4760
2400 719 3127
2400 2122 4530
2400 3265 5672
2400 1454 3862
2400 383 2794
2400 4528 6937
2400 292 2697
2400 3010 5418
2400 2080 4485
2400 1156 3562
2400 520 2924
2400 2807 5212
2400 3076 5483
2400 3738 6146
2400 396 2804
2400 3626 6034
2400 212 2618
2400 561 2967
2400 2485 4891
2400 5887 8297
2400 2943 5351
2400 2005 4415
2400 2353 4760
2400 3895 6304
2400 1294 3702
2400 967 3375
2400 4354 6761
2400 2099 4505
2400 2900 5309
2400 9085 11499
2400 4267 6676
2400 1495 3906
2500 1210 3719
2500 411 2917
2500 490 2995
2500 2246 4755
2500 519 3025
2500 2778 5290
2500 687 3194
2500 3790 6299
2500 2128 4637
2500 2688 5193
2500 1648 4156
2500 378 2885
2500 4892 7401
2500 4370 6880
2500 134 2637
2500 2841 5351
2500 1461 3967
2500 1123 3633
2500 915 3421
2500 448 2954
2500 3758 6264
2500 195 2704
2500 1243 3749
2500 1105 3608
2500 2166 4678
2500 1096 3605
2500 4471 6979
2500 4013 6527
2500 1308 3812
2500 822 3327
2500 3287 5794
2500 5815 8323
2500 353 2860
2500 1449 3954
2500 31 2535
2500 1621 4128
2500 2950 5461
2500 3328 5837
2500 373 2877
2500 2663 5171
2500 29 2533
2500 5356 7871
2500 7145 9657
2500 3034 5540
2500 3894 6406
2500 5930 8438
2500 506 3012
2500 2753 5260
2500 2061 4567
2500 2765 5273
2500 1505 4012
2500 3360 5872
2500 1043 3553
2500 4634 7143
2500 450 2959
2500 1367 3878
2500 5285 7800
2500 3734 6243
2500 3760 6272
2500 5502 8011
2500 3461 5969
2500 1857 4363
2500 1062 3567
2500 6352 8862
2500 4494 7001
2500 4764 7270
2500 237 2740
2500 5273 7790
2500 4096 6604
2500 4217 6726
2500 809 3319
2500 281 2785
2500 960 3468
2500 1832 4337
2500 2324 4836
2500 2763 5269
2500 2479 4989
2500 2290 4799
2500 5362 7871
2500 4549 7059
2500 6531 9045
2500 106 2611
2500 2550 5062
2500 4316 6822
2500 3126 5635
2500 1653 4162
2500 2771 5281
2500 1552 4063
2500 2798 5312
2500 1235 3741
2500 3013 5525
2500 49 2555
2500 174 2677
2500 558 3064
2500 2429 4938
2500 29 2533
2500 3493 6001
2500 2888 5395
2500 2678 5184
2500 4250 6761
2600 4039 6645
2600 2890 5498
2600 4563 7176
2600 2523 5130
2600 2797 5408
2600 2520 5132
2600 1142 3753
2600 671 3278
2600 4802 7414
2600 44 2648
2600 1668 4281
2600 772 3375
2600 2773 5381
2600 4422 7033
2600 165 2771
2600 2163 4773
2600 1136 3744
2600 304 2909
2600 1490 4097
2600 3672 6285
2600 1652 4258
2600 3856 6465
2600 713 3324
2600 2687 5296
2600 1902 4508
2600 776 3384
2600 2621 5228
2600 850 3457
2600 2903 5508
2600 2582 5192
2600 1305 3918
2600 4345 6957
2600 1829 4436
2600 3390 5997
2600 6612 9220
2600 3151 5762
2600 65 2669
2600 1669 4278
2600 1671 4277
2600 4099 6704
2600 1747 4357
2600 2218 4826
2600 4330 6937
2600 5267 7875
2600 2751 5359
2600 943 3549
2600 2962 5569
2600 1006 3613
2600 4479 7088
2600 5286 7896
2600 4598 7205
2600 4471 7082
2600 1746 4353
2600 5027 7639
2600 2898 5510
2600 1139 3746
2600 5714 8328
2600 1696 4305
2600 2533 5141
2600 3425 6037
2600 5284 7894
2600 2245 4852
2600 2820 5428
2600 5200 7806
2600 1701 4310
2600 1323 3931
2600 6855 9469
2600 5285 7896
2600 6073 8685
2600 4897 7508
2600 2385 4995
2600 1080 3691
2600 1788 4397
2600 2552 5161
2600 3103 5715
2600 4874 7490
2600 3589 6197
2600 2436 5045
2600 1120 3728
2600 2962 5579
2600 4441 7052
2600 1539 4147
2600 142 2749
2600 3590 6196
2600 2633 5245
2600 3635 6248
2600 1075 3685
2600 370 2977
2600 201 2806
2600 2433 5039
2600 2948 5557
2600 448 3056
2600 2136 4745
2600 816 3422
2600 2177 4789
2600 618 3223
2600 936 3545
2600 4125 6733
2600 2003 4613
2600 2219 4832
2700 1948 4654
2700 2776 5490
2700 493 3199
2700 1999 4705
2700 848 3553
2700 956 3665
2700 1202 3910
2700 5311 8024
2700 6296 9009
2700 681 3386
2700 3473 6179
2700 6606 9315
2700 3209 5918
2700 3697 6408
2700 4918 7630
2700 5287 8000
2700 1682 4386
2700 5811 8523
2700 2774 5483
2700 3808 6514
2700 4575 7286
2700 4817 7529
2700 1323 4030
2700 578 3287
2700 4532 7239
2700 3630 6340
2700 4129 6836
2700 3216 5921
2700 3219 5928
2700 558 3263
2700 510 3217
2700 605 3310
2700 1334 4040
2700 1044 3750
2700 1566 4276
2700 1831 4536
2700 3464 6170
2700 4828 7535
2700 3114 5822
2700 1227 3936
2700 1701 4410
2700 2878 5585
2700 1473 4177
2700 4406 7111
2700 2246 4952
2700 5616 8327
2700 3243 5954
2700 1934 4637
2700 1104 3813
2700 3663 6373
2700 4666 7373
2700 4490 7199
2700 3081 5787
2700 1569 4275
2700 3235 5940
2700 7319 10030
2700 5168 7879
2700 4247 6959
2700 3715 6421
2700 1485 4194
2700 53 2756
2700 3806 6512
2700 2034 4743
2700 3892 6601
2700 2114 4820
2700 3553 6265
2700 2785 5495
2700 3230 5934
2700 1373 4079
2700 4362 7069
2700 2992 5699
2700 3431 6139
2700 2622 5332
2700 4924 7634
2700 2197 4902
2700 3578 6285
2700 2729 5433
2700 2891 5600
2700 2936 5648
2700 1595 4302
2700 415 3121
2700 2277 4980
2700 4077 6785
2700 3729 6438
2700 381 3086
2700 4995 7706
2700 3997 6709
2700 2108 4816
2700 415 3123
2700 4975 7685
2700 1406 4113
2700 302 3007
2700 1020 3727
2700 2542 5250
2700 1751 4459
2700 8045 10755
2700 2150 4855
2700 3070 5775
2700 2446 5152
2700 3615 6328
2800 905 3715
2800 3143 5953
2800 3500 6313
2800 2943 5756
2800 2541 5352
2800 1510 4317
2800 5521 8330
2800 3435 6246
2800 519 3325
2800 5412 8223
2800 1376 4185
2800 1153 3961
2800 1169 3976
2800 1198 4003
2800 2064 4875
2800 5413 8222
2800 2203 5013
2800 9082 11895
2800 461 3267
2800 215 3020
2800 3855 6661
2800 286 3090
2800 1468 4275
2800 1046 3849
2800 2677 5484
2800 1632 4441
2800 4463 7274
2800 2553 5363
2800 35 2840
2800 2721 5529
2800 2157 4963
2800 2990 5798
2800 5313 8123
2800 3022 5830
2800 6883 9693
2800 5816 8625
2800 3499 6308
2800 330 3138
2800 5503 8311
2800 275 3085
2800 388 3197
2800 2650 5458
2800 159 2966
2800 469 3276
2800 1289 4102
2800 882 3692
2800 3472 6282
2800 47 2852
2800 3614 6422
2800 3149 5957
2800 2146 4955
2800 1128 3936
2800 3458 6268
2800 741 3548
2800 4223 7031
2800 208 3014
2800 394 3198
2800 5389 8199
2800 2820 5628
2800 2288 5096
2800 254 3060
2800 764 3569
2800 540 3344
2800 2061 4865
2800 2130 4938
2800 6398 9206
2800 5560 8371
2800 5001 7814
2800 1553 4361
2800 2169 4975
2800 6818 9630
2800 1872 4678
2800 1255 4059
2800 121 2926
2800 1315 4120
2800 1062 3871
2800 3762 6574
2800 1076 3881
2800 867 3672
2800 5883 8692
2800 3544 6351
2800 2769 5576
2800 4336 7142
2800 7037 9852
2800 887 3695
2800 6214 9020
2800 2777 5580
2800 3235 6042
2800 6747 9557
2800 2230 5039
2800 1736 4546
2800 1553 4359
2800 4499 7314
2800 1742 4551
2800 3167 5974
2800 4788 7599
2800 1760 4569
2800 3684 6491
2800 5963 8771
2800 2136 4944
2900 1981 4889
2900 5579 8492
2900 2569 5475
2900 1807 4713
2900 824 3732
2900 3015 5927
2900 3492 6405
2900 5884 8792
2900 191 3097
2900 2164 5069
2900 5302 8216
2900 298 3207
2900 2253 5161
2900 1268 4177
2900 2641 5551
2900 4945 7856
2900 5139 8049
2900 1074 3982
2900 4226 7136
2900 1907 4816
2900 4900 7809
2900 571 3476
2900 3353 6266
2900 6759 9669
2900 1801 4712
2900 4114 7019
2900 4171 7079
2900 3795 6707
2900 2034 4943
2900 3126 6031
2900 2191 5100
2900 2051 4961
2900 916 3823
2900 4920 7826
2900 2569 5476
2900 7063 9974
2900 992 3901
2900 1343 4246
2900 344 3249
2900 3903 6813
2900 913 3820
2900 4206 7116
2900 4517 7425
2900 2324 5236
2900 2793 5701
2900 798 3705
2900 525 3430
2900 3218 6129
2900 3636 6542
2900 1955 4865
2900 308 3213
2900 7107 10017
2900 5660 8568
2900 2865 5776
2900 3032 5943
2900 4072 6983
2900 4042 6946
2900 1102 4007
2900 1540 4450
2900 5344 8254
2900 6882 9791
2900 1187 4094
2900 3830 6740
2900 1311 4220
2900 2438 5349
2900 512 3417
2900 2975 5882
2900 1266 4174
2900 3183 6090
2900 421 3328
2900 3898 6805
2900 2376 5281
2900 8677 11591
2900 9 2911
2900 3087 5996
2900 1997 4906
2900 3043 5951
2900 565 3471
2900 711 3615
2900 4244 7157
2900 1299 4206
2900 2818 5726
2900 2955 5859
2900 1509 4415
2900 4369 7280
2900 2680 5587
2900 4212 7121
2900 4315 7221
2900 7403 10313
2900 943 3852
2900 1718 4623
2900 2897 5805
2900 2018 4925
2900 4200 7109
2900 5958 8866
2900 3508 6418
2900 2843 5754
2900 418 3326
2900 2193 5100
2900 7819 10727
3000 2480 5489
3000 4575 7581
3000 1481 4488
3000 1767 4773
3000 3067 6077
3000 4173 7185
3000 24 3028
3000 5025 8036
3000 828 3835
3000 2 3003
3000 6654 9669
3000 2840 5849
3000 870 3876
3000 8297 11310
3000 3476 6485
3000 4324 7333
3000 1146 4151
3000 464 3471
3000 4386 7395
3000 704 3708
3000 1664 4673
3000 3354 6363
3000 513 3518
3000 7143 10156
3000 520 3529
3000 3904 6913
3000 4654 7662
3000 8574 11586
3000 5276 8284
3000 194 3199
3000 2594 5605
3000 361 3370
3000 4923 7930
3000 2992 6001
3000 478 3486
3000 4454 7461
3000 769 3778
3000 1984 4991
3000 6325 9338
3000 6355 9366
3000 2304 5314
3000 3333 6340
3000 1862 4869
3000 5221 8236
3000 2289 5300
3000 1131 4138
3000 3720 6734
3000 417 3422
3000 1055 4062
3000 5763 8768
3000 2255 5264
3000 2875 5882
3000 5906 8917
3000 2076 5085
3000 2070 5077
3000 4757 7765
3000 2923 5934
3000 4174 7181
3000 10605 13618
3000 3514 6522
3000 1181 4190
3000 5652 8659
3000 3265 6277
3000 10866 13878
3000 2714 5720
3000 1898 4906
3000 1703 4710
3000 4090 7100
3000 2946 5952
3000 2039 5047
3000 3799 6807
3000 2459 5465
3000 5210 8219
3000 4178 7188
3000 1286 4289
3000 1924 4931
3000 2477 5484
3000 3200 6209
3000 3324 6330
3000 6161 9169
3000 155 3160
3000 1029 4034
3000 1394 4402
3000 64 3069
3000 1101 4107
3000 835 3842
3000 7091 10101
3000 1641 4651
3000 5143 8156
3000 3741 6753
3000 2913 5922
3000 2655 5662
3000 2644 5649
3000 994 4002
3000 3073 6083
3000 722 3731
3000 4457 7466
3000 1640 4651
3000 4658 7666
3000 6415 9424
3100 4133 7238
3100 1387 4492
3100 3761 6871
3100 4455 7567
3100 3520 6631
3100 1538 4645
3100 1976 5082
3100 6660 9766
3100 3350 6458
3100 5101 8210
3100 3903 7013
3100 6002 9110
3100 6426 9536
3100 823 3927
3100 4397 7503
3100 523 3628
3100 4379 7491
3100 183 3288
3100 724 3832
3100 4194 7303
3100 2050 5160
3100 596 3700
3100 731 3837
3100 3176 6291
3100 1014 4119
3100 4904 8017
3100 1914 5023
3100 3994 7100
3100 4747 7858
3100 4161 7273
3100 781 3889
3100 1532 4639
3100 3632 6743
3100 8372 11483
3100 5388 8501
3100 4955 8065
3100 5657 8763
3100 3374 6482
3100 4986 8094
3100 6984 10094
3100 2707 5813
3100 1140 4249
3100 737 3844
3100 309 3414
3100 7581 10695
3100 109 3212
3100 4500 7605
3100 2623 5732
3100 596 3704
3100 1870 4983
3100 46 3150
3100 1250 4365
3100 146 3250
3100 3220 6330
3100 2434 5541
3100 478 3585
3100 4526 7635
3100 4600 7709
3100 2681 5789
3100 513 3623
3100 4440 7547
3100 4746 7856
3100 5227 8338
3100 1548 4657
3100 2249 5358
3100 3198 6306
3100 450 3557
3100 2504 5614
3100 4724 7827
3100 1595 4705
3100 1430 4536
3100 4141 7254
3100 3657 6763
3100 2165 5275
3100 673 3777
3100 2956 6066
3100 2154 5261
3100 3054 6161
3100 1807 4920
3100 2881 5986
3100 8525 11637
3100 1772 4881
3100 2475 5586
3100 4353 7464
3100 2221 5331
3100 3622 6731
3100 2243 5353
3100 4165 7277
3100 1093 4201
3100 7541 10650
3100 1477 4584
3100 5497 8605
3100 4945 8058
3100 3003 6110
3100 2022 5130
3100 908 4015
3100 5441 8547
3100 1706 4813
3100 1248 4357
3100 4738 7847
3200 2874 6086
3200 5397 8611
3200 6272 9485
3200 2541 5747
3200 3650 6858
3200 5141 8348
3200 5575 8783
3200 4228 7438
3200 4467 7674
3200 1323 4527
3200 1553 4760
3200 4937 8148
3200 12326 15538
3200 577 3786
3200 4268 7477
3200 1646 4856
3200 5409 8619
3200 7717 10923
3200 2789 5997
3200 2690 5897
3200 2579 5791
3200 1082 4292
3200 2013 5218
3200 4846 8054
3200 922 4128
3200 1358 4571
3200 4845 8060
3200 4956 8163
3200 2443 5650
3200 1390 4601
3200 4729 7937
3200 4722 7929
3200 4875 8082
3200 3719 6928
3200 2148 5356
3200 783 3994
3200 3556 6769
3200 7556 10771
3200 8343 11553
3200 4300 7511
3200 875 4087
3200 2169 5376
3200 528 3734
3200 5348 8564
3200 1670 4881
3200 1927 5133
3200 833 4042
3200 3181 6389
3200 61 3266
3200 2542 5753
3200 3951 7164
3200 2394 5601
3200 522 3727
3200 2772 5984
3200 1345 4552
3200 5153 8362
3200 705 3911
3200 597 3809
3200 645 3851
3200 7802 11018
3200 1189 4397
3200 3825 7039
3200 7547 10755
3200 3579 6787
3200 1676 4886
3200 6096 9312
3200 1973 5182
3200 3134 6346
3200 1959 5172
3200 167 3372
3200 3162 6370
3200 2625 5832
3200 459 3666
3200 4913 8124
3200 2465 5672
3200 351 3565
3200 5498 8711
3200 4508 7717
3200 1390 4601
3200 3307 6516
3200 6830 10039
3200 1890 5095
3200 7140 10349
3200 2511 5716
3200 1193 4400
3200 2521 5726
3200 2771 5985
3200 2670 5877
3200 2730 5946
3200 688 3895
3200 5698 8908
3200 2722 5930
3200 4894 8100
3200 1330 4543
3200 1955 5165
3200 6554 9762
3200 5632 8841
3200 1454 4658
3200 1000 4206
3200 3931 7145
3300 1969 5281
3300 3805 7113
3300 4251 7559
3300 1034 4344
3300 1685 4992
3300 4095 7407
3300 4821 8128
3300 512 3820
3300 4002 7308
3300 455 3761
3300 783 4089
3300 2543 5847
3300 2781 6087
3300 649 3952
3300 3244 6551
3300 4591 7899
3300 1937 5244
3300 4687 7993
3300 5093 8404
3300 1568 4878
3300 4751 8057
3300 2806 6117
3300 4112 7427
3300 442 3748
3300 3891 7199
3300 5478 8785
3300 3885 7194
3300 1020 4327
3300 832 4140
3300 663 3969
3300 5949 9259
3300 629 3935
3300 86 3390
3300 1370 4676
3300 3647 6960
3300 4668 7980
3300 3262 6570
3300 2891 6199
3300 474 3782
3300 193 3500
3300 3587 6895
3300 2882 6188
3300 3485 6791
3300 7651 10965
3300 5426 8734
3300 4932 8238
3300 6750 10065
3300 58 3361
3300 1868 5172
3300 1074 4383
3300 4293 7602
3300 946 4252
3300 808 4114
3300 3337 6646
3300 3321 6632
3300 2241 5548
3300 1585 4896
3300 4821 8128
3300 1275 4579
3300 1597 4907
3300 3662 6966
3300 3509 6817
3300 4403 7712
3300 1440 4746
3300 135 3439
3300 5902 9210
3300 6636 9949
3300 6718 10026
3300 3702 7009
3300 11037 14349
3300 4515 7825
3300 2118 5426
3300 2926 6235
3300 2222 5530
3300 4226 7536
3300 74 3379
3300 4308 7616
3300 5509 8820
3300 7968 11280
3300 6508 9822
3300 1145 4451
3300 3647 6959
3300 3118 6429
3300 5082 8396
3300 8527 11839
3300 1815 5124
3300 3246 6555
3300 329 3634
3300 3781 7086
3300 1290 4600
3300 1212 4519
3300 1189 4496
3300 5734 9047
3300 4559 7864
3300 6243 9550
3300 1671 4985
3300 7621 10932
3300 1345 4654
3300 6869 10179
3300 3159 6465
3400 3649 7058
3400 1176 4585
3400 6963 10379
3400 1560 4968
3400 1273 4680
3400 423 3830
3400 2458 5864
3400 1885 5291
3400 991 4398
3400 2149 5557
3400 2113 5521
3400 18 3421
3400 157 3562
3400 4492 7903
3400 3203 6609
3400 339 3743
3400 7262 10674
3400 94 3500
3400 6891 10303
3400 301 3705
3400 3476 6881
3400 5054 8466
3400 9555 12967
3400 2584 5992
3400 5099 8508
3400 4513 7920
3400 2838 6246
3400 4868 8276
3400 5233 8647
3400 4863 8275
3400 7195 10605
3400 2473 5885
3400 334 3741
3400 9989 13405
3400 7092 10504
3400 3895 7303
3400 1724 5129
3400 1891 5300
3400 2854 6259
3400 4763 8177
3400 6239 9650
3400 1391 4801
3400 4933 8347
3400 3599 7005
3400 10972 14387
3400 5027 8436
3400 10551 13961
3400 1501 4908
3400 4408 7815
3400 1304 4712
3400 1360 4771
3400 4759 8166
3400 5999 9409
3400 2200 5609
3400 4651 8058
3400 11729 15143
3400 1987 5397
3400 2537 5948
3400 4233 7644
3400 4591 8002
3400 8257 11668
3400 847 4251
3400 3765 7171
3400 3204 6612
3400 2346 5753
3400 6819 10229
3400 6149 9557
3400 4671 8079
3400 3903 7315
3400 6151 9561
3400 2344 5756
3400 8284 11690
3400 5541 8950
3400 367 3771
3400 5410 8817
3400 902 4312
3400 1635 5045
3400 1429 4837
3400 646 4052
3400 269 3675
3400 6034 9442
3400 6008 9414
3400 6292 9701
3400 3032 6441
3400 4789 8198
3400 1809 5214
3400 4895 8306
3400 5055 8463
3400 2042 5449
3400 1803 5214
3400 1408 4814
3400 1327 4733
3400 4871 8281
3400 383 3786
3400 720 4128
3400 7329 10739
3400 1928 5338
3400 7762 11175
3400 4744 8152
3400 2806 6217
3500 2867 6376
3500 4868 8376
3500 7353 10860
3500 5947 9459
3500 1611 5116
3500 1086 4594
3500 74 3578
3500 1495 4999
3500 5818 9326
3500 5932 9445
3500 6039 9549
3500 1992 5502
3500 1433 4941
3500 3969 7477
3500 1501 5006
3500 7276 10785
3500 5780 9287
3500 8211 11724
3500 4460 7969
3500 5325 8832
3500 2283 5788
3500 4564 8075
3500 4139 7650
