n przestawienia porównania czas
200 1216 1382 0.017
200 1170 1165 0.064
200 1289 1478 0.023
200 1248 1312 0.017
200 1330 1403 0.019
200 1331 1371 0.017
200 1347 1516 0.02
200 1300 1223 0.017
200 1327 1481 0.018
200 1313 1443 0.019
200 1275 1418 0.018
200 1233 1373 0.018
300 2064 2143 0.03
300 2006 2047 0.03
300 1837 1739 0.026
300 2000 1923 0.026
300 1932 2111 0.026
300 1847 1917 0.024
300 1896 1822 0.025
300 1992 2104 0.027
300 2103 2178 0.028
300 1875 2148 0.025
300 1964 1916 0.026
300 1794 2023 0.03
300 1989 1887 0.026
300 2037 2259 0.026
300 2050 2025 0.037
300 2061 1934 0.026
300 1958 1945 0.03
300 1907 2037 0.025
300 2033 2149 0.027
300 1903 1937 0.025
300 2118 2405 0.028
300 2095 2145 0.027
300 1870 1890 0.025
300 2006 2059 0.026
300 1987 1987 0.031
300 1995 2219 0.026
300 2145 2068 0.028
300 1981 2231 0.027
300 1850 1917 0.025
300 1999 2070 0.027
300 2019 2179 0.028
300 1813 1721 0.024
300 2006 1904 0.026
300 1834 1935 0.025
300 1888 1957 0.028
300 2106 2242 0.028
300 1937 2149 0.026
300 2011 2016 0.027
300 1850 1738 0.023
300 1902 2017 0.025
300 1958 2094 0.026
300 2016 2187 0.026
300 1953 1878 0.025
300 1851 1902 0.027
300 1957 2145 0.061
300 2031 2061 0.025
300 1982 2213 0.027
300 2029 2325 0.03
300 2015 1967 0.026
300 1999 1937 0.025
300 1951 2091 0.024
300 1933 1977 0.026
300 2048 2056 0.028
300 1932 2005 0.025
300 1916 2044 0.024
300 1959 2032 0.025
300 2091 2232 0.027
300 1902 1912 0.025
300 1998 2143 0.026
300 1982 2043 0.025
300 1995 2034 0.027
300 1949 1997 0.024
300 2093 2028 0.028
300 1968 1918 0.025
300 1978 1955 0.026
300 2011 2130 0.027
300 2000 2032 0.026
300 1956 1898 0.026
300 2147 2294 0.029
300 2046 2284 0.027
300 2083 2043 0.027
300 1841 1936 0.026
300 2062 2307 0.027
300 2109 2119 0.028
300 1863 1873 0.028
300 1943 1978 0.026
300 1914 2102 0.025
300 2000 2133 0.026
300 1881 2078 0.026
300 2077 2203 0.027
300 2015 2143 0.032
300 1929 2063 0.026
300 2030 2103 0.027
300 2025 2163 0.026
300 2018 2064 0.026
300 1921 1883 0.024
300 2104 2119 0.028
300 1945 2066 0.026
300 2020 1979 0.026
300 1983 1957 0.029
300 2110 2177 0.031
300 2030 2028 0.027
300 1942 2096 0.027
300 2037 1972 0.027
300 2019 2159 0.027
300 1887 1828 0.024
300 2005 2157 0.026
300 2045 2301 0.032
300 2030 2041 0.025
300 1912 2077 0.024
400 2737 2820 0.038
400 2580 2576 0.034
400 2725 2916 0.035
400 2556 2716 0.031
400 2745 2767 0.04
400 2691 2754 0.034
400 2603 2692 0.033
400 2595 2551 0.033
400 2721 2847 0.044
400 2718 2808 0.034
400 2470 2372 0.037
400 2669 2693 0.049
400 2739 2788 0.039
400 2794 2692 0.035
400 2915 2907 0.034
400 2744 2739 0.034
400 2770 2734 0.034
400 2646 2555 0.038
400 2657 2686 0.033
400 2727 2864 0.033
400 2696 2807 0.033
400 2416 2383 0.04
400 2912 2924 0.052
400 2708 3068 0.035
400 2749 3011 0.034
400 2563 2774 0.037
400 2514 2717 0.032
400 2541 2621 0.032
400 2627 2715 0.033
400 2637 2718 0.033
400 2831 3100 0.034
400 2640 2842 0.034
400 2749 2929 0.057
400 2722 2837 0.044
400 2586 2826 0.033
400 2533 2648 0.031
400 2801 2684 0.033
400 2747 2711 0.041
400 2736 2672 0.032
400 2644 2617 0.032
400 2716 2939 0.035
400 2663 2659 0.032
400 2594 2742 0.033
400 2729 2911 0.034
400 2683 2737 0.034
400 2506 2582 0.04
400 2692 2651 0.043
400 2739 2773 0.034
400 2552 2687 0.034
400 2618 2624 0.032
400 2876 2998 0.048
400 2595 2863 0.041
400 2700 2941 0.033
400 2625 2863 0.036
400 2631 2893 0.034
400 2530 2591 0.034
400 2640 2898 0.043
400 2779 2997 0.035
400 2721 2545 0.034
400 2896 2972 0.035
400 2703 2844 0.034
400 2726 2608 0.034
400 2625 2773 0.032
400 2565 2477 0.033
400 2849 2968 0.037
400 2712 2648 0.033
400 2735 2982 0.041
400 2699 2694 0.033
400 2673 3003 0.033
400 2691 2920 0.034
400 2579 2714 0.038
400 2613 2873 0.033
400 2508 2508 0.032
400 2494 2416 0.031
400 2763 2829 0.033
400 2658 2545 0.033
400 2752 3028 0.041
400 2753 2892 0.041
400 2485 2541 0.047
400 2857 2877 0.039
400 2748 2799 0.034
400 2615 2671 0.034
400 2928 2881 0.049
400 2695 2676 0.038
400 2638 2908 0.036
400 2731 2804 0.038
400 2677 2838 0.04
400 2756 2880 0.037
400 2661 2619 0.047
400 2760 3021 0.041
400 2534 2788 0.034
400 2753 3001 0.039
400 2801 2782 0.047
400 2707 2694 0.037
400 2910 2968 0.04
400 2684 2811 0.039
400 2829 2854 0.039
400 2905 2842 0.038
400 2467 2540 0.03
400 2612 2557 0.038
500 3343 3473 0.049
500 3364 3649 0.05
500 3295 3209 0.046
500 3544 3634 0.063
500 3602 3650 0.073
500 3429 3242 0.045
500 3618 3536 0.051
500 3157 3173 0.046
500 3548 3696 0.051
500 3493 3623 0.046
500 3299 3645 0.049
500 3464 3595 0.046
500 3537 3985 0.052
500 3325 3678 0.048
500 3576 3526 0.053
500 3461 3880 0.05
500 3349 3223 0.045
500 3285 3243 0.045
500 3406 3425 0.052
500 3566 3674 0.051
500 3132 3081 0.045
500 3382 3646 0.048
500 3441 3445 0.066
500 3478 3634 0.054
500 3581 3591 0.051
500 3266 3612 0.108
500 3535 3771 0.047
500 3303 3147 0.043
500 3525 3679 0.049
500 3250 3320 0.041
500 3606 3789 0.058
500 3480 3368 0.042
500 3428 3679 0.042
500 3379 3550 0.042
500 3427 3895 0.043
500 3514 3598 0.042
500 3201 3614 0.039
500 3331 3523 0.053
500 3381 3438 0.094
500 3422 3492 0.051
500 3366 3389 0.048
500 3490 3560 0.065
500 3420 3417 0.047
500 3278 3432 0.066
500 3372 3398 0.048
500 3113 3258 0.053
500 3296 3661 0.049
500 3292 3519 0.058
500 3207 3148 0.049
500 3630 4073 0.066
500 3408 3350 0.048
500 3420 3491 0.064
500 3365 3320 0.057
500 3437 3672 0.06
500 3424 3539 0.058
500 3511 3939 0.065
500 3466 3822 0.065
500 3507 3834 0.049
500 3500 3708 0.051
500 3303 3784 0.062
500 3544 3459 0.067
500 3230 3096 0.05
500 3558 3514 0.048
500 3458 3509 0.055
500 3291 3328 0.045
500 3460 4019 0.049
500 3341 3480 0.055
500 3315 3668 0.043
500 3308 3253 0.045
500 3351 3572 0.06
500 3444 3487 0.043
500 3291 3475 0.041
500 3384 3773 0.042
500 3433 3514 0.042
500 3425 3605 0.041
500 3435 3462 0.042
500 3347 3217 0.039
500 3251 3288 0.039
500 3401 3666 0.076
500 3495 3690 0.044
500 3454 3538 0.044
500 3186 3268 0.049
500 3425 3850 0.058
500 3201 3013 0.046
500 3655 3915 0.066
500 3602 3928 0.061
500 3299 3350 0.046
500 3434 3609 0.053
500 3263 3362 0.067
500 3275 3575 0.067
500 3576 3991 0.067
500 3144 3134 0.046
500 3361 3642 0.055
500 3202 3482 0.053
500 3320 3291 0.057
500 3547 3696 0.08
500 3316 3586 0.057
500 3464 3480 0.052
500 3462 3466 0.051
500 3488 3598 0.047
600 4157 4494 0.059
600 3945 4042 0.052
600 4322 4670 0.074
600 4115 4570 0.051
600 4257 4738 0.052
600 4225 4190 0.05
600 4087 3936 0.047
600 3972 3942 0.047
600 4140 4531 0.048
600 4268 4443 0.051
600 3962 3713 0.047
600 4061 4621 0.056
600 4162 4127 0.05
600 4117 4124 0.048
600 4330 4425 0.05
600 3891 3678 0.051
600 3889 3798 0.046
600 3995 3928 0.047
600 4159 4690 0.051
600 4116 4359 0.047
600 4426 4223 0.049
600 4219 4464 0.049
600 4139 4156 0.05
600 4116 3894 0.047
600 3950 4066 0.049
600 4221 4276 0.05
600 4021 4166 0.049
600 4154 4189 0.049
600 4057 4361 0.048
600 4178 4073 0.049
600 4113 4309 0.049
600 4045 4351 0.05
600 4147 4201 0.049
600 3923 4170 0.047
600 4133 4329 0.05
600 4031 4099 0.047
600 4043 4093 0.046
600 3782 3755 0.045
600 3966 4018 0.045
600 4242 4604 0.054
600 4384 4363 0.05
600 4171 4372 0.062
600 3992 3792 0.047
600 4115 4117 0.048
600 3933 4070 0.045
600 4193 4482 0.051
600 3778 3935 0.056
600 3962 3868 0.046
600 3875 3824 0.047
600 3988 4235 0.049
600 3920 4052 0.046
600 4003 4028 0.052
600 3881 4041 0.054
600 4202 4377 0.061
600 4259 4129 0.05
600 3961 4030 0.063
600 4304 4795 0.055
600 4174 4229 0.05
600 4140 4581 0.052
600 4269 4613 0.051
600 4197 4220 0.05
600 4114 4714 0.049
600 4163 4484 0.065
600 4227 4289 0.051
600 4255 4262 0.052
600 4164 4465 0.049
600 4140 4469 0.049
600 4202 4464 0.05
600 3785 3878 0.043
600 4274 4528 0.051
600 4051 4321 0.047
600 3925 4378 0.048
600 4174 4380 0.048
600 3727 3969 0.043
600 4182 4408 0.053
600 4254 4395 0.051
600 4141 4277 0.047
600 4153 4130 0.05
600 4079 4271 0.049
600 4184 4058 0.048
600 4057 3969 0.048
600 4392 4331 0.051
600 4186 4657 0.049
600 4138 4339 0.049
600 4259 4133 0.049
600 4213 4673 0.05
600 4233 4377 0.049
600 4150 4598 0.049
600 4280 4516 0.05
600 4147 4537 0.051
600 4203 4347 0.05
600 4238 4332 0.049
600 4202 4286 0.049
600 4409 4505 0.056
600 4088 4070 0.048
600 4265 4277 0.069
600 4324 4337 0.051
600 3919 3929 0.046
600 4153 4060 0.049
600 3848 3871 0.046
700 4876 4912 0.059
700 4516 4498 0.072
700 5151 5228 0.066
700 4914 5306 0.059
700 4818 5023 0.055
700 4886 4947 0.057
700 4844 4875 0.057
700 5033 5144 0.058
700 5202 5717 0.062
700 4885 5110 0.064
700 5138 5407 0.056
700 4708 5102 0.072
700 4801 5198 0.057
700 4740 4576 0.052
700 5081 4961 0.057
700 5088 5257 0.06
700 4477 4744 0.068
700 4928 4915 0.065
700 5032 5539 0.066
700 4625 4908 0.051
700 4993 5239 0.058
700 5184 5562 0.063
700 5122 5288 0.07
700 5040 5232 0.058
700 4734 4712 0.055
700 4909 5520 0.056
700 5025 4797 0.056
700 4704 4539 0.073
700 4914 5143 0.055
700 5157 5392 0.061
700 4735 5138 0.061
700 4854 4744 0.054
700 4782 5139 0.057
700 4549 4540 0.052
700 4837 4978 0.055
700 4995 5011 0.056
700 4876 5197 0.057
700 5144 5731 0.06
700 5029 5115 0.059
700 4779 4748 0.06
700 5199 5351 0.061
700 4839 4999 0.058
700 4956 5233 0.057
700 4833 5161 0.058
700 4988 5200 0.074
700 5059 5075 0.06
700 4766 5149 0.056
700 4864 5043 0.054
700 4728 4835 0.055
700 4906 5220 0.059
700 4855 5242 0.056
700 4826 4918 0.056
700 4782 5374 0.055
700 4724 4891 0.061
700 4864 4850 0.075
700 4788 5023 0.057
700 4802 5203 0.056
700 4801 5270 0.054
700 4858 4604 0.055
700 4789 5141 0.057
700 4604 5226 0.056
700 4776 4945 0.055
700 4797 5002 0.056
700 4870 4994 0.057
700 4809 4943 0.07
700 4934 5270 0.056
700 4977 5349 0.066
700 4960 5382 0.059
700 4884 5311 0.062
700 4886 5239 0.056
700 5016 5255 0.06
700 5090 5407 0.059
700 4993 5014 0.069
700 4975 5373 0.082
700 4755 5235 0.054
700 4828 5128 0.057
700 4270 4324 0.048
700 5027 5154 0.056
700 4777 4855 0.053
700 4927 4949 0.058
700 4987 4793 0.07
700 4975 5376 0.06
700 4927 5209 0.078
700 5027 4946 0.066
700 4920 4857 0.101
700 4852 5261 0.057
700 4767 4959 0.069
700 4910 4727 0.057
700 4831 4834 0.058
700 4843 4691 0.07
700 4709 4952 0.056
700 5004 4913 0.055
700 4734 5509 0.057
700 4741 5383 0.055
700 4760 5054 0.053
700 4824 5405 0.056
700 4770 4804 0.056
700 4795 4843 0.054
700 4833 4922 0.057
700 4923 5418 0.06
800 5566 6447 0.068
800 5601 6137 0.07
800 5460 5667 0.064
800 5564 5390 0.064
800 5584 5931 0.062
800 5651 5949 0.066
800 5558 5829 0.067
800 5754 6051 0.07
800 5427 5340 0.061
800 5784 5886 0.066
800 5807 5801 0.081
800 5609 5680 0.061
800 5673 5784 0.062
800 5515 5576 0.064
800 5425 5375 0.06
800 5715 5675 0.075
800 5324 5632 0.063
800 5583 6460 0.07
800 5626 5877 0.064
800 5675 6052 0.069
800 5416 5489 0.061
800 5527 6222 0.068
800 5545 5984 0.063
800 5452 5879 0.062
800 5679 5817 0.068
800 5602 5962 0.08
800 5427 5799 0.064
800 5584 5806 0.082
800 5530 5537 0.063
800 5350 6026 0.094
800 5716 6326 0.067
800 5333 5813 0.061
800 5617 5886 0.067
800 5611 5586 0.065
800 5470 5704 0.063
800 5695 5756 0.065
800 5775 5717 0.067
800 5658 5480 0.062
800 5380 5336 0.066
800 5654 5934 0.065
800 5461 6078 0.067
800 5513 5903 0.063
800 5618 6353 0.066
800 5368 5742 0.088
800 5425 5762 0.07
800 5489 5404 0.063
800 5569 6136 0.066
800 5421 5655 0.06
800 5754 5894 0.066
800 5668 6004 0.07
800 5620 5851 0.068
800 5863 6194 0.068
800 5703 5691 0.065
800 5670 5860 0.065
800 5806 5891 0.073
800 5678 6057 0.066
800 5730 5920 0.074
800 5472 5603 0.059
800 5884 5575 0.064
800 5700 6018 0.065
800 5812 5909 0.068
800 5547 5629 0.066
800 5608 5530 0.064
800 5584 5758 0.064
800 5452 5931 0.065
800 5549 5427 0.063
800 5634 5806 0.066
800 5191 5265 0.058
800 5470 5359 0.062
800 5536 5372 0.062
800 5457 5787 0.073
800 5545 6195 0.065
800 5685 5790 0.065
800 5281 5541 0.069
800 5594 5868 0.066
800 5509 5880 0.075
800 5445 5575 0.061
800 5363 5717 0.066
800 5534 6039 0.064
800 5585 5249 0.064
800 5681 5466 0.065
800 5705 5557 0.069
800 5198 5324 0.058
800 5603 6104 0.065
800 5883 6191 0.065
800 5584 6254 0.066
800 5636 5670 0.064
800 5516 5482 0.092
800 5717 5771 0.065
800 5763 5938 0.066
800 5413 5886 0.069
800 5683 6028 0.073
800 5656 6206 0.066
800 5953 6068 0.068
800 5314 5620 0.074
800 5962 6375 0.068
800 5481 5588 0.063
800 5221 5845 0.061
800 5026 5114 0.055
800 5780 5563 0.073
900 6413 6460 0.082
900 6381 6922 0.081
900 6376 6921 0.083
900 5994 6103 0.078
900 6066 6826 0.074
900 6434 6382 0.072
900 6242 6264 0.07
900 6292 6434 0.07
900 6026 6293 0.074
900 6115 6313 0.068
900 6336 6273 0.071
900 6291 6767 0.071
900 6189 6683 0.074
900 6645 6951 0.075
900 6336 6099 0.07
900 6350 7097 0.072
900 6316 6892 0.072
900 6287 6973 0.073
900 6267 6063 0.068
900 6340 6374 0.074
900 6514 7015 0.075
900 5662 6491 0.066
900 6330 6492 0.071
900 6367 6839 0.092
900 6382 6581 0.105
900 6542 6530 0.073
900 6350 6891 0.071
900 6267 6587 0.073
900 6365 6766 0.074
900 6318 6563 0.074
900 6425 6931 0.085
900 6324 6782 0.07
900 5962 5684 0.064
900 5706 6179 0.067
900 6512 6296 0.071
900 6648 6719 0.082
900 6558 6766 0.074
900 6669 7049 0.076
900 6111 6502 0.086
900 6613 6219 0.084
900 5962 6790 0.07
900 6285 6560 0.073
900 6154 6477 0.07
900 6406 6637 0.073
900 6146 6781 0.072
900 6250 6271 0.075
900 6475 6812 0.086
900 6123 5938 0.068
900 6330 6398 0.105
900 6323 6461 0.073
900 6542 6615 0.075
900 6542 6845 0.085
900 6279 6737 0.083
900 6528 6434 0.078
900 6533 6794 0.089
900 6327 6549 0.101
900 6265 6801 0.106
900 6320 6921 0.104
900 6268 6384 0.081
900 6318 7013 0.075
900 6158 6171 0.072
900 6529 7010 0.079
900 5931 6103 0.08
900 6311 6417 0.07
900 6280 6410 0.073
900 6500 6781 0.076
900 6356 7219 0.077
900 6615 6642 0.074
900 6331 6197 0.089
900 6670 6973 0.079
900 6501 7461 0.077
900 5884 5959 0.077
900 6603 7056 0.081
900 6431 6647 0.078
900 6294 5959 0.071
900 6445 6413 0.072
900 6346 6528 0.104
900 6613 6709 0.075
900 6523 6721 0.087
900 5813 5614 0.08
900 6238 6362 0.08
900 6416 6630 0.082
900 6447 6642 0.082
900 6375 6654 0.081
900 6183 6678 0.091
900 6223 6801 0.11
900 6298 6914 0.085
900 6176 6786 0.072
900 6283 6825 0.081
900 5937 5976 0.078
900 6442 6842 0.083
900 6168 6528 0.078
900 6348 7019 0.122
900 6441 6405 0.077
900 6450 6517 0.106
900 6067 6401 0.068
900 6370 6763 0.075
900 5979 6564 0.09
900 6256 6651 0.072
900 6361 6698 0.076
1000 7144 7262 0.107
1000 7209 7785 0.11
1000 7461 7776 0.084
1000 6958 7268 0.082
1000 6710 7079 0.09
1000 7295 7680 0.134
1000 7122 7369 0.081
1000 7148 7274 0.081
1000 7163 7112 0.084
1000 6741 6755 0.099
1000 7132 7526 0.081
1000 7281 8106 0.083
1000 7094 7645 0.082
1000 7098 6902 0.083
1000 7252 7897 0.08
1000 7124 7364 0.076
1000 7232 7771 0.08
1000 7111 7036 0.08
1000 6722 7028 0.075
1000 6907 7323 0.077
1000 7076 7108 0.093
1000 7123 7759 0.078
1000 7068 7885 0.079
1000 6553 6578 0.111
1000 7116 7417 0.081
1000 7116 6871 0.079
1000 6825 6727 0.078
1000 7229 8104 0.081
1000 6931 6901 0.075
1000 7424 7748 0.084
1000 6863 7488 0.076
1000 7392 8028 0.1
1000 7147 7355 0.084
1000 7150 7713 0.081
1000 7195 7077 0.077
1000 7434 7700 0.115
1000 6976 7369 0.086
1000 7154 7639 0.081
1000 6863 7393 0.075
1000 6775 7289 0.076
1000 7217 8163 0.084
1000 7081 7219 0.091
1000 6870 7384 0.074
1000 7036 6938 0.081
1000 7046 7486 0.084
1000 7189 7678 0.08
1000 7238 8114 0.084
1000 6687 6525 0.076
1000 7142 6878 0.079
1000 6854 6677 0.072
1000 7281 7464 0.091
1000 7212 7186 0.079
1000 7107 7035 0.08
1000 7026 7305 0.081
1000 6835 6994 0.077
1000 7215 6860 0.078
1000 6836 7011 0.1
1000 7309 7744 0.081
1000 7233 7583 0.084
1000 6792 6816 0.08
1000 6808 7523 0.077
1000 7193 7183 0.081
1000 7269 7428 0.082
1000 6988 6766 0.076
1000 7470 8377 0.086
1000 7184 7663 0.081
1000 7029 7598 0.087
1000 6930 7566 0.076
1000 7290 7941 0.093
1000 7240 6936 0.082
1000 7268 7416 0.078
1000 7056 7416 0.083
1000 6961 7107 0.076
1000 7250 7029 0.092
1000 7175 7755 0.079
1000 7044 6980 0.078
1000 6942 7321 0.08
1000 7234 7221 0.092
1000 7355 8202 0.126
1000 6941 7154 0.086
1000 7158 7541 0.078
1000 7218 8140 0.087
1000 7208 7576 0.096
1000 7352 7518 0.083
1000 7020 6936 0.08
1000 6441 6931 0.073
1000 7035 7840 0.098
1000 7317 7575 0.078
1000 7477 7493 0.084
1000 7198 6914 0.08
1000 6759 7179 0.101
1000 6925 7178 0.113
1000 7116 7036 0.08
1000 6889 6779 0.082
1000 7092 7291 0.081
1000 6543 6371 0.083
1000 6713 7216 0.076
1000 7050 7989 0.081
1000 7091 7147 0.08
1000 7153 7876 0.083
1100 7937 8360 0.125
1100 8111 9125 0.107
1100 7691 7615 0.086
1100 8034 7610 0.112
1100 7693 8889 0.091
1100 7689 8457 0.084
1100 7552 7785 0.082
1100 8045 8383 0.091
1100 7498 8655 0.085
1100 7781 8179 0.087
1100 7903 7686 0.089
1100 7512 8403 0.083
1100 7858 8555 0.091
1100 7632 7465 0.087
1100 8001 8120 0.087
1100 7833 8527 0.122
1100 7627 8663 0.089
1100 7787 8240 0.091
1100 7858 8299 0.086
1100 7668 7945 0.082
1100 8023 8810 0.091
1100 7061 7515 0.076
1100 7856 7914 0.088
1100 7853 8106 0.089
1100 7756 7877 0.086
1100 7911 8015 0.095
1100 7769 7819 0.083
1100 7654 7093 0.081
1100 7470 7604 0.087
1100 7861 8311 0.089
1100 7712 7772 0.087
1100 7993 8472 0.091
1100 7878 7489 0.084
1100 7798 7435 0.082
1100 7747 8449 0.085
1100 7747 8014 0.088
1100 7851 8623 0.101
1100 7632 7560 0.081
1100 7378 8162 0.098
1100 7940 7764 0.086
1100 8046 8380 0.087
1100 7422 8188 0.083
1100 7503 7222 0.081
1100 7819 8102 0.087
1100 7837 8064 0.083
1100 7693 8302 0.088
1100 7639 7642 0.079
1100 8142 8253 0.091
1100 7726 8083 0.085
1100 8014 7671 0.087
1100 8124 8345 0.105
1100 8174 8487 0.092
1100 8014 7873 0.092
1100 8085 7819 0.09
1100 7757 8069 0.087
1100 7873 8179 0.093
1100 8028 7932 0.094
1100 7740 7873 0.089
1100 7728 7909 0.086
1100 7865 7837 0.108
1100 7605 8336 0.087
1100 7291 7698 0.083
1100 8196 8757 0.098
1100 7574 8289 0.088
1100 7837 8814 0.086
1100 7242 7017 0.077
1100 7361 7173 0.078
1100 7549 8168 0.082
1100 7937 8214 0.085
1100 7768 8369 0.112
1100 7969 7958 0.118
1100 7815 8208 0.085
1100 7811 7429 0.117
1100 7931 8083 0.087
1100 8007 7910 0.088
1100 8050 7885 0.09
1100 7771 8485 0.093
1100 7809 7448 0.084
1100 7870 7592 0.086
1100 7827 7638 0.085
1100 7901 8154 0.113
1100 7835 7781 0.132
1100 7821 8365 0.087
1100 7920 7905 0.085
1100 7775 7667 0.087
1100 8012 9005 0.094
1100 7418 7534 0.079
1100 7820 8010 0.088
1100 7518 7898 0.085
1100 7715 8347 0.087
1100 7883 8766 0.09
1100 7707 8594 0.089
1100 7942 8004 0.098
1100 8185 7999 0.1
1100 7882 7881 0.088
1100 7993 7704 0.088
1100 8157 8937 0.093
1100 7619 7487 0.084
1100 7977 8113 0.09
1100 7848 8107 0.092
1200 8629 8757 0.104
1200 8718 9319 0.107
1200 8587 8431 0.105
1200 8193 8915 0.093
1200 8408 8778 0.105
1200 8750 9798 0.132
1200 8250 8309 0.088
1200 8158 9489 0.093
1200 8689 8814 0.137
1200 8261 8986 0.092
1200 7855 8053 0.083
1200 8469 9312 0.095
1200 8592 8558 0.099
1200 8707 8716 0.105
1200 8903 9019 0.098
1200 8580 8417 0.122
1200 8775 8844 0.093
1200 8079 8270 0.086
1200 8766 8610 0.095
1200 8549 8768 0.094
1200 8115 8299 0.086
1200 8809 9193 0.094
1200 8645 9013 0.108
1200 8543 8450 0.116
1200 8272 9231 0.091
1200 8407 8519 0.092
1200 8591 8196 0.093
1200 8262 8990 0.09
1200 8630 8970 0.128
1200 8548 8784 0.097
1200 8581 9063 0.105
1200 8928 9692 0.106
1200 8536 8398 0.094
1200 8457 8769 0.117
1200 8603 8223 0.094
1200 7657 8007 0.084
1200 8680 8349 0.09
1200 8671 8885 0.094
1200 8490 8614 0.095
1200 8618 9359 0.1
1200 8674 8768 0.096
1200 8805 8637 0.094
1200 8296 8983 0.093
1200 8711 9268 0.109
1200 8155 8339 0.133
1200 8498 8377 0.129
1200 7999 8302 0.119
1200 8141 8262 0.094
1200 8180 8097 0.089
1200 8581 9270 0.095
1200 8375 8976 0.129
1200 8732 9171 0.095
1200 8513 8853 0.092
1200 8388 8693 0.097
1200 8406 8338 0.101
1200 8633 8623 0.095
1200 8209 7709 0.088
1200 8861 9405 0.098
1200 8396 8474 0.1
