n przestawienia porównania czas
100 658 795 0.018
100 634 675 0.013
200 779 894 0.016
200 1363 1493 0.03
200 1461 1793 0.042
200 1289 1612 0.027
200 1281 1499 0.026
200 1352 1627 0.025
200 1233 1302 0.023
200 1280 1400 0.024
200 1300 1409 0.026
200 698 827 0.014
200 1292 1706 0.024
200 1369 1570 0.028
200 1510 1681 0.03
200 1063 1265 0.023
200 1321 1411 0.025
200 549 736 0.011
200 1355 1545 0.026
200 1313 1508 0.026
200 1337 1556 0.031
200 1422 1623 0.028
200 1454 1581 0.028
200 740 934 0.015
200 1267 1441 0.026
200 1289 1461 0.024
200 1444 1687 0.03
200 1315 1583 0.026
200 1333 1515 0.027
200 1517 1709 0.038
200 1167 1273 0.021
200 1415 1621 0.028
200 1474 1661 0.028
200 1358 1656 0.025
200 1523 1681 0.03
200 727 886 0.014
200 1443 1615 0.029
200 1194 1503 0.025
200 1380 1570 0.027
200 1386 1633 0.027
200 1402 1544 0.028
200 1489 1775 0.031
200 1447 1562 0.029
200 1271 1471 0.032
200 1386 1650 0.029
200 1471 1725 0.029
200 1325 1571 0.027
200 797 855 0.015
200 1501 1778 0.033
200 599 578 0.011
200 783 879 0.015
200 1456 1558 0.035
200 1440 1657 0.028
200 1378 1608 0.028
200 1273 1490 0.028
200 1458 1853 0.028
200 1375 1554 0.027
200 1274 1371 0.025
200 1381 1764 0.027
200 1176 1316 0.022
200 1475 1646 0.027
200 1456 1750 0.028
200 1497 1729 0.03
200 599 712 0.014
200 1433 1678 0.03
200 1146 1266 0.021
200 1170 1398 0.028
200 1159 1360 0.031
200 1317 1622 0.028
200 1356 1469 0.025
200 1415 1699 0.029
200 1379 1587 0.026
200 1225 1475 0.024
200 1331 1563 0.028
200 1499 1660 0.03
200 1300 1424 0.026
200 1489 1646 0.029
200 1466 1613 0.028
200 1120 1423 0.022
200 1294 1505 0.024
200 1444 1778 0.029
200 740 922 0.015
200 1362 1651 0.026
200 1119 1322 0.022
200 1356 1532 0.026
200 1221 1258 0.024
200 1365 1598 0.025
200 1491 1707 0.028
200 1414 1702 0.028
200 1259 1596 0.026
200 1312 1593 0.036
200 1445 1530 0.027
200 1067 1362 0.019
200 1149 1231 0.022
200 1315 1573 0.026
200 1416 1611 0.028
200 1500 1833 0.038
200 1307 1531 0.025
200 1244 1444 0.024
200 1376 1597 0.028
200 1478 1776 0.028
200 1499 1669 0.029
300 1316 1441 0.032
300 1992 2252 0.05
300 2258 2713 0.046
300 2292 2672 0.049
300 2108 2370 0.049
300 833 884 0.014
300 2281 2779 0.044
300 2078 2431 0.039
300 2032 2354 0.043
300 1075 1221 0.02
300 2165 2477 0.04
300 2208 2442 0.039
300 2392 2590 0.044
300 2297 2578 0.044
300 2271 2516 0.041
300 2164 2462 0.044
300 2139 2485 0.04
300 2250 2740 0.042
300 2060 2332 0.038
300 2231 2414 0.041
300 1649 1849 0.029
300 1794 2071 0.032
300 2244 2727 0.041
300 2245 2441 0.041
300 2149 2559 0.039
300 2035 2217 0.037
300 2032 2292 0.043
300 1853 2273 0.035
300 2180 2462 0.041
300 1131 1359 0.021
300 2188 2537 0.042
300 2252 2597 0.051
300 2003 2316 0.037
300 2284 2523 0.042
300 2265 2478 0.055
300 2133 2596 0.04
300 2367 2552 0.043
300 2176 2522 0.04
300 2243 2503 0.042
300 1164 1450 0.023
300 2195 2831 0.042
300 1898 2207 0.033
300 1998 2107 0.035
300 2179 2319 0.042
300 2197 2390 0.047
300 2236 2625 0.041
300 1721 2085 0.032
300 2005 2398 0.037
300 1932 2469 0.035
300 2273 2627 0.044
300 1767 2037 0.037
300 2424 2657 0.046
300 2306 2591 0.043
300 2163 2472 0.039
300 2281 2615 0.044
300 2337 2767 0.058
300 2211 2520 0.043
300 2167 2766 0.039
300 2303 2605 0.042
300 1925 2280 0.042
300 2090 2580 0.038
300 2057 2292 0.038
300 2017 2500 0.038
300 2049 2384 0.04
300 2126 2710 0.042
300 2212 2619 0.042
300 1186 1366 0.026
300 2072 2501 0.039
300 2022 2294 0.038
300 2075 2549 0.039
300 1735 2038 0.031
300 2163 2576 0.041
300 1820 2123 0.038
300 2036 2244 0.035
300 2324 2773 0.043
300 2140 2412 0.039
300 1932 2270 0.034
300 2300 2650 0.043
300 2150 2471 0.039
300 2266 2737 0.043
300 1953 2135 0.044
300 1834 2332 0.046
300 2289 2460 0.06
300 1666 1790 0.03
300 2191 2540 0.039
300 2148 2536 0.04
300 2139 2383 0.043
300 2171 2677 0.039
300 1214 1317 0.024
300 2193 2439 0.042
300 2231 2425 0.046
300 2219 2491 0.042
300 2152 2398 0.039
300 2062 2287 0.048
300 2149 2459 0.039
300 2168 2426 0.039
300 2205 2622 0.051
300 2102 2600 0.038
300 2224 2572 0.045
300 2070 2451 0.038
400 2825 3381 0.049
400 2709 3249 0.049
400 1500 1688 0.027
400 2904 3219 0.051
400 2875 3200 0.054
400 2987 3567 0.053
400 2987 3542 0.053
400 2986 3514 0.053
400 3017 3333 0.054
400 2491 2904 0.044
400 2269 2623 0.049
400 2727 3402 0.054
400 2849 3344 0.058
400 2930 3491 0.053
400 2890 3209 0.051
400 2486 3268 0.045
400 2896 3357 0.052
400 2993 3335 0.054
400 2753 3448 0.057
400 2590 2861 0.045
400 2987 3517 0.055
400 2882 3060 0.052
400 3029 3566 0.051
400 2942 3498 0.054
400 3091 3752 0.053
400 2892 3308 0.049
400 3045 3450 0.054
400 2766 3415 0.047
400 2899 3283 0.051
400 2918 3151 0.052
400 1610 1936 0.03
400 2973 3644 0.054
400 2883 3425 0.051
400 2921 3558 0.051
400 3040 3408 0.054
400 2925 3674 0.052
400 3131 3572 0.056
400 3016 3573 0.054
400 2419 2694 0.041
400 2712 3180 0.053
400 2785 3330 0.051
400 2953 3346 0.053
400 2835 3005 0.049
400 2794 3106 0.048
400 2789 3127 0.049
400 2808 3293 0.063
400 2871 3646 0.053
400 2958 3681 0.055
400 3203 3481 0.061
400 2982 3406 0.053
400 2776 3440 0.067
400 3110 3877 0.067
400 2765 3271 0.054
400 2891 3174 0.057
400 1496 1672 0.027
400 2346 2545 0.041
400 2724 3233 0.049
400 2869 3313 0.051
400 2608 2787 0.044
400 2957 3542 0.056
400 2845 3264 0.053
400 2826 3479 0.07
400 2403 2652 0.053
400 2782 3153 0.05
400 3064 3496 0.057
400 2735 3170 0.051
400 3016 3363 0.055
400 2751 3081 0.048
400 2993 3732 0.068
400 3213 3803 0.058
400 2962 3470 0.054
400 2708 2851 0.047
400 2796 3018 0.061
400 2579 3077 0.045
400 3061 3489 0.054
400 2728 2911 0.047
400 2625 3041 0.046
400 2822 3058 0.049
400 3036 3657 0.056
400 2862 3421 0.05
400 2871 3385 0.055
400 2382 2462 0.057
400 3041 3744 0.101
400 3150 3635 0.059
400 2768 3360 0.053
400 3039 3395 0.059
400 3051 3485 0.063
400 2891 3176 0.07
400 2972 3419 0.072
400 2846 3431 0.074
400 2802 3138 0.068
400 2956 3366 0.063
400 2870 3520 0.059
400 2913 3688 0.072
400 3029 3243 0.08
400 2713 3101 0.056
400 2907 3302 0.071
400 2695 3088 0.048
400 2987 3480 0.056
400 2893 3319 0.054
500 3431 4213 0.069
500 3456 4040 0.071
500 3558 4058 0.081
500 3982 4597 0.096
500 1960 2410 0.042
500 3804 4591 0.102
500 3327 3582 0.073
500 3644 4030 0.087
500 3734 4002 0.077
500 3459 3886 0.065
500 3787 4433 0.075
500 3813 4290 0.078
500 3546 4222 0.071
500 3553 4194 0.103
500 3608 4118 0.071
500 3621 3981 0.074
500 3603 4118 0.095
500 3654 4238 0.074
500 3031 3284 0.07
500 2856 3051 0.058
500 3790 4534 0.076
500 3851 4690 0.08
500 3921 4718 0.108
500 3802 4174 0.081
500 3698 4006 0.098
500 3379 3798 0.095
500 3383 4236 0.077
500 3579 4348 0.081
500 3597 4343 0.104
500 1999 2171 0.039
500 3572 3977 0.064
500 3634 4000 0.092
500 3747 4187 0.064
500 3672 4166 0.064
500 3600 3930 0.061
500 3272 3870 0.075
500 3779 4584 0.081
500 3338 3926 0.078
500 3580 4147 0.073
500 3669 4528 0.091
500 3869 4708 0.095
500 3859 4990 0.078
500 1789 1753 0.036
500 3742 4350 0.075
500 3133 3611 0.066
500 3827 4503 0.077
500 3781 4418 0.077
500 3529 4094 0.071
500 3761 4700 0.081
500 3997 4719 0.081
500 3581 4284 0.081
500 3673 4167 0.074
500 3020 3343 0.068
500 2008 2141 0.039
500 3546 4414 0.072
500 2629 3322 0.068
500 3789 4613 0.089
500 3149 3698 0.078
500 3737 4089 0.078
500 3744 4405 0.077
500 3553 3933 0.103
500 3636 4565 0.071
500 3790 4085 0.078
500 3703 4191 0.078
500 3575 4204 0.088
500 3727 4403 0.074
500 3766 4636 0.067
500 2959 3446 0.052
500 3940 4613 0.078
500 3771 4340 0.093
500 3688 4473 0.082
500 3720 4363 0.067
500 3690 4638 0.067
500 3727 4365 0.065
500 3677 4246 0.065
500 3966 4536 0.094
500 3655 4098 0.063
500 3702 4701 0.066
500 3676 4059 0.064
500 3742 4825 0.087
500 3580 4191 0.076
500 3781 4522 0.08
500 3621 4381 0.091
500 3490 4067 0.093
500 3785 4654 0.101
500 3819 4395 0.079
500 3796 4219 0.098
500 3790 4797 0.106
500 3711 4192 0.112
500 3505 3961 0.088
500 3898 4600 0.103
500 3818 4438 0.098
500 3654 3928 0.079
500 3730 4448 0.081
500 3748 4389 0.097
500 3642 4506 0.108
500 3820 4511 0.146
500 3624 4129 0.078
500 3781 4432 0.103
500 3693 4232 0.081
600 4180 4915 0.089
600 4812 5647 0.09
600 3900 4476 0.064
600 4392 5029 0.076
600 4355 4582 0.073
600 4462 4831 0.076
600 4543 5536 0.082
600 4668 5386 0.082
600 4740 5668 0.082
600 4426 4937 0.074
600 4442 5043 0.079
600 4390 5498 0.076
600 4396 5408 0.096
600 3993 4286 0.086
600 4195 5198 0.071
600 4406 5292 0.101
600 4568 5166 0.094
600 4639 5286 0.081
600 4508 5110 0.077
600 4720 5376 0.08
600 4456 5363 0.076
600 4488 5129 0.078
600 4151 4855 0.069
600 4486 4912 0.081
600 4387 4990 0.089
600 4473 4793 0.073
600 4592 5696 0.081
600 4412 5214 0.083
600 4623 5455 0.085
600 4304 5348 0.077
600 2421 2428 0.041
600 4684 5246 0.077
600 4116 4735 0.069
600 4117 4587 0.07
600 4365 4920 0.076
600 4531 5537 0.075
600 2433 3104 0.042
600 4522 5459 0.075
600 4451 5415 0.081
600 4404 5297 0.082
600 4606 5170 0.077
600 4589 4959 0.079
600 4455 5234 0.074
600 4442 5031 0.074
600 4409 5419 0.073
600 4293 5338 0.077
600 4388 5298 0.073
600 4627 5465 0.08
600 4413 5180 0.083
600 4647 5465 0.093
600 4069 4554 0.07
600 4646 5692 0.086
600 4545 5278 0.076
600 4347 4844 0.073
600 4272 5297 0.073
600 4635 5612 0.08
600 3963 5002 0.068
600 4357 5324 0.076
600 4504 5354 0.081
600 4085 4967 0.069
600 4303 5300 0.074
600 4409 4999 0.072
600 4169 5080 0.069
600 4360 4968 0.074
600 4656 5373 0.081
600 4375 5187 0.074
600 4583 5189 0.077
600 4436 5273 0.084
600 4634 5362 0.08
600 4467 4784 0.073
600 4457 5378 0.079
600 4348 5326 0.075
600 4504 5222 0.079
600 4529 5235 0.077
600 4473 5299 0.076
600 4527 5151 0.075
600 4216 4974 0.084
600 3965 4469 0.068
600 4288 5059 0.071
600 4478 5648 0.075
600 4527 5330 0.078
600 4323 5551 0.073
600 4412 5269 0.074
600 4565 5395 0.081
600 4030 4606 0.069
600 4387 5407 0.101
600 4333 4939 0.077
600 4096 4497 0.067
600 4634 5426 0.083
600 3935 4525 0.065
600 4291 5122 0.072
600 4437 4979 0.104
600 4717 5550 0.084
600 4544 5647 0.076
600 4425 4727 0.078
600 4299 4788 0.075
600 4805 5295 0.091
600 3889 4726 0.066
600 4581 5464 0.088
600 4430 4918 0.072
700 5261 6120 0.12
700 5318 6505 0.108
700 5367 6583 0.106
700 5173 5812 0.095
700 5383 6120 0.096
700 5340 6323 0.09
700 5204 6021 0.089
700 4894 5911 0.083
700 5184 5676 0.088
700 5433 6667 0.094
700 5455 6516 0.091
700 5525 6942 0.12
700 5478 6139 0.092
700 4878 5735 0.08
700 5309 6382 0.092
700 5083 6175 0.082
700 5336 6652 0.089
700 5514 6175 0.097
700 5328 6216 0.09
700 5346 6017 0.094
700 5355 6718 0.095
700 5574 6259 0.093
700 5297 6742 0.094
700 2579 2686 0.043
700 2821 3176 0.048
700 5267 5968 0.087
700 5365 5869 0.09
700 5412 6039 0.092
700 4785 5931 0.088
700 5071 5517 0.087
700 5516 6217 0.095
700 4429 5003 0.071
700 5121 5563 0.086
700 5479 6249 0.092
700 4966 6069 0.085
700 5138 5939 0.095
700 4597 5489 0.088
700 2755 3378 0.046
700 5202 6001 0.092
700 5550 6551 0.101
700 5340 6440 0.095
700 5314 5924 0.089
700 5466 6465 0.093
700 5174 6041 0.085
700 5465 6669 0.091
700 5279 6344 0.09
700 5160 6046 0.1
700 5391 6635 0.09
700 5512 6239 0.134
700 4823 5920 0.08
700 4691 5415 0.103
700 4784 5824 0.08
700 5574 6518 0.094
700 5288 5644 0.088
700 5373 6563 0.093
700 4765 5603 0.081
700 5435 6128 0.096
700 5516 6603 0.094
700 5392 6493 0.09
700 5243 5749 0.087
700 5108 6169 0.087
700 5016 5798 0.087
700 2862 3206 0.049
700 5053 5471 0.086
700 4764 5602 0.076
700 2924 3413 0.051
700 5240 5715 0.089
700 4144 4610 0.066
700 5209 6028 0.086
700 5374 6198 0.092
700 5166 5783 0.087
700 4995 5654 0.08
700 5083 6001 0.08
700 5467 6157 0.104
700 2655 3148 0.052
700 4707 6003 0.082
700 5535 6674 0.096
700 5605 6780 0.095
700 5364 6310 0.087
700 5462 6105 0.092
700 2457 2679 0.042
700 5424 6127 0.091
700 5207 5659 0.093
700 5625 6118 0.094
700 5420 6103 0.097
700 5471 6344 0.099
700 5386 6139 0.092
700 5575 6622 0.095
700 4626 5048 0.08
700 4846 5502 0.091
700 5116 6285 0.085
700 5151 5700 0.086
700 4923 6507 0.086
700 4940 5920 0.084
700 4953 5925 0.125
700 5342 6671 0.112
700 4398 5295 0.076
700 5412 6613 0.102
700 5236 6551 0.093
700 5307 6175 0.093
800 5622 6793 0.093
800 5969 6539 0.121
800 6198 7348 0.117
800 6224 7226 0.105
800 6199 7491 0.103
800 3255 3831 0.054
800 5596 6541 0.093
800 6163 7131 0.122
800 5858 7433 0.099
800 5859 6721 0.099
800 6155 6696 0.102
800 6205 6748 0.105
800 5056 5464 0.082
800 5733 6681 0.093
800 5644 6685 0.092
800 6161 6900 0.102
800 6200 7330 0.127
800 5889 6472 0.098
800 5785 6703 0.095
800 4738 5571 0.09
800 6377 7202 0.108
800 6045 7575 0.104
800 6187 7169 0.107
800 5054 5682 0.082
800 6080 6846 0.097
800 5904 6811 0.099
800 6387 7123 0.104
800 5805 6807 0.098
800 6336 7796 0.111
800 6043 7592 0.106
800 6171 6613 0.102
800 6314 7426 0.107
800 6024 7675 0.104
800 6220 7040 0.142
800 5591 6331 0.091
800 6063 6643 0.102
800 5929 7071 0.106
800 6079 6679 0.103
800 6030 7049 0.108
800 5910 6467 0.121
800 6040 7127 0.099
800 5420 6396 0.089
800 5697 6398 0.097
800 6054 6780 0.096
800 6404 8007 0.111
800 6224 7856 0.11
800 5572 6212 0.09
800 5843 6803 0.095
800 6000 6913 0.114
800 6298 7737 0.107
800 6320 6651 0.101
800 6081 6416 0.104
800 6153 6956 0.104
800 5783 6664 0.094
800 6166 6953 0.103
800 6558 7488 0.111
800 6161 7398 0.103
800 6163 7670 0.106
800 6130 6851 0.102
800 5147 5734 0.082
800 6195 6784 0.104
800 5959 7094 0.103
800 5992 7101 0.102
800 6102 7183 0.116
800 6154 7364 0.104
800 5686 6960 0.099
800 6203 6981 0.103
800 5914 7089 0.116
800 6196 6578 0.101
800 5678 7204 0.095
800 6256 7485 0.106
800 5683 6267 0.097
800 5769 6542 0.1
800 6050 7162 0.104
800 5895 6829 0.095
800 5833 7013 0.099
800 5837 6294 0.104
800 5972 6923 0.132
800 6282 7004 0.103
800 6361 7065 0.107
800 5613 6738 0.093
800 5369 6205 0.089
800 6281 6822 0.108
800 5930 7142 0.101
800 6092 7253 0.101
800 5854 7158 0.101
800 6265 7136 0.106
800 6308 7194 0.101
800 6046 7012 0.099
800 6037 7266 0.103
800 6314 7548 0.105
800 5999 7476 0.101
800 6025 6893 0.1
800 5514 6654 0.111
800 6127 7140 0.103
800 6261 7005 0.107
800 6000 6376 0.101
800 6248 7716 0.103
800 6090 6993 0.105
800 5934 6431 0.097
900 7035 8112 0.115
900 6663 7923 0.13
900 6354 7277 0.114
900 6892 8549 0.115
900 7010 8319 0.118
900 6746 8055 0.108
900 7008 8165 0.114
900 6640 7892 0.113
900 6473 7899 0.107
900 5552 7022 0.094
900 7065 7808 0.117
900 7038 7502 0.113
900 6961 8315 0.114
900 6063 7275 0.108
900 7105 8389 0.123
900 6973 8799 0.132
900 6945 7874 0.117
900 6410 7760 0.11
900 3593 4576 0.06
900 6898 8230 0.119
900 6618 7320 0.109
900 5714 6359 0.094
900 5883 6838 0.108
900 6804 8450 0.116
900 6273 7429 0.101
900 7172 7682 0.146
900 7005 8426 0.118
900 6737 7968 0.112
900 6315 7668 0.103
900 6901 8472 0.14
900 7125 8746 0.127
900 7102 8196 0.125
900 6815 7729 0.128
900 7434 8479 0.125
900 7127 8098 0.115
900 6817 8526 0.122
900 6760 7731 0.116
900 6964 7823 0.112
900 3831 4278 0.06
900 3656 4451 0.068
900 6741 7485 0.118
900 6547 7266 0.113
900 6402 7453 0.107
900 6635 7572 0.113
900 6398 7809 0.111
900 6509 8065 0.111
900 7019 8459 0.115
900 6957 7673 0.174
900 6544 7312 0.121
900 5640 6308 0.092
900 6847 8350 0.117
900 3714 4396 0.059
900 6762 8362 0.112
900 6963 7901 0.116
900 6559 7242 0.112
900 7066 8655 0.121
900 3506 3715 0.064
900 6730 8522 0.133
900 6663 7903 0.123
900 6809 8151 0.126
900 6450 7958 0.111
900 5505 5966 0.091
900 6380 7690 0.109
900 6700 7709 0.111
900 6714 8091 0.113
900 6889 7748 0.11
900 7206 8357 0.119
900 6836 8026 0.113
900 6734 7643 0.114
900 7011 8679 0.122
900 6777 8414 0.114
900 6573 7449 0.115
900 6337 7837 0.141
900 6895 8094 0.115
900 3403 3936 0.055
900 7052 8144 0.118
900 7115 8062 0.156
900 7009 7413 0.115
900 6455 7389 0.111
900 6974 8193 0.131
900 6743 7938 0.127
900 7231 8683 0.135
900 7199 8407 0.134
900 7126 7694 0.145
900 6796 7778 0.124
900 6743 7940 0.125
900 7056 8563 0.157
900 6757 7828 0.112
900 5350 6644 0.091
900 7090 8375 0.131
900 6758 7615 0.124
900 7105 8023 0.138
900 5582 6879 0.102
900 6792 7632 0.141
900 6999 7954 0.183
900 7101 8530 0.128
900 6633 7292 0.108
900 6995 8094 0.117
900 6344 7697 0.106
900 6960 8305 0.139
1000 7660 8891 0.154
1000 7496 9075 0.144
1000 7428 7814 0.125
1000 7146 7504 0.127
1000 7655 8790 0.137
1000 7831 10014 0.152
1000 7560 8989 0.124
1000 7748 8600 0.13
1000 7564 8673 0.134
1000 7081 7952 0.137
1000 7958 9473 0.137
1000 6539 7835 0.107
1000 7627 8290 0.129
1000 7734 9192 0.127
1000 7477 8910 0.133
1000 7789 9090 0.135
1000 7873 9353 0.135
1000 6721 7383 0.104
1000 7287 8499 0.116
1000 7516 8589 0.12
1000 7182 8351 0.123
1000 7847 8832 0.13
1000 7642 8523 0.126
1000 6826 7926 0.109
1000 6751 8035 0.108
1000 7210 8524 0.123
1000 7185 8435 0.115
1000 7915 8726 0.13
1000 7290 8979 0.132
1000 7379 8813 0.12
1000 3869 4942 0.066
1000 7739 8621 0.129
1000 7200 8424 0.139
1000 7608 8548 0.138
1000 7949 9021 0.132
1000 7410 8512 0.125
1000 7711 9104 0.176
1000 7899 9324 0.145
1000 7530 8917 0.134
1000 7597 8996 0.128
1000 7454 8433 0.141
1000 7468 9144 0.135
1000 7486 9142 0.127
1000 7843 9235 0.137
1000 7344 8212 0.116
1000 7986 9172 0.134
1000 7613 9212 0.121
1000 7960 8880 0.129
1000 7655 8791 0.124
1000 7608 8725 0.124
1000 7695 8577 0.126
1000 3930 4113 0.061
1000 7806 8819 0.125
1000 7640 8913 0.147
1000 7957 9434 0.132
1000 2916 3045 0.046
1000 7874 8837 0.124
1000 6613 8419 0.117
1000 7138 7998 0.115
1000 7277 8494 0.117
1000 7223 8626 0.123
1000 7540 8855 0.131
1000 7355 8548 0.195
1000 7741 9070 0.124
1000 7507 8836 0.12
1000 7824 8835 0.131
1000 8008 9024 0.135
1000 7782 9277 0.129
1000 7646 9145 0.125
1000 8005 9308 0.148
1000 7988 9009 0.128
1000 6800 8394 0.109
1000 7991 9383 0.146
1000 7890 8986 0.143
1000 7988 9408 0.134
1000 7851 9683 0.136
1000 7621 8599 0.122
1000 7919 9016 0.13
1000 7877 9437 0.134
1000 7826 8916 0.184
1000 6664 7734 0.108
1000 7361 9057 0.124
1000 7854 9585 0.133
1000 7612 8832 0.126
1000 7674 9238 0.13
1000 7894 9916 0.137
1000 7678 9121 0.125
1000 8253 9093 0.134
1000 7771 9160 0.132
1000 6613 8424 0.129
1000 6613 7689 0.11
1000 7738 9120 0.128
1000 7594 8513 0.125
1000 8225 8983 0.139
1000 7473 8620 0.12
1000 7202 8049 0.119
1000 7716 9071 0.129
1000 7822 9253 0.128
1000 7883 9547 0.13
1000 7393 8436 0.136
1100 8740 9761 0.143
1100 8111 9029 0.145
1100 6170 8371 0.104
1100 7787 9076 0.125
1100 7952 9501 0.125
1100 8910 10233 0.14
1100 8501 9792 0.145
1100 8126 8852 0.135
1100 7655 9244 0.126
1100 8524 9619 0.142
1100 8725 10647 0.143
1100 8864 10270 0.15
1100 8143 9453 0.133
1100 8243 9763 0.135
1100 8573 9388 0.151
1100 7310 8207 0.126
1100 8532 10404 0.18
1100 8305 9237 0.2
1100 8617 10190 0.157
1100 8527 10002 0.144
1100 7895 9255 0.127
1100 8506 9992 0.135
1100 7828 9748 0.13
1100 4399 5249 0.073
1100 8417 8818 0.136
1100 8425 9404 0.142
1100 8532 9429 0.139
1100 8721 9711 0.19
1100 7602 8491 0.14
1100 7435 7873 0.126
1100 8264 9957 0.138
1100 8169 10220 0.132
1100 4472 5824 0.074
1100 7378 9004 0.122
1100 8146 9009 0.136
1100 8379 9409 0.131
1100 7268 7722 0.113
1100 8187 9610 0.135
1100 8567 9866 0.148
1100 8056 9344 0.134
1100 8410 9599 0.138
1100 8180 9775 0.132
1100 4345 4734 0.066
1100 8053 9739 0.13
1100 7913 8974 0.126
1100 7394 8022 0.155
1100 8592 10692 0.142
1100 8886 10585 0.148
1100 8631 10368 0.149
1100 4602 5561 0.077
1100 7939 9574 0.155
1100 8048 9248 0.14
1100 8901 10698 0.151
1100 7310 8246 0.158
1100 8737 10160 0.146
1100 8294 9533 0.15
1100 8414 10030 0.187
1100 8300 9580 0.135
1100 8028 9382 0.155
1100 4502 5139 0.073
1100 8120 9355 0.141
1100 8732 10135 0.139
1100 7424 8486 0.12
1100 7432 9485 0.12
1100 7333 8593 0.12
1100 8584 9331 0.145
1100 8045 9044 0.127
1100 8489 10310 0.136
1100 8826 9857 0.138
1100 8697 10756 0.139
1100 8330 10312 0.14
1100 8201 10200 0.137
1100 8728 9895 0.146
1100 8802 9564 0.143
1100 8416 9759 0.133
1100 8410 9756 0.141
1100 8462 10550 0.143
1100 8319 9033 0.131
1100 8393 9236 0.151
1100 8613 10375 0.138
1100 8554 9108 0.157
1100 8558 10001 0.164
1100 8192 10255 0.141
1100 8248 10108 0.133
1100 8518 10319 0.16
1100 8467 9676 0.145
1100 8486 9888 0.14
1100 8429 10036 0.141
1100 8294 10494 0.134
1100 8224 9681 0.135
1100 8624 10324 0.163
1100 4305 4670 0.072
1100 8587 9965 0.144
1100 8708 10146 0.164
1100 7470 9002 0.12
1100 6895 8354 0.111
1100 8297 10042 0.141
1100 8332 9732 0.136
1100 8642 10593 0.141
1100 8312 9997 0.143
1200 8862 10848 0.16
1200 9481 11101 0.196
1200 8938 10065 0.154
1200 9342 11211 0.173
1200 9020 11078 0.147
1200 8413 9386 0.13
1200 9409 10749 0.183
1200 5095 5772 0.081
1200 8369 9374 0.129
1200 9545 11172 0.156
1200 5051 5824 0.081
1200 8943 10194 0.138
1200 8977 10164 0.141
1200 4709 5575 0.078
1200 8946 10176 0.147
1200 4617 5180 0.08
1200 3184 4350 0.049
1200 4739 6154 0.085
1200 9190 11221 0.143
1200 9421 11635 0.151
1200 9801 11767 0.164
1200 8647 9553 0.154
1200 9584 11833 0.18
1200 9619 10954 0.157
1200 9393 11029 0.153
1200 8786 10561 0.23
1200 9077 11062 0.144
1200 9432 11048 0.151
1200 9830 12618 0.168
1200 9354 11475 0.183
1200 8610 10919 0.182
1200 9636 11123 0.157
1200 8939 10830 0.144
1200 9073 11522 0.154
1200 9205 11609 0.153
1200 9140 10889 0.151
1200 9121 10686 0.141
1200 8822 9941 0.136
1200 9561 11423 0.218
1200 8846 10063 0.178
1200 5032 6631 0.086
1200 9662 11634 0.162
1200 9066 10428 0.147
1200 9314 11523 0.153
1200 8599 10117 0.14
1200 9715 10895 0.173
1200 9230 10189 0.161
1200 8619 9896 0.153
1200 9593 11230 0.178
1200 9314 10531 0.181
1200 9231 11147 0.161
1200 9317 11058 0.155
1200 9409 11513 0.154
1200 8668 9783 0.222
1200 9002 10623 0.175
1200 9482 10722 0.159
1200 9042 10025 0.165
1200 9229 11140 0.165
1200 8747 10098 0.141
1200 7977 9590 0.171
1200 8028 9165 0.129
