n przestawienia porównania
1900 1900 4630
1900 1900 2808
1900 1900 3084
1900 1900 3841
1900 1900 2886
1900 1899 6083
1900 1900 2116
1900 1900 3115
1900 1900 4221
1900 1900 3767
1900 1900 2569
1900 1900 4395
1900 1899 4064
1900 1900 4912
1900 1900 3164
1900 1899 2834
1900 1899 2739
1900 1900 4205
1900 1900 3017
1900 1899 8056
1900 1900 6791
1900 1900 2875
1900 1900 3779
1900 1899 5084
1900 1900 2363
1900 1900 2545
1900 1900 2340
1900 1899 5066
1900 1899 4487
1900 1900 3509
1900 1900 4527
1900 1899 3577
1900 1900 3753
1900 1899 7241
1900 1899 2964
1900 1900 4693
1900 1899 4056
1900 1900 2008
1900 1899 7270
1900 1899 2908
1900 1899 2786
1900 1900 5796
1900 1900 2708
1900 1900 5764
1900 1899 2672
1900 1900 2257
1900 1899 6198
1900 1900 4866
1900 1900 4713
1900 1900 4446
1900 1900 2936
1900 1900 5310
1900 1899 2414
1900 1900 5917
1900 1900 6099
1900 1899 2599
1900 1899 3195
1900 1899 3794
1900 1899 4765
1900 1899 3096
1900 1900 3273
1900 1899 2906
1900 1900 2039
1900 1900 3589
1900 1900 3264
1900 1900 4684
1900 1899 3715
1900 1900 4120
1900 1900 3043
1900 1900 2176
1900 1899 4793
1900 1899 3650
1900 1899 5629
1900 1900 2048
1900 1899 2802
1900 1900 6205
1900 1900 3632
1900 1900 2954
1900 1900 6028
1900 1900 3584
1900 1899 2602
1900 1900 1905
1900 1899 2938
1900 1900 3386
1900 1900 3008
2000 2000 3928
2000 2000 3005
2000 2000 3720
2000 1999 8113
2000 2000 3944
2000 1999 3927
2000 2000 3001
2000 2000 2068
2000 2000 2977
2000 2000 2139
2000 2000 2754
2000 1999 4202
2000 2000 3220
2000 1999 4951
2000 2000 2268
2000 1999 5796
2000 1999 4404
2000 2000 2562
2000 2000 4210
2000 1999 2407
2000 1999 2891
2000 2000 2829
2000 2000 2702
2000 1999 3528
2000 2000 3854
2000 1999 3028
2000 1999 3702
2000 1999 2581
2000 2000 3880
2000 1999 3995
2000 2000 5371
2000 2000 4333
2000 2000 6658
2000 1999 2279
2000 1999 5402
2000 2000 2422
2000 2000 6311
2000 1999 5234
2000 2000 2784
2000 1999 3750
2000 2000 3429
2000 2000 2284
2000 1999 2101
2000 1999 4335
2000 1999 3466
2000 1999 4558
2000 2000 6288
2000 2000 7290
2000 2000 4437
2000 1999 2185
2000 1999 2905
2000 2000 4027
2000 2000 4936
2000 2000 3238
2000 1999 3655
2000 1999 2728
2000 1999 2925
2000 1999 4852
2000 1999 4906
2000 2000 3180
2000 1999 5589
2000 1999 3919
2000 1999 4054
2000 2000 2676
2000 1999 3073
2000 2000 3983
2000 1999 3179
2000 2000 2041
2000 2000 7497
2000 2000 2282
2000 2000 3241
2000 2000 2514
2000 2000 3384
2000 2000 3708
2000 2000 5184
2000 2000 4728
2000 2000 6016
2000 2000 2190
2000 2000 2130
2000 2000 2974
2000 1999 2825
2000 1999 3871
2000 2000 5518
2000 1999 2811
2000 1999 8832
2000 1999 2022
2000 2000 5285
2000 1999 3788
2000 1999 3107
2000 2000 6784
2000 1999 5685
2000 1999 5400
2000 1999 3897
2000 2000 2839
2000 1999 3107
2000 1999 4488
2000 1999 2544
2000 2000 5658
2000 2000 3871
2000 2000 2471
2100 2099 3031
2100 2100 6501
2100 2100 4291
2100 2099 3165
2100 2099 4205
2100 2100 3280
2100 2099 2317
2100 2099 3866
2100 2099 4893
2100 2100 3331
2100 2099 3326
2100 2100 4117
2100 2100 2509
2100 2100 5998
2100 2100 3395
2100 2100 2981
2100 2100 4268
2100 2099 2776
2100 2099 3880
2100 2099 3953
2100 2099 2965
2100 2099 6106
2100 2099 6759
2100 2100 5531
2100 2100 4745
2100 2100 2652
2100 2099 4698
2100 2100 2801
2100 2100 3711
2100 2099 7198
2100 2099 4105
2100 2100 4478
2100 2100 4787
2100 2100 3765
2100 2099 2261
2100 2099 3103
2100 2099 5008
2100 2099 4340
2100 2099 3736
2100 2099 3221
2100 2100 3799
2100 2099 2829
2100 2100 4144
2100 2100 2705
2100 2100 2292
2100 2099 6442
2100 2100 3810
2100 2100 3130
2100 2099 5858
2100 2100 6469
2100 2099 4602
2100 2099 2627
2100 2100 2835
2100 2099 3951
2100 2100 7091
2100 2100 2672
2100 2099 3557
2100 2100 2742
2100 2100 2199
2100 2100 2531
2100 2100 3158
2100 2099 3803
2100 2100 2794
2100 2100 6059
2100 2100 4311
2100 2099 5223
2100 2099 3407
2100 2100 5389
2100 2099 4666
2100 2100 2967
2100 2100 2622
2100 2099 2450
2100 2099 3378
2100 2099 7457
2100 2100 3915
2100 2099 2818
2100 2099 2345
2100 2100 4644
2100 2099 4842
2100 2099 2677
2100 2099 3572
2100 2100 4664
2100 2099 2549
2100 2099 4386
2100 2099 3592
2100 2099 4758
2100 2100 2629
2100 2099 4028
2100 2100 9205
2100 2099 6347
2100 2100 4652
2100 2100 7955
2100 2099 5206
2100 2100 2388
2100 2100 4008
2100 2099 4291
2100 2100 5465
2100 2099 3319
2100 2100 4499
2100 2099 6683
2200 2199 3300
2200 2200 2478
2200 2199 2626
2200 2199 3816
2200 2200 6193
2200 2200 7879
2200 2200 3447
2200 2199 4919
2200 2199 4300
2200 2199 4375
2200 2200 5868
2200 2200 4707
2200 2200 4797
2200 2200 2261
2200 2200 3054
2200 2199 3110
2200 2199 6606
2200 2199 2857
2200 2200 5279
2200 2200 5859
2200 2199 5164
2200 2200 4061
2200 2199 3073
2200 2200 4948
2200 2200 5894
2200 2199 9568
2200 2200 3319
2200 2200 2821
2200 2199 5181
2200 2200 2241
2200 2200 4365
2200 2200 2629
2200 2199 3547
2200 2200 4111
2200 2200 2423
2200 2199 4117
2200 2200 5854
2200 2199 4944
2200 2200 4985
2200 2200 4511
2200 2199 2435
2200 2199 6356
2200 2199 4516
2200 2200 5464
2200 2200 7151
2200 2199 3042
2200 2200 3279
2200 2199 2723
2200 2199 2309
2200 2199 7782
2200 2199 2710
2200 2199 2895
2200 2199 2400
2200 2200 6084
2200 2200 5413
2200 2199 4826
2200 2199 4012
2200 2199 4117
2200 2199 4547
2200 2199 4783
2200 2199 5358
2200 2199 6036
2200 2200 6966
2200 2200 6940
2200 2200 3553
2200 2200 4208
2200 2200 4644
2200 2200 7587
2200 2200 5282
2200 2200 4701
2200 2200 2659
2200 2199 3671
2200 2200 4703
2200 2200 4179
2200 2199 4383
2200 2199 7572
2200 2200 2459
2200 2199 4987
2200 2199 3599
2200 2199 5676
2200 2199 2965
2200 2199 4330
2200 2199 5616
2200 2199 3005
2200 2200 6500
2200 2199 2733
2200 2200 5466
2200 2199 4189
2200 2199 4402
2200 2199 2494
2200 2200 5063
2200 2199 6393
2200 2200 7139
2200 2200 4367
2200 2200 3181
2200 2199 3772
2200 2200 4325
2200 2200 6228
2200 2199 2933
2200 2200 5928
2300 2299 5108
2300 2300 2719
2300 2300 2741
2300 2299 5209
2300 2300 3406
2300 2299 4848
2300 2299 4897
2300 2300 4924
2300 2299 7294
2300 2300 4787
2300 2300 4981
2300 2299 2394
2300 2299 4538
2300 2300 6651
2300 2300 3973
2300 2300 2918
2300 2300 2780
2300 2299 3204
2300 2299 3123
2300 2300 2549
2300 2300 3421
2300 2299 2507
2300 2299 6040
2300 2299 3869
2300 2300 3770
2300 2300 3801
2300 2300 8849
2300 2300 5528
2300 2300 8255
2300 2300 3962
2300 2300 4487
2300 2299 2369
2300 2300 4083
2300 2300 8092
2300 2300 3380
2300 2299 5938
2300 2299 2429
2300 2300 8945
2300 2300 4233
2300 2300 6503
2300 2300 6005
2300 2299 4942
2300 2299 3348
2300 2299 2560
2300 2300 3854
2300 2300 5466
2300 2299 2788
2300 2300 5642
2300 2299 4444
2300 2299 4383
2300 2299 5503
2300 2300 2732
2300 2300 4357
2300 2300 3616
2300 2299 3941
2300 2299 6020
2300 2299 6060
2300 2299 4931
2300 2300 6625
2300 2299 2372
2300 2300 2411
2300 2300 3077
2300 2299 5642
2300 2300 3288
2300 2300 4994
2300 2299 5563
2300 2299 5959
2300 2299 2846
2300 2300 2688
2300 2300 4477
2300 2300 4800
2300 2300 5875
2300 2300 4794
2300 2300 4717
2300 2300 2854
2300 2300 2803
2300 2300 4549
2300 2299 2787
2300 2299 5277
2300 2299 5319
2300 2300 8192
2300 2300 5433
2300 2300 7680
2300 2300 5462
2300 2300 4840
2300 2299 3418
2300 2300 3659
2300 2300 3410
2300 2299 6111
2300 2300 6113
2300 2300 5341
2300 2300 3390
2300 2300 4144
2300 2299 2623
2300 2299 2765
2300 2300 5464
2300 2300 4686
2300 2300 4096
2300 2299 3505
2300 2300 4658
2400 2399 9542
2400 2400 5015
2400 2400 4259
2400 2400 2992
2400 2399 5836
2400 2399 7001
2400 2399 4723
2400 2399 5046
2400 2400 4317
2400 2399 6273
2400 2399 3299
2400 2399 4868
2400 2399 4827
2400 2399 4172
2400 2400 4247
2400 2399 4409
2400 2400 6629
2400 2400 5736
2400 2400 3739
2400 2400 8224
2400 2399 5692
2400 2400 5560
2400 2399 2722
2400 2400 3820
2400 2399 5185
2400 2400 7167
2400 2400 5513
2400 2400 3521
2400 2400 7458
2400 2399 3502
2400 2400 3831
2400 2399 2718
2400 2400 4867
2400 2400 2796
2400 2400 3866
2400 2400 3705
2400 2399 5115
2400 2399 3506
2400 2399 6631
2400 2400 5434
2400 2400 6276
2400 2400 5325
2400 2400 4793
2400 2399 5943
2400 2400 3063
2400 2400 5203
2400 2399 2721
2400 2399 4297
2400 2400 2807
2400 2400 4295
2400 2399 6555
2400 2400 5454
2400 2400 3476
2400 2399 3584
2400 2400 5171
2400 2399 5776
2400 2399 9258
2400 2399 3359
2400 2399 2477
2400 2400 4225
2400 2399 6459
2400 2400 9113
2400 2400 2723
2400 2400 5923
2400 2399 2698
2400 2400 4948
2400 2399 6376
2400 2400 3061
2400 2399 5921
2400 2399 3855
2400 2400 3661
2400 2399 4499
2400 2399 7142
2400 2400 2530
2400 2400 6864
2400 2400 4456
2400 2400 4074
2400 2400 5661
2400 2399 8005
2400 2400 2975
2400 2399 3505
2400 2399 4322
2400 2399 8435
2400 2400 2438
2400 2399 5273
2400 2399 5963
2400 2400 2490
2400 2399 3599
2400 2399 5035
2400 2400 3351
2400 2400 2827
2400 2400 3754
2400 2400 5276
2400 2400 5886
2400 2400 3820
2400 2400 5396
2400 2400 4975
2400 2399 2734
2400 2400 2894
2400 2399 6361
2500 2500 4623
2500 2500 9706
2500 2499 6276
2500 2500 5481
2500 2500 6874
2500 2500 6904
2500 2499 5554
2500 2499 2596
2500 2500 4301
2500 2500 3803
2500 2499 4222
2500 2500 4891
2500 2500 2768
2500 2500 3459
2500 2500 6160
2500 2500 4681
2500 2500 4292
2500 2499 5450
2500 2499 5844
2500 2499 6372
2500 2499 2698
2500 2500 5234
2500 2500 6030
2500 2499 6119
2500 2499 5868
2500 2500 5873
2500 2500 3158
2500 2500 4379
2500 2500 6134
2500 2500 6008
2500 2500 3265
2500 2500 3019
2500 2499 5255
2500 2499 4730
2500 2500 9232
2500 2500 5957
2500 2500 7180
2500 2500 3470
2500 2500 8634
2500 2499 3232
2500 2499 5216
2500 2499 2882
2500 2500 4070
2500 2499 3140
2500 2500 3508
2500 2500 2540
2500 2500 6385
2500 2499 4289
2500 2499 4355
2500 2500 3905
2500 2499 5564
2500 2500 4413
2500 2499 4288
2500 2499 4335
2500 2500 5408
2500 2499 4967
2500 2500 3120
2500 2499 3593
2500 2500 4116
2500 2499 2589
2500 2500 3617
2500 2499 6769
2500 2500 4557
2500 2500 2656
2500 2500 4152
2500 2500 3242
2500 2500 8639
2500 2500 2844
2500 2500 3415
2500 2500 2589
2500 2500 7328
2500 2500 5816
2500 2499 10779
2500 2500 4332
2500 2500 3779
2500 2500 4482
2500 2500 5309
2500 2499 4794
2500 2500 2910
2500 2500 2856
2500 2500 4265
2500 2499 5980
2500 2500 6972
2500 2500 3269
2500 2499 4231
2500 2499 5442
2500 2500 3396
2500 2499 6745
2500 2500 3909
2500 2500 9296
2500 2499 3634
2500 2499 7274
2500 2500 6326
2500 2499 10266
2500 2499 3608
2500 2499 11479
2500 2499 3751
2500 2500 2666
2500 2500 3734
2500 2500 4440
2600 2599 3080
2600 2599 3568
2600 2599 3976
2600 2599 5029
2600 2600 7601
2600 2600 3601
2600 2600 9356
2600 2599 6802
2600 2600 6286
2600 2600 5550
2600 2600 6631
2600 2600 9157
2600 2600 4387
2600 2599 5089
2600 2600 7378
2600 2600 4825
2600 2599 5298
2600 2600 7163
2600 2599 4940
2600 2600 4162
2600 2599 4516
2600 2599 5737
2600 2599 9290
2600 2599 4013
2600 2599 5932
2600 2600 7372
2600 2600 2890
2600 2600 7376
2600 2599 3427
2600 2600 4138
2600 2599 5619
2600 2599 3854
2600 2599 4349
2600 2599 4340
2600 2600 3909
2600 2599 4892
2600 2599 8792
2600 2600 4174
2600 2600 10060
2600 2599 3781
2600 2600 6216
2600 2600 4809
2600 2599 3160
2600 2600 3049
2600 2600 3505
2600 2600 5910
2600 2599 4552
2600 2599 6101
2600 2600 3288
2600 2600 2947
2600 2599 3418
2600 2600 4333
2600 2599 4005
2600 2599 4845
2600 2599 4287
2600 2599 6177
2600 2600 5483
2600 2599 4617
2600 2599 3891
2600 2599 5010
2600 2600 3421
2600 2599 5464
2600 2600 3080
2600 2600 3071
2600 2600 5239
2600 2599 4858
2600 2600 3291
2600 2600 3517
2600 2599 2722
2600 2600 3124
2600 2599 5444
2600 2599 4720
2600 2600 4927
2600 2600 5736
2600 2600 4070
2600 2599 4541
2600 2599 3064
2600 2599 4612
2600 2600 6052
2600 2600 6290
2600 2599 5424
2600 2599 5216
2600 2600 8693
2600 2600 3580
2600 2599 3542
2600 2600 4244
2600 2599 5996
2600 2600 6509
2600 2599 7925
2600 2600 3313
2600 2600 3677
2600 2600 5216
2600 2599 6511
2600 2600 6621
2600 2599 4796
2600 2599 7841
2600 2600 7166
2600 2599 4413
2600 2599 5510
2600 2600 7436
2700 2699 4625
2700 2700 4568
2700 2699 5031
2700 2699 6073
2700 2700 6046
2700 2700 7162
2700 2700 5430
2700 2699 3357
2700 2699 4459
2700 2700 5693
2700 2699 5146
2700 2700 3301
2700 2699 5769
2700 2699 6349
2700 2700 2901
2700 2699 4713
2700 2700 4800
2700 2700 5451
2700 2699 4041
2700 2699 4081
2700 2700 4208
2700 2700 3207
2700 2700 7047
2700 2699 6564
2700 2700 5256
2700 2699 3847
2700 2700 3351
2700 2699 5555
2700 2700 4501
2700 2700 8023
2700 2699 6477
2700 2700 8725
2700 2700 5055
2700 2700 4865
2700 2700 8913
2700 2700 8476
2700 2699 2789
2700 2700 3454
2700 2699 3871
2700 2700 9503
2700 2699 5606
2700 2699 4955
2700 2700 5151
2700 2699 3044
2700 2699 3374
2700 2699 3917
2700 2700 6354
2700 2699 5591
2700 2700 5081
2700 2699 4276
2700 2700 2794
2700 2700 3933
2700 2700 3468
2700 2700 5894
2700 2700 3489
2700 2699 2895
2700 2699 2862
2700 2700 5115
2700 2699 3320
2700 2700 5214
2700 2699 6133
2700 2700 4171
2700 2699 7405
2700 2699 5662
2700 2700 4497
2700 2700 6080
2700 2699 5675
2700 2699 4082
2700 2700 7117
2700 2700 3649
2700 2700 5697
2700 2699 3566
2700 2700 4636
2700 2700 2773
2700 2699 3354
2700 2699 4783
2700 2700 4115
2700 2700 6867
2700 2700 6160
2700 2700 7749
2700 2700 7277
2700 2699 3974
2700 2699 3885
2700 2699 4353
2700 2700 7775
2700 2700 5592
2700 2699 4568
2700 2699 5952
2700 2700 5682
2700 2699 4311
2700 2700 8768
2700 2700 8884
2700 2700 8137
2700 2699 6348
2700 2700 6084
2700 2699 2932
2700 2699 5005
2700 2700 2710
2700 2700 4592
2700 2700 3602
2800 2799 7247
2800 2800 4503
2800 2800 4391
2800 2799 4526
2800 2799 6220
2800 2799 4718
2800 2799 7255
2800 2799 4820
2800 2800 5594
2800 2800 4479
2800 2800 8414
2800 2800 5687
2800 2799 6296
2800 2799 6309
2800 2800 5295
2800 2799 5492
2800 2799 4622
2800 2800 3134
2800 2799 6152
2800 2800 5530
2800 2799 4862
2800 2800 6427
2800 2799 6621
2800 2799 7128
2800 2799 4655
2800 2800 6125
2800 2800 3677
2800 2800 5143
2800 2800 11136
2800 2800 3792
2800 2800 5275
2800 2799 5087
2800 2799 3543
2800 2799 7408
2800 2800 3535
2800 2800 3087
2800 2800 2821
2800 2799 8708
2800 2799 2909
2800 2799 5775
2800 2799 6765
2800 2799 4043
2800 2800 5666
2800 2799 5747
2800 2800 5270
2800 2800 7375
2800 2799 6007
2800 2800 5834
2800 2800 4718
2800 2799 3092
2800 2800 5023
2800 2799 5934
2800 2799 3935
2800 2799 7341
2800 2800 4106
2800 2799 6396
2800 2800 7174
2800 2800 3978
2800 2800 5065
2800 2800 7161
2800 2800 6919
2800 2800 5475
2800 2799 6190
2800 2800 5121
2800 2800 4832
2800 2799 3274
2800 2799 4240
2800 2800 4432
2800 2800 5512
2800 2800 4979
2800 2799 4804
2800 2800 6977
2800 2800 8312
2800 2799 6705
2800 2799 6927
2800 2800 5913
2800 2800 4969
2800 2799 5553
2800 2800 6786
2800 2800 4022
2800 2799 5532
2800 2799 6813
2800 2800 4109
2800 2800 3359
2800 2800 7835
2800 2799 3544
2800 2799 2937
2800 2799 4525
2800 2800 3565
2800 2800 3960
2800 2800 6632
2800 2800 7051
2800 2800 5960
2800 2800 5569
2800 2799 2841
2800 2800 3955
2800 2799 7808
2800 2800 3866
2800 2800 4890
2800 2800 6931
2900 2900 8000
2900 2900 3188
2900 2900 6084
2900 2900 5430
2900 2900 10212
2900 2899 5828
2900 2899 5311
2900 2900 5357
2900 2900 8529
2900 2900 7091
2900 2899 4862
2900 2900 8164
2900 2899 5251
2900 2899 7063
2900 2899 6176
2900 2900 4584
2900 2900 4836
2900 2899 7008
2900 2899 4012
2900 2899 5695
2900 2899 8180
2900 2900 8624
2900 2900 5614
2900 2900 5087
2900 2900 7046
2900 2900 3265
2900 2900 5780
2900 2900 5868
2900 2899 4632
2900 2900 4238
2900 2899 5618
2900 2900 4354
2900 2900 10597
2900 2899 5067
2900 2900 4308
2900 2900 3608
2900 2900 6975
2900 2900 4543
2900 2899 5693
2900 2900 4764
2900 2900 9019
2900 2899 5651
2900 2900 6544
2900 2900 7408
2900 2900 3556
2900 2899 6202
2900 2900 8369
2900 2899 5885
2900 2900 4082
2900 2899 5450
2900 2900 7183
2900 2900 3179
2900 2899 4655
2900 2899 7196
2900 2899 7850
2900 2899 7544
2900 2900 3703
2900 2900 6606
2900 2900 11112
2900 2900 3730
2900 2899 4493
2900 2900 7015
2900 2900 5770
2900 2899 6918
2900 2900 6616
2900 2900 5461
2900 2899 3620
2900 2899 5976
2900 2900 4854
2900 2900 7012
2900 2899 3143
2900 2900 4053
2900 2900 3271
2900 2899 8220
2900 2900 4033
2900 2900 5626
2900 2899 4304
2900 2900 7303
2900 2900 5418
2900 2899 4224
2900 2899 9916
2900 2900 4719
2900 2900 3339
2900 2899 4509
2900 2900 5170
2900 2899 7644
2900 2900 5194
2900 2899 5888
2900 2899 2992
2900 2900 7831
2900 2899 5167
2900 2900 4025
2900 2900 7758
2900 2900 3954
2900 2900 3816
2900 2900 5485
2900 2900 4009
2900 2899 6803
2900 2900 4594
2900 2900 2928
3000 3000 6263
3000 3000 4129
3000 2999 5131
3000 2999 5519
3000 2999 6036
3000 3000 5195
3000 2999 7976
3000 3000 5472
3000 2999 6878
3000 2999 9857
3000 3000 3935
3000 2999 5496
3000 3000 7200
3000 3000 3374
3000 2999 3845
3000 2999 3662
3000 3000 6918
3000 3000 7189
3000 3000 3749
3000 3000 9429
3000 3000 5472
3000 3000 4780
3000 3000 6521
3000 2999 3463
3000 2999 8331
3000 2999 4229
3000 3000 3024
3000 2999 3614
3000 3000 5368
3000 3000 11953
3000 3000 7367
3000 3000 16165
3000 3000 4664
3000 3000 4100
3000 3000 10753
3000 2999 4586
3000 2999 12592
3000 3000 4847
3000 3000 5732
3000 3000 4068
3000 3000 4802
3000 3000 3704
3000 2999 8470
3000 3000 4275
3000 3000 4851
3000 3000 7074
3000 2999 5426
3000 3000 11670
3000 3000 8248
3000 2999 4347
3000 3000 6480
3000 2999 3474
3000 2999 4575
3000 3000 4632
3000 2999 7365
3000 3000 3610
3000 3000 6525
3000 2999 3551
3000 3000 3122
3000 3000 5430
3000 3000 9020
3000 3000 3153
3000 3000 6843
3000 2999 3360
3000 2999 4343
3000 3000 5413
3000 3000 5552
3000 3000 3960
3000 2999 3779
3000 2999 6837
3000 2999 5129
3000 3000 6832
3000 2999 3906
3000 3000 4075
3000 3000 9026
3000 2999 4319
3000 3000 5446
3000 2999 5582
3000 2999 4577
3000 3000 3116
3000 3000 6179
3000 3000 9686
3000 3000 6609
3000 3000 7113
3000 2999 11646
3000 2999 7229
3000 2999 3626
3000 2999 7176
3000 3000 5634
3000 3000 6330
3000 3000 6368
3000 3000 4794
3000 3000 3874
3000 2999 5715
3000 3000 4939
3000 2999 6647
3000 3000 4025
3000 3000 7947
3000 2999 4605
3000 2999 5550
3100 3099 4456
3100 3100 7422
3100 3099 5436
3100 3099 5970
3100 3100 4252
3100 3100 7364
3100 3100 5378
3100 3100 4133
3100 3099 3740
3100 3099 4220
3100 3099 4835
3100 3099 4386
3100 3100 3766
3100 3100 6720
3100 3099 3577
3100 3100 9553
3100 3099 4685
3100 3100 11150
3100 3099 8824
3100 3100 7424
3100 3100 8204
3100 3099 7596
3100 3099 6986
3100 3100 4336
3100 3100 7770
3100 3100 5413
3100 3100 5512
3100 3099 7622
3100 3099 5009
3100 3100 6085
3100 3100 8661
3100 3100 6032
3100 3100 4445
3100 3100 3243
3100 3100 3857
3100 3099 4384
3100 3100 3219
3100 3100 5510
3100 3100 3547
3100 3100 3975
3100 3100 5266
3100 3100 6090
3100 3099 8097
3100 3100 10938
3100 3099 4325
3100 3099 10372
3100 3099 4326
3100 3100 6769
3100 3100 6431
3100 3099 6685
3100 3099 6428
3100 3099 9523
3100 3100 8815
3100 3100 10048
3100 3100 5437
3100 3099 8140
3100 3099 4269
3100 3099 4662
3100 3099 5675
3100 3100 6126
3100 3099 3298
3100 3099 3681
3100 3100 6993
3100 3099 5799
3100 3099 5643
3100 3100 7389
3100 3099 10435
3100 3100 5983
3100 3099 3626
3100 3100 9417
3100 3099 8114
3100 3099 3754
3100 3100 4863
3100 3099 5363
3100 3100 5761
3100 3099 4906
3100 3100 9283
3100 3099 6107
3100 3099 12650
3100 3099 4995
3100 3100 4017
3100 3100 7370
3100 3100 5739
3100 3099 4419
3100 3100 6364
3100 3099 6249
3100 3099 5325
3100 3099 6128
3100 3100 12940
3100 3100 3387
3100 3100 5302
3100 3100 4002
3100 3099 5135
3100 3099 4392
3100 3099 9432
3100 3099 5720
3100 3099 3671
3100 3100 4896
3100 3100 8765
3100 3100 4907
3200 3199 5436
3200 3199 4563
3200 3200 7438
3200 3199 4855
3200 3200 4919
3200 3200 5729
3200 3200 3576
3200 3200 5953
3200 3200 4826
3200 3199 7695
3200 3199 7337
3200 3200 6627
3200 3200 3732
3200 3199 10781
3200 3200 5553
3200 3199 5872
3200 3200 3220
3200 3200 3264
3200 3199 6060
3200 3200 6732
3200 3200 5266
3200 3200 6494
3200 3199 7462
3200 3200 4479
3200 3199 8276
3200 3200 11284
3200 3200 3837
3200 3199 4704
3200 3200 4695
3200 3199 11408
3200 3199 3658
3200 3200 3965
3200 3200 4670
3200 3199 5062
3200 3199 6580
3200 3199 6701
3200 3199 5261
3200 3199 3744
3200 3199 4102
3200 3200 4118
3200 3199 7676
3200 3199 8240
3200 3199 7654
3200 3200 5000
3200 3200 8239
3200 3200 6258
3200 3200 10623
3200 3200 3988
3200 3200 10613
3200 3199 6633
3200 3200 3881
3200 3200 5386
3200 3200 10747
3200 3200 5305
3200 3199 6270
3200 3199 3464
3200 3199 12795
3200 3199 8743
3200 3200 10040
3200 3200 3293
3200 3200 6203
3200 3200 3315
3200 3200 4255
3200 3200 5767
3200 3200 7040
3200 3200 3819
3200 3199 7388
3200 3199 5254
3200 3199 8995
3200 3200 10054
3200 3200 8447
3200 3200 4866
3200 3200 7322
3200 3200 3645
3200 3200 7030
3200 3200 9558
3200 3199 3589
3200 3199 3632
3200 3200 6727
3200 3199 4539
3200 3200 3770
3200 3199 6439
3200 3200 6932
3200 3200 4252
3200 3199 7428
3200 3200 7365
3200 3200 6175
3200 3199 5505
3200 3200 5704
3200 3199 9021
3200 3200 4514
3200 3200 4457
3200 3199 3442
3200 3200 5993
3200 3200 8535
3200 3199 3704
3200 3200 3672
3200 3200 9377
3200 3199 7265
3200 3199 4179
3300 3300 9198
3300 3300 4003
3300 3299 4707
3300 3300 7582
3300 3299 6276
3300 3299 5020
3300 3299 4138
3300 3300 7830
3300 3300 3385
3300 3300 9015
3300 3299 9182
3300 3300 5251
3300 3299 6902
3300 3300 10465
3300 3300 7258
3300 3299 5742
3300 3299 6442
3300 3300 4965
3300 3300 5338
3300 3300 5748
3300 3300 3301
3300 3300 4666
3300 3300 5835
3300 3299 8668
3300 3300 5447
3300 3300 4694
3300 3299 5759
3300 3300 8633
3300 3299 13904
3300 3299 6080
3300 3299 4860
3300 3299 12956
3300 3300 12739
3300 3300 7236
3300 3299 5626
3300 3299 5885
3300 3300 6530
3300 3300 6643
3300 3300 11170
3300 3300 11878
3300 3299 4273
3300 3300 5817
3300 3300 4628
3300 3299 4095
3300 3300 4400
3300 3300 5085
3300 3300 4043
3300 3299 10578
3300 3300 6803
3300 3300 10129
3300 3300 5182
3300 3300 7013
3300 3299 6039
3300 3300 7177
3300 3300 5654
3300 3299 9777
3300 3300 8313
3300 3300 5608
3300 3300 6171
3300 3299 6009
3300 3300 4909
3300 3299 9065
3300 3300 6024
3300 3300 7763
3300 3300 10166
3300 3300 3845
3300 3300 4341
3300 3300 4310
3300 3299 3641
3300 3300 4047
3300 3299 4270
3300 3300 5628
3300 3299 5530
3300 3300 8099
3300 3299 4960
3300 3299 8626
3300 3299 4905
3300 3300 5684
3300 3299 3428
3300 3300 3396
3300 3299 10459
3300 3300 8045
3300 3300 5251
3300 3299 3600
3300 3300 5334
3300 3300 9917
3300 3300 7150
3300 3300 9973
3300 3300 5627
3300 3299 6637
3300 3300 5574
3300 3299 6909
3300 3300 5015
3300 3299 5953
3300 3299 3905
3300 3300 7072
3300 3299 5232
3300 3299 9168
3300 3300 5082
3300 3300 3848
3400 3399 5659
3400 3399 13226
3400 3399 4042
3400 3399 12627
3400 3399 9168
3400 3400 8946
3400 3400 5666
3400 3400 9479
3400 3400 12588
3400 3400 7067
3400 3399 7891
3400 3399 12070
3400 3400 10110
3400 3399 6803
3400 3400 4024
3400 3399 8437
3400 3399 3512
3400 3400 7790
3400 3400 5744
3400 3399 9958
3400 3399 5979
3400 3400 3534
3400 3400 3463
3400 3400 7689
3400 3400 4694
3400 3400 5422
3400 3399 5740
3400 3400 6144
3400 3400 3462
3400 3400 5094
3400 3399 3403
3400 3400 6638
3400 3400 11953
3400 3399 3687
3400 3400 3766
3400 3399 5811
3400 3400 7871
3400 3399 8300
3400 3399 4952
3400 3400 4569
3400 3399 5430
3400 3399 7287
3400 3399 4797
3400 3400 6550
3400 3399 4089
3400 3400 5924
3400 3400 3559
3400 3399 6246
3400 3399 3494
3400 3400 6704
3400 3399 10770
3400 3400 4092
3400 3400 3791
3400 3399 5410
3400 3400 4214
3400 3399 5032
3400 3399 9697
3400 3400 6769
3400 3399 5131
3400 3399 5422
3400 3400 3454
3400 3399 8584
3400 3400 6871
3400 3399 4287
3400 3399 5063
3400 3400 3448
3400 3400 4326
3400 3399 5652
3400 3400 7023
