n przestawienia porównania czas
200 1328 1375 0.017
200 1466 1512 0.023
200 1470 1438 0.017
200 1300 1363 0.016
200 1482 1473 0.019
200 1493 1556 0.017
200 1464 1452 0.018
200 1480 1494 0.018
200 1386 1470 0.018
200 1499 1518 0.018
200 1459 1603 0.018
200 1437 1480 0.017
200 1422 1369 0.017
200 1500 1610 0.018
200 1555 1507 0.023
200 1516 1505 0.017
200 1429 1441 0.017
200 1339 1504 0.018
200 1247 1197 0.017
200 1528 1472 0.019
200 1433 1405 0.016
200 1409 1342 0.017
200 1629 1702 0.02
200 1564 1572 0.019
200 1553 1526 0.047
200 1361 1404 0.017
200 1517 1477 0.018
200 1534 1528 0.019
200 1548 1562 0.019
200 799 769 0.01
200 1632 1677 0.024
200 1531 1675 0.019
200 1414 1412 0.017
200 1414 1502 0.018
200 1425 1358 0.017
200 1517 1594 0.025
200 786 896 0.011
300 1153 1158 0.014
300 2196 2185 0.025
300 2179 2249 0.026
300 2265 2279 0.035
300 2440 2464 0.026
300 1120 1062 0.011
300 2069 2059 0.031
300 2449 2491 0.026
300 2283 2442 0.027
300 1231 1253 0.018
300 2233 2181 0.026
300 2339 2274 0.026
300 2262 2095 0.024
300 2270 2319 0.026
300 2192 2097 0.025
300 2359 2298 0.025
300 2395 2649 0.027
300 2311 2386 0.031
300 2374 2267 0.026
300 2243 2290 0.025
300 2053 2039 0.023
300 2418 2417 0.028
300 2187 2295 0.025
300 2167 2265 0.024
300 2183 2241 0.025
300 2334 2286 0.026
300 2275 2399 0.029
300 2196 2270 0.026
300 2180 2435 0.025
300 2460 2473 0.027
300 2138 2274 0.024
300 2407 2434 0.028
300 2317 2255 0.031
300 2427 2497 0.028
300 2439 2653 0.039
300 2260 2202 0.027
300 2351 2349 0.027
300 2441 2670 0.029
300 2188 2193 0.025
300 2258 2508 0.035
300 2227 2444 0.026
300 2450 2314 0.027
300 2267 2304 0.04
300 2060 1981 0.025
300 2254 2451 0.026
300 2147 2184 0.026
300 2177 2227 0.024
300 2310 2401 0.026
300 2454 2468 0.027
300 2211 2236 0.026
300 2348 2543 0.027
300 2260 2133 0.025
300 1200 1358 0.014
300 2102 2238 0.024
300 2287 2335 0.027
300 2389 2518 0.027
300 2476 2708 0.031
300 1154 1198 0.013
300 2029 2278 0.023
300 2191 2295 0.025
300 2194 2203 0.025
300 2310 2369 0.025
300 2120 2036 0.025
300 2160 2105 0.025
300 2316 2264 0.025
300 2180 2131 0.025
300 2199 2221 0.026
300 2139 2156 0.025
300 2139 2199 0.025
300 2354 2545 0.027
300 2309 2306 0.027
300 2063 2255 0.025
300 2399 2678 0.027
300 2431 2500 0.027
300 2317 2467 0.026
300 2214 2340 0.031
300 2406 2649 0.037
300 2052 2187 0.023
300 2262 2340 0.026
300 2221 2180 0.03
300 2254 2340 0.032
300 2274 2326 0.039
300 2303 2368 0.033
300 2447 2425 0.033
300 2216 2175 0.025
300 2181 2316 0.031
300 2098 2182 0.024
300 2346 2379 0.027
300 2336 2399 0.027
300 2292 2371 0.034
300 2241 2450 0.032
300 2438 2343 0.027
300 2148 2335 0.024
300 2072 1959 0.031
300 2293 2153 0.025
300 2356 2537 0.025
300 2482 2403 0.027
300 2218 2089 0.024
300 2400 2461 0.027
300 2345 2476 0.026
400 2944 3057 0.036
400 3183 3228 0.037
400 3155 3041 0.033
400 3165 3288 0.035
400 3058 2989 0.031
400 3070 3072 0.033
400 2995 2992 0.033
400 3031 3004 0.043
400 2907 3233 0.034
400 2985 2917 0.034
400 3029 3244 0.046
400 3102 3160 0.048
400 1725 1744 0.018
400 3268 3363 0.035
400 3202 3526 0.034
400 3125 3278 0.033
400 2952 2882 0.033
400 2846 3123 0.033
400 3141 3128 0.034
400 3111 2980 0.041
400 3173 3037 0.034
400 2935 2871 0.033
400 2975 2978 0.033
400 3186 3489 0.034
400 3216 3533 0.04
400 3043 2915 0.032
400 3072 3188 0.034
400 3010 3006 0.034
400 1705 1698 0.017
400 3071 3073 0.035
400 1511 1599 0.015
400 3268 3392 0.034
400 3229 3152 0.034
400 3032 3204 0.04
400 2909 2823 0.031
400 3272 3260 0.039
400 2956 2972 0.033
400 3030 3158 0.033
400 2978 2756 0.031
400 3300 3425 0.036
400 3179 3342 0.04
400 3122 3374 0.036
400 3034 3076 0.033
400 3055 3199 0.035
400 3075 3384 0.037
400 3102 3150 0.044
400 3056 3132 0.04
400 2952 3139 0.033
400 3137 3366 0.036
400 3187 2967 0.034
400 3000 3156 0.046
400 3178 3134 0.033
400 2945 3119 0.033
400 3064 3114 0.051
400 2821 2804 0.031
400 2901 3069 0.039
400 2861 2751 0.032
400 3279 3498 0.035
400 2888 3070 0.035
400 1663 1908 0.019
400 2962 3401 0.033
400 3184 3506 0.034
400 3288 3287 0.035
400 3018 3099 0.033
400 3070 3508 0.037
400 2999 3001 0.035
400 3148 3042 0.033
400 3206 3081 0.034
400 3097 3214 0.034
400 3120 3281 0.034
400 3094 3114 0.032
400 3029 2897 0.035
400 2894 2831 0.032
400 3025 3291 0.036
400 2987 3339 0.032
400 2796 2933 0.038
400 2864 2847 0.03
400 1587 1554 0.02
400 3061 2997 0.032
400 2890 3043 0.034
400 2945 3051 0.033
400 2770 2646 0.031
400 3050 3283 0.044
400 2873 3195 0.036
400 1528 1751 0.019
400 3116 3169 0.051
400 1679 1602 0.025
400 3081 2963 0.042
400 3236 3483 0.06
400 1701 1786 0.019
400 3093 3140 0.054
400 2976 3145 0.042
400 2896 3065 0.035
400 3264 3189 0.04
400 3062 3178 0.044
400 3071 3316 0.038
400 3048 3034 0.036
400 2903 3015 0.033
400 3047 3018 0.032
400 2863 2964 0.033
500 3617 3605 0.046
500 3673 3661 0.046
500 3694 3600 0.047
500 4017 3854 0.05
500 4107 4421 0.05
500 3854 4230 0.049
500 3646 3584 0.048
500 1970 2067 0.034
500 3606 3372 0.039
500 4056 4120 0.068
500 3896 3949 0.052
500 4039 4292 0.049
500 3648 3850 0.055
500 3740 4084 0.048
500 3998 4162 0.066
500 3880 3951 0.05
500 3943 3802 0.043
500 4008 4034 0.048
500 4057 4542 0.061
500 4083 4137 0.046
500 3645 3790 0.047
500 3805 3765 0.05
500 3787 3591 0.048
500 3954 3845 0.055
500 3694 3650 0.045
500 3793 3797 0.057
500 2051 1956 0.029
500 3804 4193 0.062
500 3878 4103 0.048
500 3686 3538 0.047
500 4021 4010 0.042
500 4008 4053 0.042
500 4134 4066 0.042
500 3910 3847 0.04
500 4196 4429 0.067
500 3805 4035 0.041
500 3653 3699 0.039
500 3708 3637 0.049
500 3589 3648 0.045
500 4010 4267 0.064
500 3675 3907 0.052
500 4088 4265 0.049
500 3895 4035 0.056
500 3655 3521 0.048
500 4119 4155 0.064
500 3621 3723 0.048
500 3779 3890 0.063
500 3981 4093 0.049
500 3920 3988 0.061
500 4172 4143 0.063
500 3748 3754 0.054
500 3919 4162 0.05
500 1870 1817 0.022
500 3761 3987 0.046
500 3809 4189 0.052
500 3608 3870 0.045
500 3870 4133 0.051
500 3975 4174 0.055
500 3654 3695 0.046
500 3851 3931 0.05
500 3842 3848 0.045
500 3977 4396 0.056
500 3695 3610 0.043
500 3782 3845 0.058
500 3939 4095 0.046
500 3792 3777 0.045
500 3822 3948 0.045
500 4091 4475 0.047
500 3768 4079 0.048
500 4111 4311 0.048
500 3570 3709 0.043
500 3643 3952 0.042
500 3894 4233 0.043
500 3863 4248 0.042
500 4133 4169 0.042
500 3965 4021 0.04
500 3761 3899 0.044
500 3916 3822 0.042
500 3617 3462 0.041
500 4083 4217 0.059
500 3907 3762 0.053
500 3794 3760 0.048
500 3785 3817 0.056
500 3854 4070 0.066
500 4058 4294 0.069
500 3600 3850 0.061
500 3840 4068 0.071
500 3719 3984 0.063
500 3955 4395 0.063
500 4033 3812 0.058
500 3715 4059 0.06
500 3984 4276 0.073
500 3656 3781 0.045
500 3530 3311 0.045
500 3959 3976 0.061
500 3926 3851 0.05
500 3890 3953 0.061
500 3773 3669 0.055
500 3890 3898 0.045
500 3439 3539 0.039
600 4490 4564 0.054
600 4746 4946 0.066
600 4952 4788 0.051
600 4460 4645 0.048
600 4811 4877 0.049
600 4700 5107 0.049
600 4521 4635 0.047
600 2551 2482 0.026
600 4532 4627 0.059
600 4439 4589 0.044
600 4589 4915 0.051
600 4731 5186 0.047
600 4527 4830 0.044
600 4732 4590 0.054
600 4439 4352 0.048
600 4904 4908 0.047
600 4382 4644 0.06
600 4544 4621 0.046
600 4773 4762 0.047
600 4836 4836 0.048
600 4738 4810 0.075
600 4725 4692 0.048
600 4352 4236 0.047
600 4873 4932 0.115
600 4809 4745 0.063
600 4566 4620 0.067
600 4670 4525 0.05
600 5017 5394 0.051
600 4766 4846 0.046
600 4722 4461 0.047
600 4595 4928 0.047
600 4817 4682 0.055
600 4736 4729 0.049
600 4756 4936 0.049
600 4302 4385 0.046
600 4820 4940 0.048
600 4324 4296 0.051
600 4485 4495 0.046
600 4343 4473 0.055
600 4602 4639 0.056
600 4427 4391 0.047
600 4904 5179 0.058
600 4409 4318 0.047
600 4237 4558 0.046
600 2277 2433 0.023
600 4579 4936 0.046
600 4792 4883 0.049
600 4201 4550 0.049
600 4755 4738 0.049
600 4564 4703 0.047
600 4754 4944 0.049
600 4784 4643 0.049
600 4868 4662 0.049
600 4795 4764 0.048
600 4391 4476 0.059
600 2592 2623 0.028
600 4847 5201 0.056
600 4432 4686 0.05
600 4665 4847 0.05
600 4455 4470 0.063
600 4434 4626 0.048
600 4424 4678 0.046
600 4457 4848 0.047
600 4428 4226 0.044
600 4861 4794 0.068
600 4711 4758 0.045
600 4641 4698 0.048
600 4468 4991 0.048
600 2491 2596 0.024
600 2478 2626 0.026
600 4743 4855 0.05
600 4732 5065 0.05
600 4664 4650 0.049
600 4702 5284 0.049
600 4450 4353 0.046
600 4659 4779 0.05
600 4658 4878 0.052
600 2452 2400 0.028
600 4591 4974 0.048
600 4877 5258 0.05
600 4761 4628 0.049
600 4815 5074 0.049
600 4609 4885 0.047
600 4720 5167 0.049
600 4512 4614 0.062
600 4468 4587 0.048
600 4582 4634 0.048
600 4738 4786 0.049
600 4798 4756 0.048
600 4588 4627 0.06
600 4551 4497 0.047
600 4729 4739 0.048
600 4107 4116 0.046
600 4597 4903 0.049
600 4805 4530 0.047
600 4660 5118 0.06
600 4881 4742 0.051
600 4788 5240 0.05
600 4580 4616 0.052
600 4461 4611 0.046
700 5424 5892 0.077
700 5012 5298 0.057
700 5861 6013 0.066
700 5372 5986 0.056
700 5384 5164 0.056
700 5325 5203 0.056
700 5431 5523 0.063
700 5473 5635 0.056
700 5614 5948 0.055
700 5698 5824 0.055
700 5524 5760 0.057
700 5620 5965 0.056
700 5514 5476 0.055
700 5448 5608 0.08
700 5398 5629 0.059
700 5571 5613 0.059
700 2932 2992 0.03
700 5314 5377 0.058
700 5646 5999 0.057
700 5104 5347 0.055
700 5341 5450 0.055
700 5751 6009 0.056
700 5243 5517 0.054
700 5532 5460 0.054
700 5474 5537 0.055
700 5649 5806 0.057
700 5520 5430 0.062
700 5533 5681 0.056
700 2831 2641 0.028
700 5497 5776 0.056
700 5594 5687 0.066
700 5405 5750 0.056
700 5454 5664 0.056
700 5496 5303 0.055
700 5353 5718 0.063
700 5407 5584 0.053
700 5638 5789 0.068
700 5281 5261 0.056
700 5540 5424 0.053
700 5260 5264 0.056
700 5569 5606 0.058
700 5790 6238 0.058
700 5421 5332 0.074
700 5571 6216 0.058
700 5564 5319 0.058
700 5348 5454 0.055
700 5313 5325 0.072
700 5217 5159 0.053
700 5321 5123 0.051
700 5182 5178 0.051
700 5162 5449 0.052
700 5402 6008 0.058
700 5512 5226 0.056
700 4969 5345 0.05
700 5534 5266 0.056
700 5612 5734 0.058
700 5445 5987 0.055
700 5473 5696 0.055
700 5295 5645 0.057
700 5313 5075 0.056
700 5318 5512 0.057
700 5688 5710 0.056
700 5632 5405 0.058
700 5198 5565 0.053
700 5262 5361 0.055
700 5427 5581 0.079
700 5439 5133 0.053
700 5601 6149 0.065
700 5556 5470 0.067
700 2923 2996 0.03
700 5625 6060 0.067
700 5625 5571 0.058
700 5632 5569 0.054
700 5517 5862 0.056
700 5367 5271 0.055
700 5589 5672 0.056
700 5548 5846 0.073
700 5781 6010 0.06
700 5747 6200 0.055
700 5719 5753 0.057
700 5485 6044 0.056
700 2871 3006 0.029
700 5312 5098 0.052
700 4872 4982 0.065
700 2856 2992 0.032
700 5515 5500 0.057
700 5034 5120 0.056
700 5203 5220 0.053
700 5654 5634 0.055
700 5406 5795 0.058
700 5638 5915 0.068
700 5553 5669 0.064
700 5953 5625 0.056
700 5321 5972 0.069
700 5301 5832 0.053
700 5507 5789 0.056
700 2894 3289 0.031
700 5101 5078 0.06
700 5486 6019 0.075
700 5638 5503 0.06
800 5690 5489 0.077
800 6289 6464 0.071
800 6414 6059 0.061
800 6251 6764 0.065
800 6046 5791 0.061
800 6130 6339 0.063
800 6228 6366 0.064
800 6356 6621 0.066
800 6071 6396 0.058
800 6229 6825 0.064
800 6523 6715 0.064
800 6488 6428 0.063
800 3358 3513 0.038
800 5709 5592 0.056
800 6046 5814 0.06
800 6496 6649 0.067
800 6350 6094 0.061
800 6378 6547 0.066
800 6420 6951 0.065
800 6184 5990 0.063
800 6217 6599 0.065
800 5998 5777 0.058
800 6116 6315 0.066
800 6182 6533 0.074
800 6081 6020 0.117
800 5961 5792 0.059
800 5827 6023 0.061
800 6412 6501 0.1
800 6186 6443 0.088
800 5913 6026 0.06
800 6379 6659 0.066
800 6123 6235 0.064
800 5768 5989 0.058
800 6382 6172 0.062
800 6021 5931 0.061
800 6455 6419 0.065
800 6400 6136 0.064
800 3049 3089 0.034
800 6472 6770 0.062
800 6018 6229 0.062
800 6441 6413 0.065
800 6477 7161 0.065
800 6428 7001 0.064
800 5916 5885 0.061
800 6526 6322 0.065
800 5896 5848 0.058
800 6451 6771 0.066
800 5845 5976 0.061
800 6746 7037 0.065
800 6609 6782 0.066
800 6131 5991 0.065
800 6096 6198 0.061
800 6123 6077 0.06
800 6300 6152 0.065
800 6488 7048 0.066
800 6360 6520 0.065
800 6483 6794 0.07
800 6092 6461 0.066
800 5857 5768 0.068
800 6265 6135 0.094
800 6405 6300 0.065
800 6323 6177 0.063
800 6407 6716 0.062
800 6036 5927 0.061
800 6073 6124 0.063
800 6067 6217 0.064
800 6033 5829 0.067
800 6409 6468 0.069
800 6358 6530 0.08
800 6149 6280 0.064
800 6486 7107 0.069
800 6203 5922 0.063
800 6299 6967 0.066
800 6435 6370 0.063
800 6231 6407 0.064
800 6406 6105 0.064
800 6225 6670 0.063
800 6546 6827 0.065
800 6120 5936 0.08
800 6383 7096 0.065
800 6086 6562 0.064
800 6271 6736 0.067
800 6159 5876 0.06
800 6426 6708 0.064
800 6262 6839 0.072
800 6176 6589 0.085
800 6324 6784 0.066
800 3371 3426 0.033
800 6328 6860 0.064
800 5999 5851 0.061
800 6490 6558 0.065
800 6272 6118 0.064
800 6361 6528 0.064
800 6349 6934 0.074
800 5834 6029 0.075
800 6205 6332 0.061
800 6182 6209 0.064
800 5883 6707 0.084
800 6318 6254 0.063
800 6619 6607 0.075
900 7347 7295 0.079
900 6760 7193 0.079
900 7514 7469 0.074
900 6850 6626 0.068
900 6827 6870 0.068
900 7697 7836 0.078
900 7149 7131 0.103
900 7164 6967 0.069
900 7116 7011 0.072
900 7084 7329 0.074
900 6863 6770 0.068
900 7289 7598 0.075
900 7102 7731 0.071
900 7226 7435 0.08
900 6686 6498 0.065
900 7053 7611 0.071
900 6934 6639 0.071
900 6890 7502 0.08
900 7278 7428 0.073
900 7162 7483 0.071
900 7418 7544 0.072
900 6973 7177 0.069
900 7463 7798 0.072
900 6899 7092 0.14
900 7013 6947 0.071
900 7235 7748 0.072
900 7041 6756 0.066
900 6816 6540 0.068
900 3835 3716 0.037
900 6858 7434 0.086
900 6809 7468 0.067
900 7291 7740 0.075
900 6922 7233 0.068
900 6915 6845 0.066
900 7192 7607 0.078
900 6961 7471 0.072
900 7314 7642 0.072
900 3872 3646 0.037
900 7122 7595 0.071
900 7016 7652 0.071
900 7006 7716 0.074
900 6729 7317 0.068
900 7347 7157 0.069
900 7104 6894 0.077
900 6834 6796 0.069
900 7054 7252 0.071
900 7200 7693 0.071
900 6578 6929 0.11
900 7319 7420 0.074
900 7053 7109 0.073
900 6888 7191 0.067
900 6691 7214 0.067
900 7311 7890 0.074
900 7015 7329 0.07
900 6951 7082 0.076
900 7055 7295 0.075
900 6873 7272 0.082
900 6787 6879 0.106
900 7276 7751 0.095
900 6622 6770 0.071
900 7200 7131 0.073
900 7193 7137 0.072
900 6971 6779 0.071
900 7066 7109 0.071
900 6674 6924 0.066
900 6543 6260 0.064
900 7193 7073 0.068
900 7295 7677 0.094
900 7079 6920 0.082
900 7181 7537 0.077
900 6620 6375 0.065
900 6991 7235 0.102
900 6892 7544 0.077
900 7580 7357 0.072
900 6978 7191 0.069
900 7231 7621 0.079
900 6746 7176 0.075
900 7126 6706 0.098
900 7077 7396 0.075
900 7256 7836 0.073
900 7176 7297 0.085
900 7169 7307 0.08
900 6544 6183 0.102
900 6516 7028 0.074
900 6596 7219 0.075
900 7161 7087 0.103
900 6998 7483 0.076
900 6942 6622 0.073
900 7521 7641 0.092
900 7448 7444 0.094
900 6963 6542 0.076
900 7036 7120 0.076
900 6715 6475 0.074
900 7015 7007 0.075
900 6463 6495 0.095
900 7084 7309 0.072
900 7255 7762 0.074
900 7460 7533 0.074
900 6908 7020 0.073
900 7482 7489 0.081
1000 7810 7706 0.089
1000 7614 7791 0.111
1000 8246 7927 0.096
1000 7684 7333 0.08
1000 7520 7456 0.106
1000 8028 8159 0.084
1000 7602 7260 0.074
1000 4150 4136 0.041
1000 8019 8291 0.077
1000 7530 7319 0.075
1000 8326 9055 0.091
1000 8242 8492 0.105
1000 7919 7655 0.073
1000 7965 8049 0.102
1000 7426 7317 0.073
1000 7877 7819 0.078
1000 4162 4298 0.044
1000 7801 8298 0.079
1000 8237 8624 0.081
1000 7564 7629 0.096
1000 8159 8041 0.092
1000 7442 7682 0.071
1000 8010 8629 0.079
1000 7933 8400 0.081
1000 7331 7067 0.071
1000 7500 7449 0.074
1000 7787 7789 0.078
1000 7755 7522 0.078
1000 7043 6582 0.068
1000 7548 7762 0.075
1000 8282 9016 0.082
1000 8008 8317 0.083
1000 8195 7801 0.081
1000 7841 7915 0.078
1000 7836 8364 0.096
1000 7682 7587 0.076
1000 8083 8108 0.086
1000 7994 7972 0.078
1000 7690 8441 0.08
1000 7704 8182 0.085
1000 8120 8739 0.087
1000 8200 7995 0.08
1000 7417 7452 0.074
1000 7898 7839 0.075
1000 8088 8707 0.08
1000 7879 8194 0.085
1000 8434 8509 0.08
1000 7789 8293 0.077
1000 7741 7803 0.077
1000 7974 8046 0.077
1000 8193 7823 0.076
1000 7944 7829 0.081
1000 7967 7865 0.082
1000 7730 7931 0.076
1000 7583 7729 0.103
1000 7694 7300 0.072
1000 7486 7735 0.074
1000 8183 8358 0.077
1000 8045 8492 0.075
1000 4284 4653 0.043
1000 7757 7909 0.077
1000 8030 8703 0.075
1000 7961 8221 0.08
1000 8017 7704 0.08
1000 8226 8690 0.081
1000 8370 8264 0.081
1000 7751 7606 0.077
1000 7862 7838 0.078
1000 8200 8164 0.082
1000 7957 7683 0.076
1000 7464 8062 0.076
1000 7839 7987 0.074
1000 7543 7427 0.071
1000 8144 8290 0.176
1000 8007 7526 0.075
1000 7790 7643 0.081
1000 7658 7978 0.085
1000 8189 7996 0.075
1000 8172 8477 0.082
1000 7922 8009 0.077
1000 7839 7838 0.085
1000 7924 8032 0.085
1000 7827 7858 0.08
1000 8100 7743 0.082
1000 4123 4159 0.043
1000 7661 7438 0.074
1000 8198 8492 0.081
1000 7781 7542 0.079
1000 7674 7315 0.078
1000 7684 7203 0.073
1000 7595 7521 0.074
1000 8173 8515 0.083
1000 7922 7646 0.074
1000 7690 7830 0.079
1000 7820 7994 0.083
1000 7794 7455 0.078
1000 7850 8218 0.081
1000 7642 8024 0.076
1000 8132 8259 0.08
1000 8208 9203 0.085
1100 8894 9030 0.094
1100 8615 8247 0.093
1100 8849 8887 0.087
1100 8574 8266 0.083
1100 8281 8492 0.079
1100 9033 9795 0.086
1100 8815 9251 0.087
1100 4466 4232 0.042
1100 8759 9684 0.086
1100 8751 8852 0.084
1100 8640 9546 0.09
1100 8458 8798 0.084
1100 8354 9021 0.083
1100 9047 9018 0.083
1100 8900 8330 0.086
1100 9118 9538 0.091
1100 8802 8475 0.088
1100 8730 8736 0.086
1100 8367 8863 0.082
1100 8688 8969 0.084
1100 8504 9304 0.085
1100 8868 8888 0.085
1100 8528 8309 0.085
1100 9093 9191 0.089
1100 8829 8857 0.104
1100 8439 8116 0.112
1100 8459 8412 0.081
1100 9014 9151 0.087
1100 8735 8320 0.086
1100 8943 8579 0.146
1100 4550 4619 0.045
1100 8699 8921 0.08
1100 8761 8189 0.096
1100 8370 8944 0.084
1100 8394 8403 0.095
1100 8951 9113 0.083
1100 8490 9068 0.082
1100 7841 7887 0.075
1100 8421 8200 0.08
1100 8450 9481 0.087
1100 9037 9174 0.085
1100 8686 9678 0.085
1100 8424 8643 0.083
1100 8480 8940 0.085
1100 8696 9147 0.085
1100 9074 8736 0.083
1100 8748 8542 0.083
1100 8647 9311 0.088
1100 8550 9313 0.087
1100 8755 8386 0.087
1100 8329 8804 0.082
1100 8910 8793 0.089
1100 8885 8446 0.111
1100 8812 8696 0.102
1100 8245 8534 0.084
1100 4587 4883 0.052
1100 9144 9718 0.093
1100 8269 8892 0.126
1100 8636 8472 0.084
1100 8339 8610 0.087
1100 9059 8858 0.089
1100 8199 9186 0.088
1100 8482 8958 0.084
1100 8709 8524 0.087
1100 8737 9023 0.148
1100 8434 8481 0.082
1100 8745 8622 0.082
1100 8850 8607 0.107
1100 8133 8469 0.082
1100 8794 9459 0.101
1100 8171 7933 0.087
1100 8820 8698 0.088
1100 8855 9004 0.085
1100 8942 8872 0.083
1100 9012 9205 0.088
1100 8245 8541 0.079
1100 8887 9098 0.087
1100 8491 8527 0.081
1100 9141 9186 0.089
1100 8951 9474 0.085
1100 4581 4722 0.049
1100 8342 8055 0.098
1100 8509 9051 0.083
1100 8648 8677 0.082
1100 8303 9254 0.089
1100 9080 9003 0.086
1100 8445 8898 0.085
1100 8417 8458 0.084
1100 8509 8376 0.087
1100 8984 9326 0.113
1100 8692 8800 0.084
1100 8567 9146 0.084
1100 8623 8362 0.094
1100 8820 8891 0.1
1100 8855 8906 0.085
1100 9198 9052 0.097
1100 9132 9112 0.093
1100 9024 8587 0.088
1100 8933 8958 0.118
1100 9209 10016 0.12
1200 8875 8956 0.099
1200 9003 9638 0.095
1200 9555 10428 0.095
1200 9706 9459 0.095
1200 9320 9410 0.092
1200 9633 9357 0.108
1200 9396 9585 0.121
1200 10017 9958 0.093
1200 9734 9523 0.093
1200 9103 8887 0.093
1200 4926 4967 0.047
1200 9481 9114 0.11
1200 9338 9604 0.093
1200 9598 9071 0.091
1200 8911 9131 0.089
1200 9079 9088 0.107
1200 9417 9713 0.133
1200 9419 9495 0.106
1200 9224 9087 0.088
1200 9422 9081 0.12
1200 9759 9226 0.09
1200 9893 10734 0.097
1200 9593 9346 0.094
1200 9684 10465 0.109
1200 9497 10273 0.098
1200 9398 9452 0.09
1200 5029 5196 0.062
1200 9746 9762 0.092
1200 9287 9939 0.123
1200 9475 9650 0.093
1200 9598 10496 0.094
1200 9489 9408 0.093
1200 9182 8965 0.089
1200 9359 9250 0.091
1200 9774 10385 0.093
1200 9166 9688 0.115
1200 9515 9015 0.09
1200 10013 10285 0.095
1200 9456 10277 0.098
1200 9302 9231 0.09
1200 9549 10298 0.095
1200 9392 9718 0.091
1200 9344 9813 0.091
1200 9810 10472 0.129
1200 9516 9471 0.098
1200 9704 9533 0.102
1200 10070 9703 0.133
1200 9498 9164 0.101
1200 9448 9379 0.093
1200 9695 10395 0.104
1200 9115 9279 0.094
1200 9993 9592 0.095
1200 9159 9090 0.088
1200 9173 10207 0.128
1200 10102 10264 0.098
1200 9213 9545 0.092
1200 9742 9535 0.093
1200 9994 9966 0.096
1200 9564 9301 0.106
1200 9263 9966 0.095
1200 9308 9224 0.091
